Country,Year,Emission.Source,Application,IEF,Direct.EM,FracGASF,FracGASM,FracLEACH-(H),T.Frac.GAS,T.Frac.Leach,IEF.GAS,IEF.Leach,EM.GAS,EM.Leach,N2O.EM,Other carbon-containing fertlizers,Urea,kt.CO2eq,kg.CO2eq.kg.N,Total.Area.kha,EM.Ha
BLR,2006,Organic N emissions,130665613.767754,0.01,2.05331678777899,0.1,0.2,0.3,26133122.7535508,39199684.1303262,0.01,0.0075,0.410663357555798,0.461996277250273,2.92597642258506,0,0,871.940973930349,6.67307142857143,5667.29109100586,0.153854982906056
BLR,2007,Inorganic N emissions,447300000,0.01,7.029,0.1,0.2,0.3,44730000,134190000,0.01,0.0075,0.7029,1.581525,9.313425,0,453.288733333333,3228.68938333333,7.2181743423504,5641.29451126486,0.572331293267193
BLR,2007,Organic N emissions,131768788.943322,0.01,2.07065239768077,0.1,0.2,0.3,26353757.7886644,39530636.6829966,0.01,0.0075,0.414130479536155,0.465896789478174,2.9506796666951,0,0,879.30254067514,6.67307142857142,5641.29451126486,0.155868930246293
BLR,2008,Inorganic N emissions,523500000,0.009999479031,8.226,0.1,0.2,0.3,52350000,157050000,0.01,0.0075,0.822642857142857,1.85094642857143,10.8995892857143,0,469.686066666667,3717.76367380952,7.10174531768773,5637.29426822778,0.659494341951089
BLR,2008,Organic N emissions,133010996.664994,0.01,2.09017280473561,0.1,0.2,0.3,26602199.3329988,39903298.9994982,0.01,0.0075,0.418034560947124,0.470288881065515,2.97849624674825,0,0,887.591881530978,6.67307142857141,5637.29426822778,0.15744998208334
BLR,2009,Inorganic N emissions,553600000,0.00999950735681,8.699,0.1,0.2,0.3,55360000,166080000,0.01,0.0075,0.869942857142857,1.95737142857143,11.5263142857143,0,312.495333333333,3747.33699047619,6.76903358106248,5637,0.664775055965264
BLR,2009,Organic N emissions,137647127.46335,0.01,2.16302628870978,0.1,0.2,0.3,27529425.49267,41294138.239005,0.01,0.0075,0.432605257741957,0.486680914959702,3.08231246141144,0,0,918.529113500609,6.67307142857142,5637,0.162946445538515
BLR,2010,Inorganic N emissions,529900000,0.01,8.327,0.1,0.2,0.3,52990000,158970000,0.01,0.0075,0.8327,1.873575,11.033275,0,488.825333333333,3776.74128333333,7.1272717179342,5632.6,0.670514732687095
BLR,2010,Organic N emissions,141046272.708493,0.01,2.21644142827632,0.1,0.2,0.3,28209254.5416986,42313881.8125479,0.01,0.0075,0.443288285655264,0.498699321362172,3.15842903529376,0,0,941.211852517539,6.67307142857143,5632.6,0.167100779838359
BLR,2011,Inorganic N emissions,601100000,0.01000015123788,9.446,0.1,0.2,0.3,60110000,180330000,0.01,0.0075,0.944585714285714,2.12531785714286,12.5159035714286,0,492.7934,4222.53266428571,7.02467586805143,5628.1,0.750258997581016
BLR,2011,Organic N emissions,144945390.866932,0.01,2.27771328505179,0.1,0.2,0.3,28989078.1733864,43483617.2600796,0.01,0.0075,0.455542657010358,0.512485489136652,3.2457414311988,0,0,967.230946497243,6.67307142857143,5628.1,0.171857455712806
BLR,2012,Inorganic N emissions,557200000,0.01,8.756,0.1,0.2,0.3,55720000,167160000,0.01,0.0075,0.8756,1.9701,11.6017,0,624.4436,4081.7502,7.32546697774587,5641.5,0.723522148364797
BLR,2012,Organic N emissions,148588546.952834,0.01,2.3349628806874,0.1,0.2,0.3,29717709.3905668,44576564.0858502,0.01,0.0075,0.466992576137478,0.525366648154663,3.32732210497954,0,0,991.541987283903,6.67307142857144,5641.5,0.175758572593088
BLR,2013,Inorganic N emissions,534800000,0.01,8.404,0.1,0.2,0.3,53480000,160440000,0.01,0.0075,0.8404,1.8909,11.1353,0,424.168066666667,3742.48746666667,6.99791972076789,5678.6,0.659051080665422
BLR,2013,Organic N emissions,154877335.170518,0.01,2.43378669553671,0.1,0.2,0.3,30975467.0341036,46463200.5511554,0.01,0.0075,0.486757339107342,0.54760200649576,3.46814604113981,0,0,1033.50752025966,6.67307142857143,5678.6,0.18200040859713
BLR,2014,Inorganic N emissions,456100000,0.00999960136334,7.167,0.1,0.2,0.3,45610000,136830000,0.01,0.0075,0.716728571428571,1.61263928571429,9.49636785714286,0,519.3,3349.21762142857,7.343165142356,5779.9,0.579459440721911
BLR,2014,Organic N emissions,149527338.317462,0.01,2.34971531641726,0.1,0.2,0.3,29905467.6634924,44858201.4952386,0.01,0.0075,0.469943063283452,0.528685946193883,3.3483443258946,0,0,997.80660911659,6.67307142857143,5779.9,0.172633887976711
BLR,2015,Inorganic N emissions,4.43e+08,0.01001518571722,6.972,0.1,0.2,0.3,44300000,132900000,0.01,0.0075,0.696142857142857,1.56632142857143,9.23446428571429,0,318.9,3070.77035714286,6.93176152853918,5790.6,0.530302620996591
BLR,2015,Organic N emissions,150354601.252411,0.01,2.36271516253789,0.1,0.2,0.3,30070920.2504822,45106380.3757233,0.01,0.0075,0.472543032507577,0.531610911571025,3.36686910661649,0,0,1003.32699377171,6.67307142857143,5790.6,0.173268226741912
BLR,2016,Inorganic N emissions,348500000,0.00999999999922,5.476428571,0.1,0.2,0.3,34850000,104550000,0.01,0.0075,0.547642857142857,1.23219642857143,7.25626785671429,0,423.6,2585.96782130086,7.42028069239844,5795.1,0.446233511294172
BLR,2016,Organic N emissions,152756209.244745,0.01,2.40045471670313,0.1,0.2,0.3,30551241.848949,45826862.7734235,0.01,0.0075,0.480090943340627,0.540102311258205,3.42064797130196,0,0,1019.35309544798,6.67307142857142,5795.1,0.175899138142221
BLR,2017,Inorganic N emissions,406800000,0.01000000000067,6.392571429,0.1,0.2,0.3,40680000,122040000,0.01,0.0075,0.639257142857143,1.43832857142857,8.47015714328571,0,542.467698666667,3066.57452736581,7.53828546550101,5841.1,0.524999491083154
BLR,2017,Organic N emissions,152778239.497448,0.01,2.40080090638846,0.1,0.2,0.3,30555647.8994896,45833471.8492344,0.01,0.0075,0.480160181277694,0.540180203937405,3.42114129160356,0,0,1019.50010489786,6.67307142857141,5841.1,0.174539060262256
BLR,2018,Inorganic N emissions,404900000,0.01000000000045,6.362714286,0.1,0.2,0.3,40490000,121470000,0.01,0.0075,0.636271428571429,1.43161071428571,8.43059642885714,0,483.396063333333,2995.71379913276,7.39865102280257,5823.1,0.514453435306411
BLR,2018,Organic N emissions,153780220.319836,0.01,2.41654631931171,0.1,0.2,0.3,30756044.0639672,46134066.0959508,0.01,0.0075,0.483309263862342,0.543722921845134,3.44357850501919,0,0,1026.18639449572,6.67307142857143,5823.1,0.176226819820322
BLR,2019,Inorganic N emissions,407300000,0.00999999999933,6.400428571,0.1,0.2,0.3,40730000,122190000,0.01,0.0075,0.640042857142857,1.44009642857143,8.48056785671429,0,483.93389,3011.14311130086,7.39293668377328,5819.6,0.517414102567334
BLR,2019,Organic N emissions,143604490.932484,0.01,2.25664200036761,0.1,0.2,0.3,28720898.1864968,43081347.2797452,0.01,0.0075,0.451328400073521,0.507744450082711,3.21571485052384,0,0,958.283025456105,6.67307142857144,5819.6,0.164664757965514
BLR,2020,Inorganic N emissions,431900000,0.01,6.787,0.1,0.2,0.3,43190000,129570000,0.01,0.0075,0.6787,1.527075,8.992775,0,524.553443333333,3204.40039333333,7.4193109361735,5760,0.556319512731482
BLR,2020,Organic N emissions,142504604.105734,0.01,2.23935806451867,0.1,0.2,0.3,28500920.8211468,42751381.2317202,0.01,0.0075,0.447871612903735,0.503855564516702,3.19108524193911,0,0,950.943402097854,6.67307142857142,5760,0.165094340641989
BLR,2021,Inorganic N emissions,4.28e+08,0.01,6.72571428571429,0.1,0.2,0.3,42800000,128400000,0.01,0.0075,0.672571428571429,1.51328571428571,8.91157142857143,0,515.786827628252,3171.43511334254,7.4098951246321,5719.4,0.554504862982575
BLR,2021,Organic N emissions,140700354.147505,0.01,2.21100556517508,0.1,0.2,0.3,28140070.829501,42210106.2442515,0.01,0.0075,0.442201113035016,0.497476252164393,3.15068293037449,0,0,938.903513251598,6.67307142857143,5719.4,0.164161190553484
CAN,1990,Inorganic N emissions,1196292000,0.00792443708948,14.8970496630172,0.06604621907482,0.19358771475896,0.19016234865211,79010563.5094546,227489696.39373,0.00865351833765,0.0075,1.07441613745262,2.68112856464039,18.6525943651102,51.7,753.866666666667,6364.03978746951,5.31980468603778,49419.10100845,0.128776923448716
CAN,1990,Organic N emissions,346071360.743916,0.00758399598795,4.12437741795727,0.06604621907482,0.19358771475896,0.19016234865211,66995163.8699384,65809742.7602947,0.00865351833765,0.0075,0.91102609570088,0.775614825389187,5.81101833904734,0,0,1731.68346503611,5.00383349062365,49419.10100845,0.0350407722864083
CAN,1991,Inorganic N emissions,1157763000,0.00794081756453,14.447061775085,0.06562066919231,0.19405709609328,0.18830828709035,75973182.8260964,218016367.386585,0.00856161102089,0.0075,1.02214017616228,2.56947861562761,18.0386805668749,50.82,699.6,6125.94680892872,5.29119241928505,49433.38858072,0.123923262896001
CAN,1991,Organic N emissions,347870902.038913,0.00758467130545,4.14619299080908,0.06562066919231,0.19405709609328,0.18830828709035,67506817.0650213,65506973.6915227,0.00856161102089,0.0075,0.908234028380001,0.772046475650089,5.82647349483917,0,0,1736.28910146207,4.99118808525081,49433.38858072,0.035123813101076
CAN,1992,Inorganic N emissions,1253288000,0.00774411979296,15.2516766396969,0.0648958363844,0.19466221104204,0.18764963309643,81333172.9905319,235179033.364159,0.00835935364588,0.0075,1.0684029025519,2.77175289322044,19.0918324354692,49.28,764.133333333334,6502.77939910317,5.18857549031282,49447.75410156,0.131508083981877
CAN,1992,Organic N emissions,360508905.425818,0.00750741475648,4.25305552011203,0.0648958363844,0.19466221104204,0.18764963309643,70177460.6305354,67649363.8311503,0.00835935364588,0.0075,0.921860046455019,0.797296073724272,5.97221164029132,0,0,1779.71906880681,4.9366854522073,49447.75410156,0.035991909059236
CAN,1993,Inorganic N emissions,1305806000.00001,0.00764882808262,15.6952488051087,0.06453531514434,0.19516732172952,0.18622070887455,84270601.7273707,243168118.972643,0.00824818449984,0.0075,1.09226774007983,2.86590997360614,19.6534265187947,48.84,775.866666666667,6681.42776926748,5.11670781821146,49462.11627196,0.135081720574402
CAN,1993,Organic N emissions,361704533.933955,0.0075251066722,4.27721674548173,0.06453531514434,0.19516732172952,0.18622070887455,70592905.1453143,67356874.7123198,0.00824818449984,0.0075,0.914985195171546,0.793848880538055,5.98605082119133,0,0,1783.84314471502,4.9317688261014,49462.11627196,0.0360648366702877
CAN,1994,Inorganic N emissions,1405925000,0.00743005862611,16.4153081304334,0.06402390218233,0.19531382975936,0.18492856005152,90012804.6756923,259995685.790433,0.00810780704417,0.0075,1.14683870999512,3.06423486824439,20.6263817086729,56.32,865.333333333333,7068.31508251786,5.02751930758601,49476.45541792,0.142862196226728
CAN,1994,Organic N emissions,372837395.354459,0.0075261488629,4.40947530428703,0.06402390218233,0.19531382975936,0.18492856005152,72820299.564184,68948282.6562594,0.00810780704417,0.0075,0.927791759345095,0.812604759877343,6.14987182350947,0,0,1832.66180340582,4.91544524835954,49476.45541792,0.0370410893004685
CAN,1995,Inorganic N emissions,1448356000,0.007384699424,16.807487272624,0.06426722282153,0.19537230015104,0.18447755332571,93081817.7768999,267189171.224612,0.00807472546962,0.0075,1.18110162462547,3.14901523229007,21.1376041295395,51.7,957,7307.70603060278,5.04551783581025,49490.93485739,0.147657465991706
CAN,1995,Organic N emissions,389529680.478605,0.00751809879244,4.60196411781375,0.06426722282153,0.19537230015104,0.18447755332571,76103309.6522047,71859482.4024386,0.00807472546962,0.0075,0.965663808640198,0.846915328314455,6.4145432547684,0,0,1911.53388992098,4.90728687881327,49490.93485739,0.0386239196214244
CAN,1996,Inorganic N emissions,1576203000,0.00726449216023,17.9933511001139,0.06379905638424,0.19515438098431,0.18220843413262,100560264.070008,287197480.505138,0.00801018067281,0.0075,1.26579496010982,3.38482744881056,22.6439735090343,54.56,1007.6,7810.06410569222,4.95498619511079,49505.39044971,0.157761892891766
CAN,1996,Organic N emissions,394010800.139905,0.00757952886984,4.69293979737077,0.06379905638424,0.19515438098431,0.18220843413262,76892933.8024358,71792090.9248328,0.00801018067281,0.0075,0.967884173488462,0.8461210716141,6.50694504247333,0,0,1939.06962265705,4.92136160219093,49505.39044971,0.0391688582807332
CAN,1997,Inorganic N emissions,1670634000,0.00703975331957,18.4813376743028,0.06322789636094,0.19488510664447,0.18144402088873,105630673.409063,303126550.393423,0.00788317366047,0.0075,1.30853633798805,3.57256291535105,23.3624369276419,61.82,1056.73333333333,8080.55953777062,4.83682215121362,49519.72789487,0.163178593285601
CAN,1997,Organic N emissions,395312097.182271,0.00761084082153,4.72789027303641,0.06322789636094,0.19488510664447,0.18144402088873,77040440.217216,71727016.4187076,0.00788317366047,0.0075,0.954364980032154,0.845354122077626,6.52760937514619,0,0,1945.22759379356,4.92073884826413,49519.72789487,0.0392818716193931
CAN,1998,Inorganic N emissions,1652745999.99999,0.00718904285869,18.6711828734124,0.06304372970906,0.19507786707327,0.18207953291746,104195272.101729,300931219.711199,0.00787928097773,0.0075,1.29011743997802,3.5466893751677,23.5079896885581,43.56,1147.66666666667,8196.60759385699,4.95938734315923,49533.77825671,0.165475113797657
CAN,1998,Organic N emissions,401237237.000441,0.0076408641618,4.81768449575973,0.06304372970906,0.19507786707327,0.18207953291746,78272504.3844182,73057088.7021325,0.00787928097773,0.0075,0.969148800518539,0.861029973989419,6.64786327026769,0,0,1981.06325453977,4.93738634367476,49533.77825671,0.0399941882945586
CAN,1999,Inorganic N emissions,1619108000.00001,0.00718829964522,18.2892811545217,0.06338648573102,0.19535020695542,0.1813962184234,102629566.138981,293700068.419076,0.00785519041696,0.0075,1.26684608982122,3.46146509208197,23.0175923364249,43.56,1064.8,7967.60251625462,4.92098273633048,49547.68453997,0.160806757979319
CAN,1999,Organic N emissions,405882418.320715,0.00761542014593,4.85723094270426,0.06338648573102,0.19535020695542,0.1813962184234,79289214.418518,73625535.8079222,0.00785519041696,0.0075,0.978735807136418,0.867729529164798,6.70369627900548,0,0,1997.70149114363,4.9218724462342,49547.68453997,0.0403187658452958
CAN,2000,Inorganic N emissions,1682072000,0.0070113607113,18.5328212683185,0.06394797159183,0.19544640258635,0.18032523163682,107565092.471413,303320023.029809,0.00775835163252,0.0075,1.31140084550789,3.57484312856561,23.419065242392,52.14,1113.93333333333,8144.95477556615,4.84221530087068,49561.00784536,0.164341992418314
CAN,2000,Organic N emissions,414638154.779946,0.00755163587808,4.92045143237379,0.06394797159183,0.19544640258635,0.18032523163682,81039535.7267826,74769721.3061574,0.00775835163252,0.0075,0.988009336764288,0.881214572536855,6.78967534167493,0,0,2023.32325181913,4.87973243295214,49561.00784536,0.0408249012637574
CAN,2001,Inorganic N emissions,1597097000,0.00706675334738,17.7355994684536,0.063848679877,0.19509624527014,0.18288385080933,101972535.085517,292083249.476029,0.00776269454002,0.0075,1.24391400782054,3.44240972596748,22.4219232022416,41.36,1019.33333333333,7742.42644760133,4.84781227915482,49562.3527787,0.1562158778493
CAN,2001,Organic N emissions,426413133.880688,0.00752399388567,5.04166113328175,0.063848679877,0.19509624527014,0.18288385080933,83191601.3539957,77984075.9597746,0.00776269454002,0.0075,1.01481441223829,0.919098038097344,6.97557358361738,0,0,2078.72092791798,4.87489892489947,49562.3527787,0.0419415304434727
CAN,2002,Inorganic N emissions,1575511000,0.00712109325441,17.6304240425463,0.06474077295254,0.19441777693513,0.18547188160594,101999799.935229,292212989.660856,0.00780733697742,0.0075,1.2514021295659,3.44393880671723,22.3257649788294,44,1147.66666666667,7844.74463035784,4.97917477590308,49378.30589312,0.158870266779462
CAN,2002,Organic N emissions,431613112.970803,0.00753253887292,5.10893829523659,0.06474077295254,0.19441777693513,0.18547188160594,83913261.9198346,80052096.188492,0.00780733697742,0.0075,1.02950431992989,0.943471133650084,7.08191374881656,0,0,2110.41029714734,4.88958799843066,49378.30589312,0.0427396254078734
CAN,2003,Inorganic N emissions,1642988000,0.00699754442248,18.0665280959579,0.06498768144638,0.19436556949658,0.18303558878693,106773980.764225,300725275.949861,0.00778459228206,0.0075,1.30615871034316,3.54426218083764,22.9169489871387,124.52,1149.86666666667,8103.637464834,4.93225602672326,49190.32565613,0.164740471967665
CAN,2003,Organic N emissions,435528256.492602,0.00750656326668,5.13750350423936,0.06498768144638,0.19436556949658,0.18303558878693,84651697.6050372,79717170.8604685,0.00778459228206,0.0075,1.03553835289056,0.93952379942695,7.11256565655687,0,0,2119.54456565395,4.86660632015721,49190.32565613,0.0430886467487701
CAN,2004,Inorganic N emissions,1659540000,0.00695893205805,18.1478410262618,0.06487228481046,0.19418722180131,0.18104961382583,107658151.534351,300459076.128518,0.00776287823612,0.0075,1.31330119090802,3.54112482580039,23.0022670429702,119.9,1116.86666666667,8091.44224547179,4.87571389991913,48996.53605931,0.165143148807033
CAN,2004,Organic N emissions,442804916.360112,0.00745743501099,5.18915396419055,0.06487228481046,0.19418722180131,0.18104961382583,85987056.5079316,80169659.1071772,0.00776287823612,0.0075,1.04893964929827,0.944856696620303,7.18295031010912,0,0,2140.51919241252,4.83400051202624,48996.53605931,0.0436871535126776
CAN,2005,Inorganic N emissions,1539450000.00001,0.00686214957441,16.6004711122226,0.06499097880999,0.19435763429389,0.17929527445279,100050362.32904,276016110.256349,0.00770876096088,0.0075,1.21198679995486,3.25304701373555,21.065504925913,121.22,1116.13333333333,7514.87380125541,4.88153158677148,48801.54115608,0.153988452479828
CAN,2005,Organic N emissions,450773215.902681,0.00738921772322,5.2342108281613,0.06499097880999,0.19435763429389,0.17929527445279,87611215.845894,80821507.4612379,0.00770876096088,0.0075,1.06130187498981,0.952539195078876,7.24805189822998,0,0,2159.91946567253,4.79158785276818,48801.54115608,0.0442592470341162
CAN,2006,Inorganic N emissions,1539945000,0.00686707628821,16.6177311058747,0.06540888184207,0.19389143021266,0.18113705638633,100726080.548286,278941104.296847,0.0077211521876,0.0075,1.22213362413022,3.28752015778427,21.1273848877892,157.52,1097.06666666667,7550.54736322785,4.90312794497716,48599.67733748,0.155362088328205
CAN,2006,Organic N emissions,443267110.232388,0.00737606345726,5.13788995278507,0.06540888184207,0.19389143021266,0.18113705638633,85945693.9691905,80292099.5403696,0.0077211521876,0.0075,1.04279965900788,0.946299744582928,7.12698935637588,0,0,2123.84282820001,4.7913386289512,48599.67733748,0.0437007598517965
CAN,2007,Inorganic N emissions,1.756e+09,0.00699108882488,19.2914102487771,0.06741913979842,0.19379680435198,0.18046374376269,118388009.486026,316894334.047284,0.00775133468279,0.0075,1.44204513193007,3.73482607984299,24.4682814605502,172.26,1355.93333333333,8819.74120857728,5.02263166775471,48160.92657559,0.183130637960929
CAN,2007,Organic N emissions,427682239.022918,0.00742928162021,4.9930128248977,0.06741913979842,0.19379680435198,0.18046374376269,82883451.2007412,77181137.9948854,0.00775133468279,0.0075,1.00957586701972,0.909634840654007,6.91222353257142,0,0,2059.84261270628,4.81629215515752,48160.92657559,0.0427699954956909
CAN,2008,Inorganic N emissions,1912999999.99999,0.00663923106214,19.9584770343634,0.06392812414133,0.19346237647821,0.17678496860681,122294501.482364,338189644.944826,0.00749049531002,0.0075,1.43950146967767,3.98580652970688,25.3837850337479,187.88,1359.6,9111.84794005689,4.76311967593149,47718.77964116,0.190948888646713
CAN,2008,Organic N emissions,422363902.327937,0.00748481222577,4.96777992836498,0.06392812414133,0.19346237647821,0.17678496860681,81711524.2829733,74667589.2136941,0.00749049531002,0.0075,0.961808240511166,0.88001087287568,6.80959904175183,0,0,2029.26051444204,4.80453112412637,47718.77964116,0.0425254067623242
CAN,2009,Inorganic N emissions,1.878e+09,0.00689596690476,20.3509834740838,0.06452070906892,0.19281062910754,0.1783316330962,121169891.631432,334906806.954664,0.0077014363743,0.0075,1.46642918852618,3.94711593910854,25.7645286017185,192.06,1444.66666666667,9314.55618997879,4.9598275771985,47277.78874848,0.197017594023541
CAN,2009,Organic N emissions,408011566.194098,0.00760438294248,4.87563401961535,0.06452070906892,0.19281062910754,0.1783316330962,78668966.7610367,72761368.9215318,0.0077014363743,0.0075,0.952072066223215,0.857544705146625,6.68525079098519,0,0,1992.20473571359,4.88271632663928,47277.78874848,0.0421382807540388
CAN,2010,Inorganic N emissions,1.924e+09,0.00687468772475,20.7851272866592,0.06327260218121,0.19214728545591,0.17952757870373,121736486.596648,345411061.425977,0.0076983929539,0.0075,1.47270405958999,4.07091608109187,26.3287474273411,197.34,1386,9429.30673334764,4.90088707554451,46837.36081342,0.20132019758564
CAN,2010,Organic N emissions,403078685.980767,0.00770305770777,4.87918888109733,0.06327260218121,0.19214728545591,0.17952757870373,77450475.3363395,72363740.5212082,0.0076983929539,0.0075,0.936955161380043,0.852858370428526,6.6690024129059,0,0,1987.36271904596,4.93045846423342,46837.36081342,0.0424311422448152
CAN,2011,Inorganic N emissions,2.009e+09,0.00683611891485,21.5816274141967,0.06283090601119,0.19169795655938,0.17816062750841,126227290.176481,357924700.664396,0.00768615753065,0.0075,1.5246044580855,4.21839825783038,27.3246301301126,211.2,1531.93333333333,9885.87311210688,4.9207929876092,46400.10101457,0.213057146341182
CAN,2011,Organic N emissions,400192404.519717,0.00779938962027,4.90483162073376,0.06283090601119,0.19169795655938,0.17816062750841,76716066.1770145,71298529.9133322,0.00768615753065,0.0075,0.926595638207335,0.840304102549987,6.67173136149108,0,0,1988.17594572434,4.96805017604073,46400.10101457,0.042848526237045
CAN,2012,Inorganic N emissions,2310999999.99998,0.00673841000235,24.471017238539,0.0620491472382,0.19172989300528,0.1767191231729,143395579.267479,408397893.652568,0.0075756327649,0.0075,1.70706210500655,4.8132608894767,30.9913402330223,232.54,1764.4,11232.3593894406,4.86038917760308,46493.83997367,0.241588119970337
CAN,2012,Organic N emissions,402683445.250298,0.0078694159561,4.97967411748867,0.0620491472382,0.19172989300528,0.1767191231729,77206453.8728372,71161865.3608752,0.0075756327649,0.0075,0.919109308261266,0.838693413181743,6.73747683893168,0,0,2007.76809800164,4.98597129254634,46493.83997367,0.0431835292404039
CAN,2013,Inorganic N emissions,2505000000.00002,0.00665492762418,26.196647240614,0.06231488257938,0.19136463184758,0.17388565287167,156098780.861348,435583560.443537,0.00750212132921,0.0075,1.84025598957137,5.13366339094168,33.1705666211271,253.44,2034.92666666667,12173.1955197625,4.85955908972552,46587.67375192,0.261296487662916
CAN,2013,Organic N emissions,405400863.320624,0.0079543381485,5.06737872542682,0.06231488257938,0.19136463184758,0.17388565287167,77579386.9600423,70493393.7932454,0.00750212132921,0.0075,0.914587101402809,0.830814998277535,6.81278082510716,0,0,2030.20868588193,5.00790419944489,46587.67375192,0.0435782369536806
CAN,2014,Inorganic N emissions,2.471e+09,0.00667323992803,25.9121906405213,0.06151956841257,0.19127713593062,0.17492290271833,152014853.54746,432234492.616993,0.00748078800317,0.0075,1.78701425999091,5.09419223441457,32.7933971349268,251.24,1924.26666666667,11947.9390128748,4.8352646753844,46681.13893595,0.25594788998761
CAN,2014,Organic N emissions,400749632.034767,0.0079989077525,5.03730753192294,0.06151956841257,0.19127713593062,0.17492290271833,76654241.8408601,70100288.8988241,0.00748078800317,0.0075,0.901110780043883,0.826181976307569,6.76460028827439,0,0,2015.85088590577,5.03020021670509,46681.13893595,0.0431834126556266
CAN,2015,Inorganic N emissions,2588000000.00002,0.00659556544004,26.8232224209995,0.06119424090201,0.19143500631013,0.17442461055446,158370695.454403,451410892.114946,0.00739066570003,0.0075,1.8393019335189,5.32019979992615,33.9827241544446,254.98,2097.33333333407,12479.1651313585,4.82193397656818,46775.01611141,0.266791252442016
CAN,2015,Organic N emissions,407414606.46118,0.00810219107849,5.1872086981235,0.06119424090201,0.19143500631013,0.17442461055446,77993417.7587351,71063134.0661899,0.00739066570003,0.0075,0.905808007433363,0.837529794351524,6.93054649990839,0,0,2065.3028569727,5.06929016343328,46775.01611141,0.044153974250987
CAN,2016,Inorganic N emissions,2555999999.99999,0.00675586997988,27.1354343363272,0.06163846031359,0.1914721862839,0.17467375145588,157547904.561535,446466108.721228,0.00753881632176,0.0075,1.86642455114907,5.26192199564304,34.2637808831193,227.92,2062.86666666667,12501.3933698362,4.89099897098446,46855.48163577,0.26680748833222
CAN,2016,Organic N emissions,413065241.99548,0.00818159009055,5.31069077104167,0.06163846031359,0.1914721862839,0.17467375145588,79090504.9627628,72151655.4153814,0.00753881632176,0.0075,0.93696238382924,0.850358795966995,7.09801195083791,0,0,2115.2075613497,5.12075901407566,46855.48163577,0.0451432252429334
CAN,2017,Inorganic N emissions,2.411e+09,0.00662414043915,25.0969755123929,0.0616528486066,0.19113681324146,0.17407953216663,148645017.990513,419705752.053745,0.00749591881045,0.0075,1.75093440725463,4.94653207777628,31.7944419974238,247.72,2010.06666666667,11732.530381899,4.86625067685565,46738.777794,0.251023474204007
CAN,2017,Organic N emissions,413885229.925106,0.00798143646191,5.19105504527029,0.0616528486066,0.19113681324146,0.17407953216663,79108703.8955937,72048947.1960405,0.00749591881045,0.0075,0.9318452339449,0.849148306239049,6.97204858545424,0,0,2077.67047846536,5.01991935987019,46738.777794,0.0444528200464001
CAN,2018,Inorganic N emissions,2641000000.00003,0.006813777921,28.2781517689986,0.06168918216688,0.19059645940977,0.17459344564756,162921130.102732,461101289.955211,0.00747696819241,0.0075,1.91424531202083,5.43440806018642,35.6268051412059,249.04,2176.53333333333,13042.3612654127,4.93841774532848,46621.13707499,0.279752105669024
CAN,2018,Organic N emissions,415667962.165941,0.00786720755226,5.13880106328667,0.06168918216688,0.19059645940977,0.17459344564756,79224841.8789026,72572901.7598512,0.00747696819241,0.0075,0.93085397864999,0.855323485026818,6.92497852696348,0,0,2063.64360103512,4.96464435286759,46621.13707499,0.0442641198929951
CAN,2019,Inorganic N emissions,2687000000.00001,0.0067469122412,28.4883550161544,0.06151399749785,0.1904418275837,0.1735389886582,165288111.276724,466299262.524585,0.00744934185517,0.0075,1.93488058577895,5.49566987975404,35.9189054816874,288.42,2218.33333333333,13210.5871668762,4.91648201223525,46504.77826928,0.28406945820453
CAN,2019,Organic N emissions,414412782.172001,0.00782669797909,5.09690293315584,0.06151399749785,0.1904418275837,0.1735389886582,78921527.6108816,71916775.10516,0.00744934185517,0.0075,0.923863975423236,0.847590563739385,6.86835747231846,0,0,2046.7705267509,4.93896572403839,46504.77826928,0.0440120478566597
CAN,2020,Inorganic N emissions,2909999999.99999,0.00700771874581,32.0452967219194,0.06221299142994,0.19023455820023,0.17491219059992,181039805.061125,508994474.645765,0.00750596118947,0.0075,2.13537932227403,5.99886345118224,40.1795394953757,344.08,2521.2,14838.7827696219,5.0992380651622,46386.84280643,0.3198920614525
CAN,2020,Organic N emissions,413169264.903524,0.00776664992172,5.04262163259014,0.06221299142994,0.19023455820023,0.17491219059992,78599072.5708357,72268341.212834,0.00750596118947,0.0075,0.927082495813617,0.851734021436972,6.82143814984073,0,0,2032.78856865254,4.91998979916185,46386.84280643,0.043822524786506
CAN,2021,Inorganic N emissions,2970000000.00001,0.00673248976057,31.4214914968205,0.06217151272497,0.19000928318898,0.17703366039906,184649392.793162,525789971.38521,0.00739324918008,0.0075,2.14524981293906,6.19681037703997,39.7635516867995,313.94,2631.93333333333,14795.4117359996,4.98162011313116,46268.19552782,0.319774989433151
CAN,2021,Organic N emissions,415250172.09048,0.00773806750773,5.04936750093835,0.06217151272497,0.19000928318898,0.17703366039906,78901387.5430127,73513257.9465173,0.00739324918008,0.0075,0.916673400907869,0.866406254369668,6.83244715621589,0,0,2036.06925255233,4.90323518061948,46268.19552782,0.0440058063498088
CHE,1990,Inorganic N emissions,66674530.49,0.00999999999727,1.04774262169997,0.067350229,0.170440737,0.20608225,4490544.89696898,13740437.2610728,0.02482090908818,0.01100000000273,0.175150496154948,0.237513272714634,1.46040639056955,0,26.6559784687884,461.857082858515,6.92703914769651,432.002310232,1.06910790039637
