Category,CO2,CH4,N2O,Country,Year,CO2eq.kt,EM.Source
dairy cattle,0,70.3262168370697,0,BEL,1991,1758.15542092674,enteric fermentation
non-dairy cattle,0,107.619061918889,0,BEL,1991,2690.47654797222,enteric fermentation
manure management,0,47.6969500540853,3.03330536517551,BEL,1991,2096.34875017443,total
cattle subtotal,0,16.407344306379,2.07857829346253,BEL,1991,1029.59993911131,manure management
dairy cattle,0,8.86633960321276,0.67271904732129,BEL,1991,422.128766182063,manure management
non-dairy cattle,0,7.5410047031662,1.40585924614124,BEL,1991,607.471172929245,manure management
indirect n2o emissions,0,0,0.64147105881461,BEL,1991,191.158375526754,manure management
total livestock,0,236.242509565457,3.01018062235996,BEL,1992,6803.09656459969,total
enteric fermentation,0,187.807954865738,0,BEL,1992,4695.19887164345,total
cattle subtotal,0,175.701539865738,0,BEL,1992,4392.53849664345,enteric fermentation
dairy cattle,0,68.5736324097774,0,BEL,1992,1714.34081024444,enteric fermentation
non-dairy cattle,0,107.12790745596,0,BEL,1992,2678.19768639901,enteric fermentation
manure management,0,48.434554699719,3.01018062235996,BEL,1992,2107.89769295624,total
cattle subtotal,0,16.1243570210055,2.04403414746837,BEL,1992,1012.23110147071,manure management
dairy cattle,0,8.64815550532057,0.64881827416637,BEL,1992,409.551733334593,manure management
non-dairy cattle,0,7.47620151568494,1.395215873302,BEL,1992,602.67936813612,manure management
indirect n2o emissions,0,0,0.64470798980374,BEL,1992,192.122980961515,manure management
total livestock,0,239.985170461427,3.06520827430421,BEL,1993,6913.06132727834,total
enteric fermentation,0,190.629797380597,0,BEL,1993,4765.74493451493,total
cattle subtotal,0,178.000215380597,0,BEL,1993,4450.00538451493,enteric fermentation
dairy cattle,0,63.163540563527,0,BEL,1993,1579.08851408817,enteric fermentation
non-dairy cattle,0,114.83667481707,0,BEL,1993,2870.91687042676,enteric fermentation
manure management,0,49.35537308083,3.06520827430421,BEL,1993,2147.3163927634,total
cattle subtotal,0,15.6274776766208,2.06323405147577,BEL,1993,1005.5306892553,manure management
dairy cattle,0,8.01187454472292,0.59935646201748,BEL,1993,378.905089299282,manure management
non-dairy cattle,0,7.6156031318979,1.46387758945829,BEL,1993,626.625599956018,manure management
indirect n2o emissions,0,0,0.66698963601951,BEL,1993,198.762911533814,manure management
total livestock,0,239.831647592195,3.04146349119259,BEL,1994,6902.14731018026,total
enteric fermentation,0,190.512162430558,0,BEL,1994,4762.80406076394,total
cattle subtotal,0,177.995185350558,0,BEL,1994,4449.87963376394,enteric fermentation
dairy cattle,0,63.4968442784306,0,BEL,1994,1587.42110696077,enteric fermentation
non-dairy cattle,0,114.498341072127,0,BEL,1994,2862.45852680317,enteric fermentation
manure management,0,49.3194851616371,3.04146349119259,BEL,1994,2139.34324941632,total
cattle subtotal,0,15.7804909867696,2.04922232140598,BEL,1994,1005.18052644822,manure management
dairy cattle,0,8.05442544941963,0.59044323224594,BEL,1994,377.312719444781,manure management
non-dairy cattle,0,7.72606553734996,1.45877908916004,BEL,1994,627.867807003441,manure management
indirect n2o emissions,0,0,0.65710329576915,BEL,1994,195.816782139207,manure management
total livestock,0,242.804766082369,3.08926555352665,BEL,1995,6990.72028701016,total
enteric fermentation,0,192.602232907114,0,BEL,1995,4815.05582267785,total
cattle subtotal,0,179.980050407114,0,BEL,1995,4499.50126017785,enteric fermentation
dairy cattle,0,63.5865396097836,0,BEL,1995,1589.66349024459,enteric fermentation
non-dairy cattle,0,116.39351079733,0,BEL,1995,2909.83776993326,enteric fermentation
manure management,0,50.2025331752548,3.08926555352665,BEL,1995,2175.66446433231,total
cattle subtotal,0,15.9240169603458,2.07364717141166,BEL,1995,1016.04728108932,manure management
dairy cattle,0,8.06989559930662,0.58860969019962,BEL,1995,377.153077662152,manure management
non-dairy cattle,0,7.85412136103919,1.48503748121204,BEL,1995,638.894203427168,manure management
indirect n2o emissions,0,0,0.66867008782358,BEL,1995,199.263686171427,manure management
total livestock,0,240.786725791486,3.0290629236301,BEL,1996,6922.32889602891,total
enteric fermentation,0,189.206940615782,0,BEL,1996,4730.17351539455,total
cattle subtotal,0,176.614859615782,0,BEL,1996,4415.37149039455,enteric fermentation
dairy cattle,0,61.0714066002345,0,BEL,1996,1526.78516500586,enteric fermentation
non-dairy cattle,0,115.543453015548,0,BEL,1996,2888.58632538869,enteric fermentation
manure management,0,51.5797851757037,3.0290629236301,BEL,1996,2192.15538063436,total
cattle subtotal,0,17.27855687448,2.00342015654191,BEL,1996,1028.98312851149,manure management
dairy cattle,0,9.02139843564685,0.51079122497428,BEL,1996,377.750745933507,manure management
non-dairy cattle,0,8.25715843883314,1.49262893156763,BEL,1996,651.232382577982,manure management
indirect n2o emissions,0,0,0.66631919318163,BEL,1996,198.563119568126,manure management
total livestock,0,238.100409765298,2.9808950076636,BEL,1997,6840.8169564162,total
enteric fermentation,0,186.503212477709,0,BEL,1997,4662.58031194272,total
cattle subtotal,0,173.769509977709,0,BEL,1997,4344.23774944272,enteric fermentation
dairy cattle,0,59.5581936333745,0,BEL,1997,1488.95484083436,enteric fermentation
non-dairy cattle,0,114.211316344334,0,BEL,1997,2855.28290860836,enteric fermentation
manure management,0,51.5971972875891,2.9808950076636,BEL,1997,2178.23664447348,total
cattle subtotal,0,16.8148086459656,1.95196804218819,BEL,1997,1002.05669272122,manure management
dairy cattle,0,8.8068457120698,0.495697454734,BEL,1997,367.888984312477,manure management
non-dairy cattle,0,8.00796293389585,1.45627058745419,BEL,1997,634.167708408745,manure management
indirect n2o emissions,0,0,0.66513499369091,BEL,1997,198.210228119891,manure management
total livestock,0,237.27776997121,2.92651383790376,BEL,1998,6804.04537297556,total
enteric fermentation,0,184.740258011144,0,BEL,1998,4618.50645027861,total
cattle subtotal,0,171.465643011144,0,BEL,1998,4286.64107527861,enteric fermentation
dairy cattle,0,60.2278213356982,0,BEL,1998,1505.69553339245,enteric fermentation
non-dairy cattle,0,111.237821675446,0,BEL,1998,2780.94554188616,enteric fermentation
manure management,0,52.5375119600652,2.92651383790376,BEL,1998,2185.53892269695,total
cattle subtotal,0,16.6052227364797,1.87827198714296,BEL,1998,974.855620580594,manure management
dairy cattle,0,8.89960425564192,0.50147169327301,BEL,1998,371.928670986405,manure management
non-dairy cattle,0,7.70561848083777,1.37680029386995,BEL,1998,602.926949594189,manure management
indirect n2o emissions,0,0,0.67291437492154,BEL,1998,200.528483726619,manure management
total livestock,0,238.278830718179,2.92330302900278,BEL,1999,6828.11507059731,total
enteric fermentation,0,185.451069961022,0,BEL,1999,4636.27674902556,total
cattle subtotal,0,172.030035461022,0,BEL,1999,4300.75088652556,enteric fermentation
dairy cattle,0,59.9064965493679,0,BEL,1999,1497.6624137342,enteric fermentation
non-dairy cattle,0,112.123538911654,0,BEL,1999,2803.08847279136,enteric fermentation
manure management,0,52.8277607571569,2.92330302900278,BEL,1999,2191.83832157175,total
cattle subtotal,0,16.5566198278041,1.86653689581035,BEL,1999,970.143490646586,manure management
dairy cattle,0,8.86506537224399,0.49404943333288,BEL,1999,368.853365439298,manure management
non-dairy cattle,0,7.69155445556006,1.37248746247747,BEL,1999,601.290125207288,manure management
indirect n2o emissions,0,0,0.67758364868013,BEL,1999,201.919927306679,manure management
total livestock,0,229.047978298454,2.71196891041598,BEL,2000,6534.3661927653,total
enteric fermentation,0,179.629483507526,0,BEL,2000,4490.73708768815,total
cattle subtotal,0,167.434212007526,0,BEL,2000,4185.85530018815,enteric fermentation
dairy cattle,0,57.5340332838083,0,BEL,2000,1438.35083209521,enteric fermentation
non-dairy cattle,0,109.900178723718,0,BEL,2000,2747.50446809294,enteric fermentation
manure management,0,49.4184947909277,2.71196891041598,BEL,2000,2043.62910507715,total
cattle subtotal,0,15.7569693098832,1.70374270179967,BEL,2000,901.63955788338,manure management
dairy cattle,0,8.50305321454893,0.41458584723,BEL,2000,336.122912838263,manure management
non-dairy cattle,0,7.25391609533422,1.28915685456967,BEL,2000,565.516645045117,manure management
indirect n2o emissions,0,0,0.69796232685963,BEL,2000,207.99277340417,manure management
total livestock,0,228.281587289902,2.64238108071395,BEL,2001,6494.46924430031,total
enteric fermentation,0,179.594034135446,0,BEL,2001,4489.85085338614,total
cattle subtotal,0,167.796835394687,0,BEL,2001,4194.92088486718,enteric fermentation
dairy cattle,0,56.9715937550977,0,BEL,2001,1424.28984387744,enteric fermentation
non-dairy cattle,0,110.82524163959,0,BEL,2001,2770.63104098974,enteric fermentation
manure management,0,48.6875531544562,2.64238108071395,BEL,2001,2004.61839091416,total
cattle subtotal,0,16.332507409634,1.66041788162158,BEL,2001,903.117213964082,manure management
dairy cattle,0,9.22007829413414,0.38208044559771,BEL,2001,344.361930141471,manure management
non-dairy cattle,0,7.11242911549989,1.27833743602387,BEL,2001,558.755283822611,manure management
indirect n2o emissions,0,0,0.68777120813201,BEL,2001,204.955820023339,manure management
total livestock,0,221.233187309642,2.55873216035113,BEL,2002,6293.3318665257,total
enteric fermentation,0,173.688523533558,0,BEL,2002,4342.21308833895,total
cattle subtotal,0,162.109300039046,0,BEL,2002,4052.73250097615,enteric fermentation
dairy cattle,0,56.3121904023281,0,BEL,2002,1407.8047600582,enteric fermentation
non-dairy cattle,0,105.797109636718,0,BEL,2002,2644.92774091795,enteric fermentation
manure management,0,47.5446637760844,2.55873216035113,BEL,2002,1951.11877818675,total
cattle subtotal,0,15.9538363821059,1.60746038341598,BEL,2002,877.869103810609,manure management
dairy cattle,0,9.10202213964757,0.36872236742196,BEL,2002,337.429818982933,manure management
non-dairy cattle,0,6.85181424245829,1.23873801599402,BEL,2002,540.439284827675,manure management
indirect n2o emissions,0,0,0.66809372232406,BEL,2002,199.09192925257,manure management
total livestock,0,213.663416116582,2.46607265610344,BEL,2003,6076.47505443337,total
enteric fermentation,0,167.520830882095,0,BEL,2003,4188.02077205238,total
cattle subtotal,0,156.166430382095,0,BEL,2003,3904.16075955238,enteric fermentation
dairy cattle,0,54.958800058953,0,BEL,2003,1373.97000147382,enteric fermentation
non-dairy cattle,0,101.207630323142,0,BEL,2003,2530.19075807855,enteric fermentation
manure management,0,46.1425852344867,2.46607265610344,BEL,2003,1888.45428238099,total
cattle subtotal,0,15.4853832000644,1.54899692986082,BEL,2003,848.735665100134,manure management
dairy cattle,0,8.90456136581339,0.3570165720507,BEL,2003,329.004972616443,manure management
non-dairy cattle,0,6.580821834251,1.19198035781012,BEL,2003,519.730692483691,manure management
indirect n2o emissions,0,0,0.64516881860909,BEL,2003,192.260307945509,manure management
total livestock,0,211.592933575527,2.42350906648731,BEL,2004,6012.0290412014,total
enteric fermentation,0,166.395570156358,0,BEL,2004,4159.88925390895,total
cattle subtotal,0,155.207492156358,0,BEL,2004,3880.18730390895,enteric fermentation
dairy cattle,0,54.2930321860795,0,BEL,2004,1357.32580465199,enteric fermentation
non-dairy cattle,0,100.914459970278,0,BEL,2004,2522.86149925696,enteric fermentation
manure management,0,45.1973634191693,2.42350906648731,BEL,2004,1852.13978729245,total
cattle subtotal,0,15.3013509073193,1.52431693084659,BEL,2004,836.780218075265,manure management
dairy cattle,0,8.80325996535432,0.34568585143302,BEL,2004,323.095882860898,manure management
non-dairy cattle,0,6.49809094196494,1.17863107941357,BEL,2004,513.684335214367,manure management
indirect n2o emissions,0,0,0.63360591258406,BEL,2004,188.81456195005,manure management
total livestock,0,208.875199325704,2.37769084496738,BEL,2005,5930.43185494287,total
enteric fermentation,0,164.235976024098,0,BEL,2005,4105.89940060246,total
cattle subtotal,0,153.075686024099,0,BEL,2005,3826.89215060246,enteric fermentation
dairy cattle,0,53.0464969465799,0,BEL,2005,1326.1624236645,enteric fermentation
non-dairy cattle,0,100.029189077519,0,BEL,2005,2500.72972693796,enteric fermentation
manure management,0,44.6392233016051,2.37769084496738,BEL,2005,1824.53245434041,total
cattle subtotal,0,15.0419410448295,1.49247960207424,BEL,2005,820.807447538861,manure management
dairy cattle,0,8.59292559134329,0.3315521968171,BEL,2005,313.625694435078,manure management
non-dairy cattle,0,6.44901545348622,1.16092740525714,BEL,2005,507.181753103783,manure management
indirect n2o emissions,0,0,0.62356239680917,BEL,2005,185.821594249133,manure management
total livestock,0,207.552912330564,2.31851746586891,BEL,2006,5879.74101309305,total
enteric fermentation,0,162.183058363177,0,BEL,2006,4054.57645907942,total
cattle subtotal,0,150.902154363177,0,BEL,2006,3772.55385907942,enteric fermentation
dairy cattle,0,51.739243092938,0,BEL,2006,1293.48107732345,enteric fermentation
non-dairy cattle,0,99.162911270239,0,BEL,2006,2479.07278175597,enteric fermentation
manure management,0,45.3698539673875,2.31851746586891,BEL,2006,1825.16455401362,total
cattle subtotal,0,15.7181098287267,1.44190391946327,BEL,2006,822.640113718221,manure management
dairy cattle,0,9.15418337323339,0.30262412730889,BEL,2006,319.036574268884,manure management
non-dairy cattle,0,6.56392645549327,1.13927979215438,BEL,2006,503.603539449337,manure management
indirect n2o emissions,0,0,0.61679686258039,BEL,2006,183.805465048956,manure management
total livestock,0,210.10322182832,2.39126023410415,BEL,2007,5965.17609547103,total
enteric fermentation,0,164.989530374355,0,BEL,2007,4124.73825935887,total
cattle subtotal,0,153.582353874355,0,BEL,2007,3839.55884685886,enteric fermentation
dairy cattle,0,52.1157809293915,0,BEL,2007,1302.89452323479,enteric fermentation
non-dairy cattle,0,101.466572944963,0,BEL,2007,2536.66432362408,enteric fermentation
manure management,0,45.113691453965,2.39126023410415,BEL,2007,1840.43783611216,total
cattle subtotal,0,15.3068055068692,1.51974433391607,BEL,2007,835.553949178719,manure management
dairy cattle,0,9.2382252203195,0.33038422230131,BEL,2007,329.410128753778,manure management
non-dairy cattle,0,6.06858028654969,1.18936011161476,BEL,2007,506.143820424941,manure management
indirect n2o emissions,0,0,0.61557507295622,BEL,2007,183.441371740954,manure management
total livestock,0,208.768278135714,2.36249054550064,BEL,2008,5923.22913595203,total
enteric fermentation,0,163.447042172856,0,BEL,2008,4086.17605432139,total
cattle subtotal,0,151.911678672856,0,BEL,2008,3797.79196682139,enteric fermentation
dairy cattle,0,51.8554847223428,0,BEL,2008,1296.38711805857,enteric fermentation
non-dairy cattle,0,100.056193950513,0,BEL,2008,2501.40484876283,enteric fermentation
manure management,0,45.3212359628578,2.36249054550064,BEL,2008,1837.05308163064,total
cattle subtotal,0,15.2738259352568,1.50775142062765,BEL,2008,831.155571728461,manure management
dairy cattle,0,9.19735059587903,0.32895062054299,BEL,2008,327.961049818787,manure management
non-dairy cattle,0,6.07647533937781,1.17880080008466,BEL,2008,503.194521909674,manure management
indirect n2o emissions,0,0,0.60072090107534,BEL,2008,179.014828520451,manure management
total livestock,0,209.941236774016,2.36747285227428,BEL,2009,5954.03782932813,total
enteric fermentation,0,164.137568111182,0,BEL,2009,4103.43920277955,total
cattle subtotal,0,152.433866611182,0,BEL,2009,3810.84666527955,enteric fermentation
dairy cattle,0,52.9064477745621,0,BEL,2009,1322.66119436405,enteric fermentation
non-dairy cattle,0,99.52741883662,0,BEL,2009,2488.1854709155,enteric fermentation
manure management,0,45.8036686628338,2.36747285227428,BEL,2009,1850.59862654858,total
cattle subtotal,0,15.4694267921151,1.50991284182412,BEL,2009,836.689696666466,manure management
dairy cattle,0,9.39061332722482,0.33015982781108,BEL,2009,333.152961868322,manure management
non-dairy cattle,0,6.07881346489029,1.17975301401304,BEL,2009,503.536734798143,manure management
indirect n2o emissions,0,0,0.60011023109821,BEL,2009,178.832848867267,manure management
