Country,Year,Category,CO2,CH4,N2O,CO2eq.kt
AUT,1990,Total Agriculture,85.9232455060722,203.135964001771,9.90935466602342,8117.31003602532
AUT,1990,Enteric Fermentation,0,180.520885156673,0,4513.02212891682
AUT,1990,Manure Management,0,22.5824385809659,1.92002438672138,1136.72823176712
AUT,1990,Rice cultivation,0,0,0,0
AUT,1990,Agricultural soils,0,0,7.98848405023195,2380.56824696912
AUT,1990,Prescribed Burning of Savannas,0,0,0,0
AUT,1990,Field Burning of Agricultural Residues,0,0.03264026413217,0.00084622907009,1.06818286619107
AUT,1990,Liming,45.6656414496348,0,0,45.6656414496348
AUT,1990,Urea Application,9.59592857142857,0,0,9.59592857142857
AUT,1990,Other Carbon-containing Fertilizers,30.6616754850088,0,0,30.6616754850088
AUT,1990,Other Sources,0,0,0,0
AUT,1991,Total Agriculture,86.6344913889017,200.743415569981,9.82320575619569,8032.53519598474
AUT,1991,Enteric Fermentation,0,178.331433798835,0,4458.28584497088
AUT,1991,Manure Management,0,22.3804035468564,1.91641257318294,1130.60103547993
AUT,1991,Rice cultivation,0,0,0,0
AUT,1991,Agricultural soils,0,0,7.90597448830896,2355.98039751607
AUT,1991,Prescribed Burning of Savannas,0,0,0,0
AUT,1991,Field Burning of Agricultural Residues,0,0.03157822428911,0.00081869470379,1.03342662895717
AUT,1991,Liming,44.2385901543338,0,0,44.2385901543338
AUT,1991,Urea Application,11.5751428571429,0,0,11.5751428571429
AUT,1991,Other Carbon-containing Fertilizers,30.820758377425,0,0,30.820758377425
AUT,1991,Other Sources,0,0,0,0
AUT,1992,Total Agriculture,90.3087049416983,192.347505923635,9.40529677213172,7701.77479112783
AUT,1992,Enteric Fermentation,0,170.825288553261,0,4270.63221383152
AUT,1992,Manure Management,0,21.4900408379801,1.83981334565055,1085.51539795337
AUT,1992,Rice cultivation,0,0,0,0
AUT,1992,Agricultural soils,0,0,7.56464922008577,2254.26546758556
AUT,1992,Prescribed Burning of Savannas,0,0,0,0
AUT,1992,Field Burning of Agricultural Residues,0,0.03217653239415,0.0008342063954,1.05300681568295
AUT,1992,Liming,45.6656414496348,0,0,45.6656414496348
AUT,1992,Urea Application,13.6195714285714,0,0,13.6195714285714
AUT,1992,Other Carbon-containing Fertilizers,31.0234920634921,0,0,31.0234920634921
AUT,1992,Other Sources,0,0,0,0
AUT,1993,Total Agriculture,87.8620562895668,197.560914073255,9.25881112461135,7786.01062325512
AUT,1993,Enteric Fermentation,0,175.826695405937,0,4395.66738514843
AUT,1993,Manure Management,0,21.7061568849926,1.83122335169032,1088.35848092853
AUT,1993,Rice cultivation,0,0,0,0
AUT,1993,Agricultural soils,0,0,7.42686024523113,2213.20435307888
AUT,1993,Prescribed Burning of Savannas,0,0,0,0
AUT,1993,Field Burning of Agricultural Residues,0,0.02806178232492,0.0007275276899,0.9183478097132
AUT,1993,Liming,42.5261285999725,0,0,42.5261285999725
AUT,1993,Urea Application,15.5744285714286,0,0,15.5744285714286
AUT,1993,Other Carbon-containing Fertilizers,29.7614991181658,0,0,29.7614991181658
AUT,1993,Other Sources,0,0,0,0
AUT,1994,Total Agriculture,83.2582937891385,196.948874745669,9.19990917864489,7748.55309766704
AUT,1994,Enteric Fermentation,0,175.440734279934,0,4386.01835699835
AUT,1994,Manure Management,0,21.4764964058017,1.82164785003974,1079.76346945688
AUT,1994,Rice cultivation,0,0,0,0
AUT,1994,Agricultural soils,0,0,7.37744092705132,2198.47739626129
AUT,1994,Prescribed Burning of Savannas,0,0,0,0
AUT,1994,Field Burning of Agricultural Residues,0,0.03164405993339,0.00082040155383,1.03558116137609
AUT,1994,Liming,36.8179234187681,0,0,36.8179234187681
AUT,1994,Urea Application,17.9142857142857,0,0,17.9142857142857
AUT,1994,Other Carbon-containing Fertilizers,28.5260846560847,0,0,28.5260846560847
AUT,1994,Other Sources,0,0,0,0
AUT,1995,Total Agriculture,84.220707356912,199.898814149451,9.2417146451064,7835.72202533488
AUT,1995,Enteric Fermentation,0,178.509343508574,0,4462.73358771434
AUT,1995,Manure Management,0,21.357647534629,1.83955775469399,1082.12939926453
AUT,1995,Rice cultivation,0,0,0,0
AUT,1995,Agricultural soils,0,0,7.40133184691709,2205.59689038129
AUT,1995,Prescribed Burning of Savannas,0,0,0,0
AUT,1995,Field Burning of Agricultural Residues,0,0.0318231062481,0.00082504349532,1.04144061780786
AUT,1995,Liming,35.6762823825272,0,0,35.6762823825272
AUT,1995,Urea Application,19.7877855102041,0,0,19.7877855102041
AUT,1995,Other Carbon-containing Fertilizers,28.7566394641807,0,0,28.7566394641807
AUT,1995,Other Sources,0,0,0,0
AUT,1996,Total Agriculture,80.1469549784632,196.365744655977,9.1184100359282,7706.57676208449
AUT,1996,Enteric Fermentation,0,175.414360352723,0,4385.35900881808
AUT,1996,Manure Management,0,20.9215685680465,1.80428258353187,1060.71542409366
AUT,1996,Rice cultivation,0,0,0,0
AUT,1996,Agricultural soils,0,0,7.31335445185392,2179.37962665247
AUT,1996,Prescribed Burning of Savannas,0,0,0,0
AUT,1996,Field Burning of Agricultural Residues,0,0.0298157352071,0.00077300054241,0.97574754181568
AUT,1996,Liming,31.9659490147444,0,0,31.9659490147444
AUT,1996,Urea Application,19.368142244898,0,0,19.368142244898
AUT,1996,Other Carbon-containing Fertilizers,28.8128637188209,0,0,28.8128637188209
AUT,1996,Other Sources,0,0,0,0
AUT,1997,Total Agriculture,89.7133027629295,193.066867053375,9.20850548479432,7660.51961356602
AUT,1997,Enteric Fermentation,0,172.416176911617,0,4310.40442279042
AUT,1997,Manure Management,0,20.6183844775982,1.77810259917305,1045.33418649352
AUT,1997,Rice cultivation,0,0,0,0
AUT,1997,Agricultural soils,0,0,7.42956533136527,2214.01046874685
AUT,1997,Prescribed Burning of Savannas,0,0,0,0
AUT,1997,Field Burning of Agricultural Residues,0,0.03230566416016,0.000837554256,1.057232772292
AUT,1997,Liming,39.9574362684305,0,0,39.9574362684305
AUT,1997,Urea Application,20.1734275510204,0,0,20.1734275510204
AUT,1997,Other Carbon-containing Fertilizers,29.5824389434786,0,0,29.5824389434786
AUT,1997,Other Sources,0,0,0,0
AUT,1998,Total Agriculture,92.4732417197213,192.094264832397,9.20720600258691,7638.57725130056
AUT,1998,Enteric Fermentation,0,171.406799042689,0,4285.16997606723
AUT,1998,Manure Management,0,20.6558160299816,1.77576488755042,1045.57333723957
AUT,1998,Rice cultivation,0,0,0,0
AUT,1998,Agricultural soils,0,0,7.43062056571024,2214.32492858165
AUT,1998,Prescribed Burning of Savannas,0,0,0,0
AUT,1998,Field Burning of Agricultural Residues,0,0.03164975972686,0.00082054932625,1.035767692394
AUT,1998,Liming,41.0990773046713,0,0,41.0990773046713
AUT,1998,Urea Application,21.44857,0,0,21.44857
AUT,1998,Other Carbon-containing Fertilizers,29.92559441505,0,0,29.92559441505
AUT,1998,Other Sources,0,0,0,0
AUT,1999,Total Agriculture,85.8409261125927,190.049869445483,8.98054779728988,7513.29090584205
AUT,1999,Enteric Fermentation,0,170.055726781186,0,4251.39316952965
AUT,1999,Manure Management,0,19.9610610235487,1.72364454534326,1012.67260010101
AUT,1999,Rice cultivation,0,0,0,0
AUT,1999,Agricultural soils,0,0,7.25604557977907,2162.30158277416
AUT,1999,Prescribed Burning of Savannas,0,0,0,0
AUT,1999,Field Burning of Agricultural Residues,0,0.03308164074825,0.00085767216755,1.08262732463615
AUT,1999,Liming,36.5325131597079,0,0,36.5325131597079
AUT,1999,Urea Application,21.5671410204082,0,0,21.5671410204082
AUT,1999,Other Carbon-containing Fertilizers,27.7412719324767,0,0,27.7412719324767
AUT,1999,Other Sources,0,0,0,0
AUT,2000,Total Agriculture,89.3331605398808,186.9936472975,8.74894896754146,7371.36113530473
AUT,2000,Enteric Fermentation,0,167.562209355517,0,4189.05523388792
AUT,2000,Manure Management,0,19.402700935685,1.70206887653759,992.284048600327
AUT,2000,Rice cultivation,0,0,0,0
AUT,2000,Agricultural soils,0,0,7.04613505750726,2099.74824713716
AUT,2000,Prescribed Burning of Savannas,0,0,0,0
AUT,2000,Field Burning of Agricultural Residues,0,0.028737006298,0.00074503349661,0.94044513943978
AUT,2000,Liming,42.6003403190023,0,0,42.6003403190023
AUT,2000,Urea Application,19.359997755102,0,0,19.359997755102
AUT,2000,Other Carbon-containing Fertilizers,27.3728224657764,0,0,27.3728224657764
AUT,2000,Other Sources,0,0,0,0
AUT,2001,Total Agriculture,92.1680473918703,183.990615586843,8.7466173922792,7298.42541996214
AUT,2001,Enteric Fermentation,0,164.766166106235,0,4119.15415265589
AUT,2001,Manure Management,0,19.1914520217131,1.69330637026285,984.391598881157
AUT,2001,Rice cultivation,0,0,0,0
AUT,2001,Agricultural soils,0,0,7.05245553234131,2101.63174863771
AUT,2001,Prescribed Burning of Savannas,0,0,0,0
AUT,2001,Field Burning of Agricultural Residues,0,0.03299745889421,0.00085548967504,1.07987239551717
AUT,2001,Liming,47.856655,0,0,47.856655
AUT,2001,Urea Application,16.4559259183674,0,0,16.4559259183674
AUT,2001,Other Carbon-containing Fertilizers,27.855466473503,0,0,27.855466473503
AUT,2001,Other Sources,0,0,0,0
AUT,2002,Total Agriculture,96.53146069161,180.212346897869,8.66757715420298,7184.77812509083
AUT,2002,Enteric Fermentation,0,161.497992491969,0,4037.44981229922
AUT,2002,Manure Management,0,18.6831552302847,1.64974052642834,958.701557632762
AUT,2002,Rice cultivation,0,0,0,0
AUT,2002,Agricultural soils,0,0,7.01702776025867,2091.07427255708
AUT,2002,Prescribed Burning of Savannas,0,0,0,0
AUT,2002,Field Burning of Agricultural Residues,0,0.03119917561591,0.00080886751597,1.02102191015681
AUT,2002,Liming,50.585095,0,0,50.585095
AUT,2002,Urea Application,16.7742883673469,0,0,16.7742883673469
AUT,2002,Other Carbon-containing Fertilizers,29.172077324263,0,0,29.172077324263
AUT,2002,Other Sources,0,0,0,0
AUT,2003,Total Agriculture,93.9353962223902,178.005367536558,8.33303884470131,7027.31516035733
AUT,2003,Enteric Fermentation,0,159.604254579488,0,3990.1063644872
AUT,2003,Manure Management,0,18.3722124734158,1.6423960266349,948.739327772595
AUT,2003,Rice cultivation,0,0,0,0
AUT,2003,Agricultural soils,0,0,6.68989354626796,1993.58827678785
AUT,2003,Prescribed Burning of Savannas,0,0,0,0
AUT,2003,Field Burning of Agricultural Residues,0,0.02890048365416,0.00074927179845,0.9457950872921
AUT,2003,Liming,50.4104333333333,0,0,50.4104333333333
AUT,2003,Urea Application,19.0997579591837,0,0,19.0997579591837
AUT,2003,Other Carbon-containing Fertilizers,24.4252049298732,0,0,24.4252049298732
AUT,2003,Other Sources,0,0,0,0
AUT,2004,Total Agriculture,90.5686736932057,177.521599949917,8.25877237747818,6989.72284092964
AUT,2004,Enteric Fermentation,0,159.421434843933,0,3985.53587109833
AUT,2004,Manure Management,0,18.0501204323367,1.62819337332921,936.454636060521
AUT,2004,Rice cultivation,0,0,0,0
AUT,2004,Agricultural soils,0,0,6.62928154964699,1975.5259017948
AUT,2004,Prescribed Burning of Savannas,0,0,0,0
AUT,2004,Field Burning of Agricultural Residues,0,0.05004467364763,0.00129745450198,1.63775828278079
AUT,2004,Liming,50.4698516666667,0,0,50.4698516666667
AUT,2004,Urea Application,21.1472732653061,0,0,21.1472732653061
AUT,2004,Other Carbon-containing Fertilizers,18.9515487612329,0,0,18.9515487612329
AUT,2004,Other Sources,0,0,0,0
AUT,2005,Total Agriculture,95.5428647089947,175.353784655548,8.21048219173262,6926.11117423402
AUT,2005,Enteric Fermentation,0,157.3959705286,0,3934.89926321501
AUT,2005,Manure Management,0,17.9311602182624,1.62057609432508,931.210681565433
AUT,2005,Rice cultivation,0,0,0,0
AUT,2005,Agricultural soils,0,0,6.58921507014533,1963.58609090331
AUT,2005,Prescribed Burning of Savannas,0,0,0,0
AUT,2005,Field Burning of Agricultural Residues,0,0.0266539086855,0.00069102726221,0.87227384127608
AUT,2005,Liming,53.6225433333333,0,0,53.6225433333333
AUT,2005,Urea Application,21.8936457142857,0,0,21.8936457142857
AUT,2005,Other Carbon-containing Fertilizers,20.0266756613757,0,0,20.0266756613757
AUT,2005,Other Sources,0,0,0,0
AUT,2006,Total Agriculture,103.039754887041,174.420722779781,8.17540552395092,6899.82867051894
AUT,2006,Enteric Fermentation,0,156.167245273637,0,3904.18113184093
AUT,2006,Manure Management,0,18.2296580878049,1.62487944559005,939.955526980958
AUT,2006,Rice cultivation,0,0,0,0
AUT,2006,Agricultural soils,0,0,6.54990853788541,1951.87274428985
AUT,2006,Prescribed Burning of Savannas,0,0,0,0
AUT,2006,Field Burning of Agricultural Residues,0,0.02381941833867,0.00061754047546,0.77951252015383
AUT,2006,Liming,58.0776166666667,0,0,58.0776166666667
AUT,2006,Urea Application,24.8787067346939,0,0,24.8787067346939
AUT,2006,Other Carbon-containing Fertilizers,20.0834314856807,0,0,20.0834314856807
AUT,2006,Other Sources,0,0,0,0
AUT,2007,Total Agriculture,109.918655364911,175.125987427757,8.25713064381884,6948.69327291684
AUT,2007,Enteric Fermentation,0,156.26571237392,0,3906.642809348
AUT,2007,Manure Management,0,18.8351889445102,1.65837450742532,965.075326825501
AUT,2007,Rice cultivation,0,0,0,0
AUT,2007,Agricultural soils,0,0,6.59810575578136,1966.23551522285
AUT,2007,Prescribed Burning of Savannas,0,0,0,0
AUT,2007,Field Burning of Agricultural Residues,0,0.02508610932629,0.00065038061216,0.82096615558093
AUT,2007,Liming,61.8907666666667,0,0,61.8907666666667
AUT,2007,Urea Application,27.7152206122449,0,0,27.7152206122449
AUT,2007,Other Carbon-containing Fertilizers,20.3126680859998,0,0,20.3126680859998
AUT,2007,Other Sources,0,0,0,0
AUT,2008,Total Agriculture,124.672089564122,174.437768123349,8.64711736328761,7062.45726690757
AUT,2008,Enteric Fermentation,0,155.505752922754,0,3887.64382306884
AUT,2008,Manure Management,0,18.9076933818046,1.64103360902579,961.720350034801
AUT,2008,Rice cultivation,0,0,0,0
AUT,2008,Agricultural soils,0,0,7.00545318858945,2087.62505019966
AUT,2008,Prescribed Burning of Savannas,0,0,0,0
AUT,2008,Field Burning of Agricultural Residues,0,0.02432181879102,0.00063056567237,0.79595404014176
AUT,2008,Liming,71.61605,0,0,71.61605
AUT,2008,Urea Application,26.1762802040816,0,0,26.1762802040816
AUT,2008,Other Carbon-containing Fertilizers,26.8797593600403,0,0,26.8797593600403
AUT,2008,Other Sources,0,0,0,0
AUT,2009,Total Agriculture,126.082992863862,176.740940645324,8.49494783803566,7076.10096473158
AUT,2009,Enteric Fermentation,0,157.136872985459,0,3928.42182463648
AUT,2009,Manure Management,0,19.5816991817324,1.68180884450912,990.721515207028
AUT,2009,Rice cultivation,0,0,0,0
AUT,2009,Agricultural soils,0,0,6.81255907001941,2030.14260286578
AUT,2009,Prescribed Burning of Savannas,0,0,0,0
AUT,2009,Field Burning of Agricultural Residues,0,0.0223684781324,0.00057992350713,0.73202915843474
AUT,2009,Liming,72.1394666666667,0,0,72.1394666666667
AUT,2009,Urea Application,31.4271369387755,0,0,31.4271369387755
AUT,2009,Other Carbon-containing Fertilizers,22.5163892584194,0,0,22.5163892584194
AUT,2009,Other Sources,0,0,0,0
AUT,2010,Total Agriculture,112.34965489376,176.439540014577,8.0585652340509,6924.79059500534
AUT,2010,Enteric Fermentation,0,156.516292067161,0,3912.90730167902
AUT,2010,Manure Management,0,19.9022212380456,1.69030400597602,1001.26612473199
AUT,2010,Rice cultivation,0,0,0,0
AUT,2010,Agricultural soils,0,0,6.36771609116528,1897.57939516725
AUT,2010,Prescribed Burning of Savannas,0,0,0,0
AUT,2010,Field Burning of Agricultural Residues,0,0.02102670937006,0.0005451369096,0.6881185333123
AUT,2010,Liming,68.6104833333333,0,0,68.6104833333333
AUT,2010,Urea Application,28.8459936734694,0,0,28.8459936734694
AUT,2010,Other Carbon-containing Fertilizers,14.8931778869573,0,0,14.8931778869573
AUT,2010,Other Sources,0,0,0,0
AUT,2011,Total Agriculture,125.992467173511,174.756128443798,8.47661153281607,7020.92591504766
AUT,2011,Enteric Fermentation,0,154.462819427083,0,3861.57048567707
AUT,2011,Manure Management,0,20.2797652553821,1.69218367520478,1011.26486659558
AUT,2011,Rice cultivation,0,0,0,0
AUT,2011,Agricultural soils,0,0,6.7840767230582,2021.65486347134
AUT,2011,Prescribed Burning of Savannas,0,0,0,0
AUT,2011,Field Burning of Agricultural Residues,0,0.01354376133369,0.00035113455309,0.44323213016307
AUT,2011,Liming,77.1502416666667,0,0,77.1502416666667
AUT,2011,Urea Application,27.4706599319728,0,0,27.4706599319728
AUT,2011,Other Carbon-containing Fertilizers,21.3715655748719,0,0,21.3715655748719
AUT,2011,Other Sources,0,0,0,0
AUT,2012,Total Agriculture,133.665024764844,173.686842710615,8.36046833694037,6967.25565693845
AUT,2012,Enteric Fermentation,0,153.142845313731,0,3828.57113284328
AUT,2012,Manure Management,0,20.5362464250037,1.6998760235987,1019.9692156575
AUT,2012,Rice cultivation,0,0,0,0
AUT,2012,Agricultural soils,0,0,6.66039136221885,1984.79662594122
AUT,2012,Prescribed Burning of Savannas,0,0,0,0
AUT,2012,Field Burning of Agricultural Residues,0,0.0077509718804,0.00020095112282,0.25365773161036
AUT,2012,Liming,80.839275,0,0,80.839275
AUT,2012,Urea Application,30.6262785714286,0,0,30.6262785714286
AUT,2012,Other Carbon-containing Fertilizers,22.1994711934156,0,0,22.1994711934156
AUT,2012,Other Sources,0,0,0,0
AUT,2013,Total Agriculture,127.209776006971,174.532152642144,8.29077973361299,6961.16595267725
AUT,2013,Enteric Fermentation,0,153.525044850822,0,3838.12612127055
AUT,2013,Manure Management,0,21.0008109123779,1.71244882206729,1035.3300217855
AUT,2013,Rice cultivation,0,0,0,0
AUT,2013,Agricultural soils,0,0,6.57816765912862,1960.29396242033
AUT,2013,Prescribed Burning of Savannas,0,0,0,0
AUT,2013,Field Burning of Agricultural Residues,0,0.00629687894424,0.00016325241708,0.20607119389584
AUT,2013,Liming,75.337625,0,0,75.337625
AUT,2013,Urea Application,30.2756472108844,0,0,30.2756472108844
AUT,2013,Other Carbon-containing Fertilizers,21.5965037960863,0,0,21.5965037960863
AUT,2013,Other Sources,0,0,0,0
AUT,2014,Total Agriculture,132.776492466616,175.684195667123,8.65768659523502,7104.87198952473
AUT,2014,Enteric Fermentation,0,154.150045821874,0,3853.75114554685
AUT,2014,Manure Management,0,21.5258155934729,1.73447470403883,1055.0188516404
AUT,2014,Rice cultivation,0,0,0,0
AUT,2014,Agricultural soils,0,0,6.92299581800199,2063.05275376459
AUT,2014,Prescribed Burning of Savannas,0,0,0,0
AUT,2014,Field Burning of Agricultural Residues,0,0.0083342517764,0.0002160731942,0.2727461062816
AUT,2014,Liming,75.14287,0,0,75.14287
AUT,2014,Urea Application,34.0398748979592,0,0,34.0398748979592
AUT,2014,Other Carbon-containing Fertilizers,23.5937475686571,0,0,23.5937475686571
AUT,2014,Other Sources,0,0,0,0
AUT,2015,Total Agriculture,145.485200589989,176.204976189086,8.66706084005325,7133.39373565301
AUT,2015,Enteric Fermentation,0,154.182572539782,0,3854.56431349454
AUT,2015,Manure Management,0,22.0165350642351,1.75803956805607,1074.30916788659
AUT,2015,Rice cultivation,0,0,0,0
AUT,2015,Agricultural soils,0,0,6.90886912349537,2058.84299880162
AUT,2015,Prescribed Burning of Savannas,0,0,0,0
AUT,2015,Field Burning of Agricultural Residues,0,0.00586858506936,0.00015214850181,0.19205488027338
AUT,2015,Liming,83.4293166666667,0,0,83.4293166666667
AUT,2015,Urea Application,34.9043637755102,0,0,34.9043637755102
AUT,2015,Other Carbon-containing Fertilizers,27.1515201478122,0,0,27.1515201478122
AUT,2015,Other Sources,0,0,0,0
AUT,2016,Total Agriculture,151.606785582011,176.958324069992,8.99010968851509,7254.61757450932
AUT,2016,Enteric Fermentation,0,154.549861355995,0,3863.74653389987
AUT,2016,Manure Management,0,22.402508530166,1.77806601201701,1089.92638483522
AUT,2016,Rice cultivation,0,0,0,0
AUT,2016,Agricultural soils,0,0,7.21188930876912,2149.1430140132
AUT,2016,Prescribed Burning of Savannas,0,0,0,0
AUT,2016,Field Burning of Agricultural Residues,0,0.00595418383163,0.00015436772896,0.19485617902083
AUT,2016,Liming,83.7969916666667,0,0,83.7969916666667
AUT,2016,Urea Application,39.2592357142857,0,0,39.2592357142857
AUT,2016,Other Carbon-containing Fertilizers,28.5505582010582,0,0,28.5505582010582
AUT,2016,Other Sources,0,0,0,0
AUT,2017,Total Agriculture,150.707094902998,177.741629680314,8.74211044287358,7199.39674888717
AUT,2017,Enteric Fermentation,0,154.773718643527,0,3869.34296608816
AUT,2017,Manure Management,0,22.9637766076566,1.81101204838539,1113.77600561026
AUT,2017,Rice cultivation,0,0,0,0
AUT,2017,Agricultural soils,0,0,6.9309912055848,2065.43537926427
AUT,2017,Prescribed Burning of Savannas,0,0,0,0
AUT,2017,Field Burning of Agricultural Residues,0,0.00413442913069,0.00010718890339,0.13530302147747
AUT,2017,Liming,86.0278833333334,0,0,86.0278833333334
AUT,2017,Urea Application,38.3035085714286,0,0,38.3035085714286
AUT,2017,Other Carbon-containing Fertilizers,26.3757029982363,0,0,26.3757029982363
AUT,2017,Other Sources,0,0,0,0
AUT,2018,Total Agriculture,154.825181781305,175.300491339493,8.55458740468095,7086.60451186356
AUT,2018,Enteric Fermentation,0,152.730671351257,0,3818.26678378142
AUT,2018,Manure Management,0,22.5667278199353,1.7894391401095,1097.42105925101
AUT,2018,Rice cultivation,0,0,0,0
AUT,2018,Agricultural soils,0,0,6.76506809724513,2015.99029297905
AUT,2018,Prescribed Burning of Savannas,0,0,0,0
AUT,2018,Field Burning of Agricultural Residues,0,0.00309216830109,8.016732632e-05,0.10119407077061
AUT,2018,Liming,96.5029816666667,0,0,96.5029816666667
AUT,2018,Urea Application,32.0254235714286,0,0,32.0254235714286
AUT,2018,Other Carbon-containing Fertilizers,26.2967765432099,0,0,26.2967765432099
AUT,2018,Other Sources,0,0,0,0
AUT,2019,Total Agriculture,150.776428853616,172.792041902178,8.42361813530629,6980.81568072933
AUT,2019,Enteric Fermentation,0,150.498008174302,0,3762.45020435755
AUT,2019,Manure Management,0,22.2911488143817,1.77441655472297,1086.05485366699
AUT,2019,Rice cultivation,0,0,0,0
AUT,2019,Agricultural soils,0,0,6.64912678652978,1981.43978238587
AUT,2019,Prescribed Burning of Savannas,0,0,0,0
AUT,2019,Field Burning of Agricultural Residues,0,0.00288491349385,7.479405354e-05,0.09441146530117
AUT,2019,Liming,99.396165,0,0,99.396165
AUT,2019,Urea Application,26.7685864285714,0,0,26.7685864285714
AUT,2019,Other Carbon-containing Fertilizers,24.6116774250441,0,0,24.6116774250441
AUT,2019,Other Sources,0,0,0,0
AUT,2020,Total Agriculture,148.944718253086,171.51825925213,8.47547191684461,6962.59183077602
AUT,2020,Enteric Fermentation,0,149.360120792204,0,3734.0030198051
AUT,2020,Manure Management,0,22.1580630848788,1.76851875527879,1080.97016619505
AUT,2020,Rice cultivation,0,0,0,0
AUT,2020,Agricultural soils,0,0,6.70695120739793,1998.67145980458
AUT,2020,Prescribed Burning of Savannas,0,0,0,0
AUT,2020,Field Burning of Agricultural Residues,0,7.537504702e-05,1.95416789e-06,0.00246671820672
AUT,2020,Liming,98.9402718333334,0,0,98.9402718333334
AUT,2020,Urea Application,24.5388314285714,0,0,24.5388314285714
AUT,2020,Other Carbon-containing Fertilizers,25.4656149911817,0,0,25.4656149911817
AUT,2020,Other Sources,0,0,0,0
AUT,2021,Total Agriculture,149.288542653439,171.950252505951,8.51799173725536,6986.40639300432
AUT,2021,Enteric Fermentation,0,149.709389154464,0,3742.7347288616
AUT,2021,Manure Management,0,22.2408633514874,1.77903554962594,1086.17417757571
AUT,2021,Rice cultivation,0,0,0,0
AUT,2021,Agricultural soils,0,0,6.73895618762942,2008.20894391357
AUT,2021,Prescribed Burning of Savannas,0,0,0,0
AUT,2021,Field Burning of Agricultural Residues,0,0,0,0
AUT,2021,Liming,99.1074168333333,0,0,99.1074168333333
AUT,2021,Urea Application,23.1193914285714,0,0,23.1193914285714
AUT,2021,Other Carbon-containing Fertilizers,27.0617343915344,0,0,27.0617343915344
AUT,2021,Other Sources,0,0,0,0
BEL,1990,Total Agriculture,178.74107060362,239.385690408058,17.9420839528825,11510.1243487641
BEL,1990,Enteric Fermentation,0,190.238069427929,0,4755.95173569822
BEL,1990,Manure Management,0,49.1476209801288,3.05698576887601,2139.67228362827
BEL,1990,Rice cultivation,0,0,0,0
BEL,1990,Agricultural soils,0,0,14.8850981840065,4435.75925883395
BEL,1990,Prescribed Burning of Savannas,0,0,0,0
BEL,1990,Field Burning of Agricultural Residues,0,0,0,0
BEL,1990,Liming,161.716489475534,0,0,161.716489475534
BEL,1990,Urea Application,17.0245811280858,0,0,17.0245811280858
BEL,1990,Other Carbon-containing Fertilizers,0,0,0,0
BEL,1990,Other Sources,0,0,0,0
BEL,1991,Total Agriculture,178.367823428705,237.276421810044,17.7477776676169,11399.1161136296
BEL,1991,Enteric Fermentation,0,189.579471755959,0,4739.48679389896
BEL,1991,Manure Management,0,47.6969500540853,3.03330536517551,2096.34875017443
BEL,1991,Rice cultivation,0,0,0,0
BEL,1991,Agricultural soils,0,0,14.7144723024414,4384.91274612753
BEL,1991,Prescribed Burning of Savannas,0,0,0,0
BEL,1991,Field Burning of Agricultural Residues,0,0,0,0
BEL,1991,Liming,160.748869149996,0,0,160.748869149996
BEL,1991,Urea Application,17.6189542787092,0,0,17.6189542787092
BEL,1991,Other Carbon-containing Fertilizers,0,0,0,0
BEL,1991,Other Sources,0,0,0,0
BEL,1992,Total Agriculture,176.874112874296,236.242509565457,17.8424791104738,11399.9956269319
BEL,1992,Enteric Fermentation,0,187.807954865738,0,4695.19887164345
BEL,1992,Manure Management,0,48.434554699719,3.01018062235996,2107.89769295624
BEL,1992,Rice cultivation,0,0,0,0
BEL,1992,Agricultural soils,0,0,14.8322984881138,4420.02494945792
BEL,1992,Prescribed Burning of Savannas,0,0,0,0
BEL,1992,Field Burning of Agricultural Residues,0,0,0,0
BEL,1992,Liming,159.814693316125,0,0,159.814693316125
BEL,1992,Urea Application,17.0594195581708,0,0,17.0594195581708
BEL,1992,Other Carbon-containing Fertilizers,0,0,0,0
BEL,1992,Other Sources,0,0,0,0
BEL,1993,Total Agriculture,175.363969683399,239.985170461427,17.976023595503,11531.848262679
BEL,1993,Enteric Fermentation,0,190.629797380597,0,4765.74493451493
BEL,1993,Manure Management,0,49.35537308083,3.06520827430421,2147.3163927634
BEL,1993,Rice cultivation,0,0,0,0
BEL,1993,Agricultural soils,0,0,14.9108153211988,4443.42296571723
BEL,1993,Prescribed Burning of Savannas,0,0,0,0
BEL,1993,Field Burning of Agricultural Residues,0,0,0,0
BEL,1993,Liming,158.84653431142,0,0,158.84653431142
BEL,1993,Urea Application,16.517435371979,0,0,16.517435371979
BEL,1993,Other Carbon-containing Fertilizers,0,0,0,0
BEL,1993,Other Sources,0,0,0,0
BEL,1994,Total Agriculture,180.354606489825,239.831647592195,17.5572123438239,11408.1950747542
BEL,1994,Enteric Fermentation,0,190.512162430558,0,4762.80406076394
BEL,1994,Manure Management,0,49.3194851616371,3.04146349119259,2139.34324941632
BEL,1994,Rice cultivation,0,0,0,0
BEL,1994,Agricultural soils,0,0,14.5157488526313,4325.69315808414
BEL,1994,Prescribed Burning of Savannas,0,0,0,0
BEL,1994,Field Burning of Agricultural Residues,0,0,0,0
BEL,1994,Liming,157.876052977549,0,0,157.876052977549
BEL,1994,Urea Application,22.4785535122766,0,0,22.4785535122766
BEL,1994,Other Carbon-containing Fertilizers,0,0,0,0
BEL,1994,Other Sources,0,0,0,0
