Cattle Type,Population,kg,VS,B0,IEF,CH4.kt,Type.A,Country,Year,Nitrogen excretion rate,Typical animal mass,Anarobic.Lagoon,Liquid.System,Daily.Spread,Solid.Storage,Pasture,Composting,Digester,Burned,Other,Total.N,Total.N.Vol,Total.N.Leaching,Direct.IEF,Indirect.IEF.Atmos,Indirect.IEF.Leaching,Direct.N2O,Indirect.N2O.Atmos,Indirect.N2O.Leaching,N2O.Vol.IEF,N2O.Runoff.IEF
dairy cattle,2667.8156846666666,480.2125072374906,4.08425542801077,0.24,23.60507401721134,62.97398670083401,Dairy Cattle,GBR,1993,86.8527331744216,480.212507237491,,100192351.190431,16341884.3530538,19751484.2340952,95405033.2607695,,16330.7539067961,,,231707083.792256,,,0.39686179289968,,,1.05875411574271,,,0.0039002610246572,7.79977669282926e-05
non-dairy cattle,9092.093641041667,376.4603457375228,1.84684926456417,0.18,6.60149278143574,60.02139053947434,Non-Dairy Cattle,GBR,1993,40.5769798102238,376.460345737523,,67942095.4488832,47411041.9032147,76712725.4469092,176858179.654479,,5657.66243445735,,,368929700.11592,,,0.54736495147003,,,4.97669339458971,,,0.0039002610246572,7.79977669282926e-05
dairy cattle,2715.9680083333333,477.1787876517196,4.10962721772836,0.24,23.94263077067958,65.027419208503,Dairy Cattle,GBR,1994,86.4055757590709,477.17878765172,,102749819.773486,16378930.1974183,19690314.0611922,95827946.1740762,,27769.2630991723,,,234674779.469272,,,0.38764671337024,,,1.05283607204914,,,0.00390285928781126,7.78683170450698e-05
non-dairy cattle,9139.9028407,381.17711399468266,1.86287131448667,0.18,6.69166404184696,61.16115918508709,Non-Dairy Cattle,GBR,1994,40.9642434397965,381.177113994683,,69960567.3998672,47491795.1074452,77857450.2903912,179080572.908875,,18819.2724704396,,,374409204.979049,,,0.54880390288194,,,5.01601435093786,,,0.00390285928781126,7.78683170450698e-05
dairy cattle,2602.7518891666664,480.4264051507534,4.14869869744039,0.24,24.37214065028885,63.434635120575,Dairy Cattle,GBR,1995,87.4880334345268,480.426405150753,,101253261.580228,15728510.7658684,18874348.201316,91826215.1224799,,27308.6237189302,,,227709644.293612,,,0.38466885646747,,,1.00119759287429,,,0.00388880534461613,7.73285084288204e-05
non-dairy cattle,9156.839759366667,383.88922397555757,1.87620200067488,0.18,6.78573815923754,62.13591697315791,Non-Dairy Cattle,GBR,1995,41.2099615885982,383.889223975558,,71754370.1972929,47403751.8246498,78593163.621294,179582489.931499,,19239.1897846777,,,377353014.764521,,,0.55007563405501,,,5.03695443657372,,,0.00388880534461613,7.73285084288204e-05
dairy cattle,2587.4070933333333,493.8851039704099,4.24677842901957,0.24,25.16735883821777,65.11820277847,Dairy Cattle,GBR,1996,89.8199009946413,493.88510397041,,104985876.794603,15845691.9815492,19036653.0352487,92505059.2523461,,27367.9171357928,,,232400648.980882,,,0.38568198381436,,,0.99791630069214,,,0.00387906597127179,7.78942483308012e-05
non-dairy cattle,9330.430301066666,396.92163193666676,1.91905361069273,0.18,7.01138746200186,65.41926202798102,Non-Dairy Cattle,GBR,1996,42.2129751327156,396.921631936667,,77129005.1226688,48969024.4327992,82270568.7297093,185476904.640957,,19719.3255925403,,,393865222.251727,,,0.56003084875171,,,5.225328800725,,,0.00387906597127179,7.78942483308012e-05
dairy cattle,2478.412005166667,495.6983561270088,4.32261903649792,0.24,25.79985068886072,63.9426596787799,Dairy Cattle,GBR,1997,92.152734150634,495.698356127009,,104610505.049446,15622029.9750607,18662903.4114337,89467829.7112692,,29174.4883334808,,,228392442.635543,,,0.3926450451733,,,0.97313619372671,,,0.00383288561034644,7.97072974071524e-05
non-dairy cattle,9071.903249874998,397.8949491191276,1.94497543935645,0.18,7.05207315156643,63.97572534205176,Non-Dairy Cattle,GBR,1997,42.7297821642947,397.894949119128,,75198683.5922502,47231339.0492348,79821330.775052,185367369.153863,,21727.1091777458,,,387640449.679578,,,0.55662405966297,,,5.04963961581514,,,0.00383288561034644,7.97072974071524e-05
dairy cattle,2439.2219987500002,500.11301061602825,4.35850871625628,0.24,26.21948456194928,63.95514353939269,Dairy Cattle,GBR,1998,91.8311731745199,500.113010616028,,103745760.06711,15320698.330887,18090314.3456917,86810926.359172,,28918.6506545891,,,223996617.753516,,,0.38777478684047,,,0.94586879062186,,,0.00383603483781117,8.03992508045281e-05
non-dairy cattle,8990.465644883332,399.56201170816684,1.9569975751723,0.18,7.083638114251,63.68520510695981,Non-Dairy Cattle,GBR,1998,42.9350743209606,399.562011708167,,75151165.6648177,46810998.85828,78701000.5998047,185321600.300667,,21545.2272193226,,,386006310.650789,,,0.55492930557932,,,4.98907285714986,,,0.00383603483781117,8.03992508045281e-05
dairy cattle,2440.3059969166666,504.553399125225,4.47274363146205,0.24,27.11240003213846,66.16255238923111,Dairy Cattle,GBR,1999,93.0998181966386,504.553399125225,,106314113.187233,15588993.0764566,18286499.4000158,86973266.6917389,,29172.2991818075,,,227192044.654626,,,0.39073865539202,,,0.95352188398029,,,0.00380238125734544,8.18124497953447e-05
non-dairy cattle,8896.242732716666,399.61754207238505,1.95389850295889,0.18,7.07156301558424,62.91034108633922,Non-Dairy Cattle,GBR,1999,42.8712334647787,399.617542072385,,73957636.1063882,46217969.074439,77976461.3706662,183219664.605905,,21167.9890817349,,,381392899.14648,,,0.55543599636046,,,4.941293446111,,,0.00380238125734544,8.18124497953447e-05
dairy cattle,2335.811841333333,508.98639024809165,4.4697220400063,0.24,27.31199181661897,63.79567389565769,Dairy Cattle,GBR,2000,93.4720827759434,508.986390248092,,103632035.918226,15018820.8580555,17435842.9786161,82217653.4783106,,28844.5645085553,,,218333197.797717,,,0.38963426483178,,,0.91011232958329,,,0.0037522351349689,8.06166367810453e-05
non-dairy cattle,8712.618621233332,404.13781783936855,1.96806388711434,0.18,7.12630502841652,62.08877789117054,Non-Dairy Cattle,GBR,2000,43.2269294588989,404.137817839369,,72697771.8877163,45854824.5942005,77662961.0704813,180382742.402403,,21450.6136850922,,,376619750.568486,,,0.56248998364894,,,4.900760705797,,,0.0037522351349689,8.06166367810453e-05
dairy cattle,2251.1796045,513.3665548343319,4.60431513701475,0.24,28.50950198468405,64.180009402373,Dairy Cattle,GBR,2001,96.5146756735756,513.366554834332,,105317677.92957,15005521.2831307,17380179.305461,79538576.4624738,,29914.4113495729,,,217271869.391985,,,0.40021401899141,,,0.90095363698843,,,0.00372775592325562,7.95326697723184e-05
non-dairy cattle,8257.176507183332,412.23072239551885,1.9815557843808,0.18,7.24191711768451,59.79778789111337,Non-Dairy Cattle,GBR,2001,43.5835227245962,412.230722395519,,71170892.1831958,44281131.861359,74600945.0490741,169802665.192177,,21205.6389040958,,,359876839.92471,,,0.57107882623399,,,4.71549866772914,,,0.00372775592325562,7.95326697723184e-05
dairy cattle,2227.1873766666668,517.8322075677712,4.66736894095002,0.24,29.27102527191479,65.1920579876996,Dairy Cattle,GBR,2002,97.4330019403575,517.832207567771,,107128340.729186,15205619.9546346,17443852.0239264,77192966.8442341,,30772.4416232851,,,217001551.993604,,,0.40598047495863,,,0.904194589001,,,0.00372034372159894,7.84622351806014e-05
non-dairy cattle,8019.134339366667,416.65641541061535,1.99536636499055,0.18,7.29612867538985,58.50863600525654,Non-Dairy Cattle,GBR,2002,43.9164096150835,416.656415410615,,70852535.0608807,43362874.4443724,71919279.9123045,166016214.243653,,20684.7480040512,,,352171588.409214,,,0.5700020377205,,,4.57092291419343,,,0.00372034372159894,7.84622351806014e-05
dairy cattle,2190.9530008333336,522.3214555105886,4.70050371760282,0.24,29.85403654490166,65.4087909550403,Dairy Cattle,GBR,2003,98.6353110064122,522.321455510589,,108804245.319993,15436459.9919976,17568708.316005,74265645.02695,,30271.9685443631,,,216105330.62349,,,0.41514219271551,,,0.90955703290257,,,0.00368115826174372,7.78350577469163e-05
non-dairy cattle,8229.107378191668,419.0783062466826,2.00964615045349,0.18,7.38162631776873,60.74419559460448,Non-Dairy Cattle,GBR,2003,44.1981555773919,419.078306246683,,72540308.1153135,45086321.8097468,76016786.5540239,170047035.666178,,20916.0074774944,,,363711368.152739,,,0.58166731473793,,,4.78660279136286,,,0.00368115826174372,7.78350577469163e-05
dairy cattle,2128.8036263333333,526.7785781367802,4.78334805267328,0.24,30.78163504025331,65.52805629816045,Dairy Cattle,GBR,2004,100.486066330853,526.77857813678,,109766067.679019,15470016.0734461,17507274.9881901,71142024.6103825,,29719.078858631,,,213915102.429896,,,0.42463670591918,,,0.903968159435,,,0.00367150265064693,7.84530834092857e-05
non-dairy cattle,8374.04286615,421.26802171811573,2.01726775355813,0.18,7.4212994113861,62.14627939348093,Non-Dairy Cattle,GBR,2004,44.3483336848226,421.268021718116,,73841144.697811,46053359.1171752,78183390.3194993,173275544.029863,,21409.1774005059,,,371374847.341749,,,0.58620612076034,,,4.90891518364657,,,0.00367150265064693,7.84530834092857e-05
dairy cattle,2003.4975189166664,530.7199085799646,4.88617311925085,0.24,31.81417096376828,63.7396125923004,Dairy Cattle,GBR,2005,102.446782759235,530.719908579965,,107353866.90021,14836254.0990701,16595608.3516727,66433389.6220038,,32756.0867618788,,,205251875.059719,,,0.42729971539181,,,0.85609391962129,,,0.00367337945166415,7.77239050091236e-05
non-dairy cattle,8694.834167816667,432.0355624132513,2.00318624765698,0.18,7.34911715175525,63.89935491436905,Non-Dairy Cattle,GBR,2005,44.6853532793109,432.035562413251,,78159122.1956625,47762820.237708,80546949.6607785,182036635.80529,,26208.6061346366,,,388531736.505574,,,0.58258636385826,,,5.06549182217886,,,0.00367337945166415,7.77239050091236e-05
dairy cattle,1980.19053425,538.9124536904493,4.90683322612325,0.24,32.58729538360099,64.5290538554154,Dairy Cattle,GBR,2006,103.168640526808,538.912453690449,,109853141.224973,15111288.3455842,16782683.6614584,62497748.5984416,,48703.5314565477,,,204293565.361914,,,0.43694309991213,,,0.86523059045186,,,0.00366524692192689,7.72312055420667e-05
non-dairy cattle,8530.076862025,427.55782487247785,1.99198668354092,0.18,7.21809884084848,61.57093791013111,Non-Dairy Cattle,GBR,2006,44.4871812116439,427.557824872478,,74736032.0821715,46308480.5765825,77555913.2635052,180824709.13712,,53940.0518936209,,,379479075.111273,,,0.57387941227458,,,4.89523549623586,,,0.00366524692192689,7.72312055420667e-05
dairy cattle,1957.4659502499999,549.5069371774073,4.93150780130268,0.24,33.4672136436788,65.51093115724349,Dairy Cattle,GBR,2007,102.897758351865,549.506937177407,,111543527.30805,15247088.5888838,16789966.9548045,57788714.1651316,,49561.2990832212,,,201418858.315953,,,0.44283740674577,,,0.86683914520186,,,0.00361899282891773,7.67656729863777e-05
non-dairy cattle,8303.986195141668,440.43817205221245,2.04306751196154,0.18,7.40537658748388,61.49414495229148,Non-Dairy Cattle,GBR,2007,45.6590772216645,440.438172052212,,74584219.32145,46299613.6476301,77886789.5224437,180327468.961422,,54255.4885402258,,,379152346.941486,,,0.58785432751197,,,4.88153422041371,,,0.00361899282891773,7.67656729863777e-05
dairy cattle,1904.74289625,536.5311128332887,4.94282856129456,0.24,34.17229362604098,65.08943353277071,Dairy Cattle,GBR,2008,101.094204643323,536.531112833289,,109194787.799215,14763783.1975109,16099496.3269662,52413511.6917723,,86889.0969736134,,,192558468.112438,,,0.43795439702194,,,0.834190526609,,,0.00360815067125134,7.71892809739216e-05
non-dairy cattle,8131.725298416666,432.3563877869822,2.01246337309655,0.18,7.26039688097574,59.03955299357585,Non-Dairy Cattle,GBR,2008,44.9836478780193,432.356387786982,,71220728.6752071,44680309.279852,74816335.9554522,174976320.655811,,100972.904624882,,,365794667.470947,,,0.57922451507278,,,4.71009464268043,,,0.00360815067125134,7.71892809739216e-05
dairy cattle,1852.5288544999999,539.7097391973101,4.96119536196845,0.24,34.8515252733193,64.56345619216,Dairy Cattle,GBR,2009,101.791739545978,539.70973919731,,109462792.451476,14794648.1227545,16027275.896798,48200073.3661289,,87344.8490260899,,,188572134.686183,,,0.44681250960864,,,0.82773306660157,,,0.00359480202119217,7.7325401567778e-05
non-dairy cattle,8107.430795308333,435.12424570471296,2.02262182610348,0.18,7.30388964353175,59.21577982150291,Non-Dairy Cattle,GBR,2009,45.1887994670711,435.124245704713,,71321461.2843645,44743453.2572428,75253287.1349666,174944925.084008,,101937.628085393,,,366365064.388667,,,0.58284409004616,,,4.72536812450371,,,0.00359480202119217,7.7325401567778e-05
dairy cattle,1839.3517090833332,546.2571865830012,5.07182302478187,0.24,36.11703337592792,66.4319270670328,Dairy Cattle,GBR,2010,104.546294609758,546.257186583001,,113965784.693943,15284864.7595082,16467180.9992086,46386186.3160618,,193388.920257621,,,192297405.688979,,,0.46031174426378,,,0.84667519352271,,,0.00356898872672902,7.64990527770926e-05
non-dairy cattle,8174.825789841666,440.3123182443105,2.04567287304038,0.18,7.4129169015232,60.599304264525,Non-Dairy Cattle,GBR,2010,45.6807122649947,440.312318244311,,73024142.8689336,45724924.7980976,77265181.740279,177214566.26395,,203049.05293053,,,373431864.724191,,,0.59143184417121,,,4.83485229266443,,,0.00356898872672902,7.64990527770926e-05
dairy cattle,1804.8216626666665,545.9759044835306,5.13663828744535,0.24,37.03300791547294,66.8379749195517,Dairy Cattle,GBR,2011,106.681320315237,545.975904483531,,116150143.497688,15469599.0482496,16771513.2493458,43874290.025442,,275212.123288661,,,192540757.944014,,,0.47600907937824,,,0.85911149808786,,,0.00355693437048392,7.61386189341196e-05
non-dairy cattle,8033.906302866667,433.4016666771964,2.03360761273264,0.18,7.3399183050682,58.96821593361381,Non-Dairy Cattle,GBR,2011,45.3399416459597,433.401666677196,,70683005.0847839,44419264.7300667,74892302.0529569,173996909.597044,,265361.490992136,,,364256842.955844,,,0.5847340534096,,,4.69769859718814,,,0.00355693437048392,7.61386189341196e-05
dairy cattle,1800.2498478333334,534.7503216732781,5.05484975057914,0.24,36.80431583361202,66.25696397907,Dairy Cattle,GBR,2012,105.944156074546,534.750321673278,,116700903.728223,15528651.6453955,16850117.656877,41173556.6102204,,472721.203601419,,,190725950.844317,,,0.48117419091782,,,0.86623376398114,,,0.00354539459217584,7.56401874888231e-05
non-dairy cattle,8006.163673941665,429.6686602089704,2.02219832938466,0.18,7.27289896119195,58.2280194673431,Non-Dairy Cattle,GBR,2012,45.0878043924342,429.66866020897,,69774078.7799825,44149348.7085411,73872557.9277549,172644683.623673,,539672.622992563,,,360980341.662944,,,0.5815105574857,,,4.65566870135557,,,0.00354539459217584,7.56401874888231e-05
dairy cattle,1798.9994159166667,537.2090476782755,5.0815619772064,0.24,37.13494019507206,66.80573572103499,Dairy Cattle,GBR,2013,107.461862064685,537.209047678276,,118909954.716975,15857700.9322409,17305043.4069706,40605194.8833056,,645933.113727178,,,193323827.05322,,,0.4923840195276,,,0.88579856353686,,,0.00354288427599265,7.51016262569824e-05
non-dairy cattle,7938.823322075001,425.77238777820537,1.99516043914148,0.18,7.19238313637902,57.09905898438469,Non-Dairy Cattle,GBR,2013,44.5043016638495,425.772387778205,,68684338.5675843,43126784.3481002,72246119.2614295,168526579.417315,,727966.383338613,,,353311787.977768,,,0.57617598422814,,,4.57415934120986,,,0.00354288427599265,7.51016262569824e-05
dairy cattle,1849.9789105833333,563.2566867396736,5.26241767204458,0.24,38.33389075263597,70.916889452982,Dairy Cattle,GBR,2014,112.192002408597,563.256686739674,,127480269.984996,16778991.7139058,18434207.99743,43505993.8711216,,1353374.81805944,,,207552838.385513,,,0.50820625648344,,,0.94017085672086,,,0.00352569661630012,7.34668336974552e-05
non-dairy cattle,7852.730989725001,436.39391001642065,2.04212995637042,0.18,7.2683946603961,57.0767479952442,Non-Dairy Cattle,GBR,2014,45.6797644706068,436.393910016421,,68177185.7230932,42851229.9051521,72736215.5234209,173429619.96207,,1516650.94804101,,,358710902.061777,,,0.58315108122568,,,4.57932856723257,,,0.00352569661630012,7.34668336974552e-05
dairy cattle,1905.5420534999998,546.5042324975753,5.16460330850845,0.24,37.58934914981923,71.628085568675,Dairy Cattle,GBR,2015,111.058656376801,546.504232497575,,130050924.273146,17111008.5195123,18821534.4835932,43800473.1556367,,1842999.70538673,,,211626940.137275,,,0.50567395569713,,,0.96358298794057,,,0.00352141356462375,7.22272659952566e-05
non-dairy cattle,7879.34738235,434.02749527744635,2.04214709392919,0.18,7.20975435009904,56.80815906583937,Non-Dairy Cattle,GBR,2015,45.7431740985322,434.027495277446,,67443046.8648731,43043650.1317268,72745667.9284206,175171941.663959,,2022052.48263258,,,360426359.071613,,,0.5825772530855,,,4.59032855411586,,,0.00352141356462375,7.22272659952566e-05
dairy cattle,1909.5923655000001,539.3504495269833,5.01916210567635,0.24,36.39104979859115,69.49207086791998,Dairy Cattle,GBR,2016,108.600593885783,539.350449526983,,127039576.261205,16671682.6780893,18312717.0438555,42494986.6345632,,2863902.3208861,,,207382864.938599,,,0.4964403848785,,,0.94799876888986,,,0.00350563366433008,7.09312091772937e-05
non-dairy cattle,7976.874983308334,428.7578625607782,2.02053762634475,0.18,7.12576976631861,56.84137458576178,Non-Dairy Cattle,GBR,2016,45.2592998880348,428.757862560778,,67594158.5291992,43183060.4872465,72576981.3209721,174716561.323364,,2957015.38210183,,,361027777.042883,,,0.57959590476946,,,4.62336407318343,,,0.00350563366433008,7.09312091772937e-05
dairy cattle,1901.0515744166667,537.195686392112,5.1107138403769,0.24,36.95995743233846,70.26278526712001,Dairy Cattle,GBR,2017,112.06203077021,537.195686392112,,130375773.531494,17023370.0893268,18799613.8780287,43355854.2118534,,3481088.27064004,,,213035699.981343,,,0.51016934906169,,,0.96985824425286,,,0.00348612077336344,7.06728400254659e-05
non-dairy cattle,7937.444281224999,424.00685938548366,1.99266230686913,0.18,7.00798198646345,55.62546654138208,Non-Dairy Cattle,GBR,2017,44.7482961426851,424.006859385484,,66642224.2397366,41812370.653291,70621314.905554,172562598.744071,,3548598.75681147,,,355187107.299464,,,0.56813968303883,,,4.50957707807357,,,0.00348612077336344,7.06728400254659e-05
dairy cattle,1887.80353,534.9958526826732,5.10981633950226,0.24,36.95577402385724,69.76524065612,Dairy Cattle,GBR,2018,113.061967429357,534.995852682673,,130779721.003759,17064495.3529358,18854803.1670076,43053435.5137771,,3686326.23151535,,,213438781.268995,,,0.51569009510714,,,0.97352158192929,,,0.00347279417082163,7.08803953016283e-05
non-dairy cattle,7847.659941883331,417.39940330450395,1.9576280340679,0.18,6.89436220948029,54.10461013617269,Non-Dairy Cattle,GBR,2018,43.9278718666443,417.399403304504,,64883738.9102615,40697864.5525585,68405906.2796913,167162121.805258,,3581368.83394575,,,344731000.381715,,,0.56082858424463,,,4.40119201483971,,,0.00347279417082163,7.08803953016283e-05
dairy cattle,1874.7201354166666,552.6391605191161,5.2161537178728,0.24,37.7232003691111,70.72044330433,Dairy Cattle,GBR,2019,116.085992125202,552.639160519116,,133472049.746503,17325126.9838698,19192361.4799978,43819442.519354,,3819766.14721192,,,217628746.876937,,,0.52632786301558,,,0.98671744262614,,,0.00347465162721852,7.02702381394223e-05
non-dairy cattle,7699.39238385,422.19909595384013,1.97507680997358,0.18,6.93336480243086,53.38269615428979,Non-Dairy Cattle,GBR,2019,44.4715103903897,422.19909595384,,64022285.7947385,40221864.4371596,67980599.0283877,166580538.088981,,3598321.06270732,,,342403608.411974,,,0.56542957200678,,,4.35346414031257,,,0.00347465162721852,7.02702381394223e-05
dairy cattle,1852.55744775,557.9090677675204,5.27744256733407,0.24,38.16106797614962,70.69557069331,Dairy Cattle,GBR,2020,118.157924360416,557.90906776752,,134353021.981558,17342264.2796946,19267484.8191043,43983116.17654,,3948455.53810971,,,218894342.795007,,,0.53339181804382,,,0.988138985086,,,0.00347214633282091,6.95353850000293e-05
non-dairy cattle,7576.552677149999,420.8638616572157,1.97871231122613,0.18,6.93319008408639,52.5296798927746,Non-Dairy Cattle,GBR,2020,44.5320130293532,420.863861657216,,62788440.7826548,39909030.6892662,67028675.8182827,164054238.348683,,3618756.91301797,,,337399142.551904,,,0.56728462774366,,,4.29806186503729,,,0.00347214633282091,6.95353850000293e-05
dairy cattle,1856.0482031666666,556.6134100416796,5.299639346826,0.24,38.26354872132205,71.01899085099,Dairy Cattle,GBR,2021,118.716633673855,556.61341004168,,135058800.138224,17304909.9920037,19227936.5371089,44687896.4338216,,4064251.51723931,,,220343794.618398,,,0.53208691448626,,,0.98757896156071,,,0.00347101036713942,6.93365415132923e-05
non-dairy cattle,7588.748176749999,417.74446795021845,1.97293458002427,0.18,6.89926411804791,52.35677799675279,Non-Dairy Cattle,GBR,2021,44.4219768637347,417.744467950218,,62885081.3617809,39904852.7108917,66550490.7546524,164144440.127645,,3622330.95490991,,,337107195.90988,,,0.56360056777309,,,4.27702278110329,,,0.00347101036713942,6.93365415132923e-05
dairy cattle,210.008,552.9742213270482,5.52933069749931,0.24,15.55654915173917,3.26699977425844,Dairy Cattle,GRC,1990,117.402432888083,552.974221327048,,5217093.24665327,,17465920.8692305,1972436.01007685,,,,,24655450.1259606,,,0.84865187201959,,,0.17822368233909,,,0.00302070615773924,0.000219721619086466
non-dairy cattle,486.507,375.40596538179307,2.6194787784703,0.17,3.34325766059977,1.62651825468541,Non-Dairy Cattle,GRC,1990,47.9581120775241,375.405965381793,,,699958.716975,14932452.6288,7699545.886725,,,,,23331957.2325,,,0.24116079216126,,,0.117326413512,,,0.00302070615773924,0.000219721619086466
dairy cattle,213.55,552.4449770813577,5.53264046013018,0.24,15.56586103555743,3.32408962414329,Dairy Cattle,GRC,1991,117.371456797315,552.444977081358,,5303685.14516251,,17755815.4859788,2005173.96792533,,,,,25064674.5990667,,,0.84842795913486,,,0.18118179067325,,,0.00302078240080664,0.000220212260572063
non-dairy cattle,471.42,389.56762547197826,2.68205069794122,0.17,3.42311860500938,1.61372657277352,Non-Dairy Cattle,GRC,1991,49.7672641540452,389.567625471978,,,703838.510025,15015221.5472,7742223.610275,,,,,23461283.6675,,,0.2502582426032,,,0.117976740728,,,0.00302078240080664,0.000220212260572063
dairy cattle,202.514,558.0566132223369,5.49280939130593,0.24,15.4537979281345,3.12961043361823,Dairy Cattle,GRC,1992,117.753356268424,558.056613222337,,5045962.39528831,,16893004.5407478,1907736.25530749,,,,,23846703.1913436,,,0.85118854674032,,,0.17237759735457,,,0.00301915242875203,0.000215747613862249
non-dairy cattle,446.266,380.87069147100607,2.64727528563101,0.17,3.37873452197644,1.50781434018434,Non-Dairy Cattle,GRC,1992,48.656230835421,380.870691471006,,,651408.6453,13896717.7664,7165495.0983,,,,,21713621.51,,,0.24467133220097,,,0.109188496736,,,0.00301915242875203,0.000215747613862249
dairy cattle,218.864,557.5803553249117,5.4965873100242,0.24,15.46442695024353,3.3846063400381,Dairy Cattle,GRC,1993,117.790081099668,557.580355324912,,5455049.75835321,,18262557.8866608,2062400.66478382,,,,,25780008.3097978,,,0.85145401480618,,,0.18635263149654,,,0.00300848830820857,0.000218771359910716
non-dairy cattle,389.528,376.9782660039843,2.64541239857605,0.17,3.37635690721258,1.3151855533527,Non-Dairy Cattle,GRC,1993,48.158973482009,376.978266003984,,,562778.058675,12005931.9184,6190558.645425,,,,,18759268.6225,,,0.24217083808096,,,0.094332322216,,,0.00300848830820857,0.000218771359910716
dairy cattle,168.408,571.0753740790335,5.36330444139339,0.24,15.089440969051,2.54118257471594,Dairy Cattle,GRC,1994,118.139106225178,571.075374079034,,4209902.73920754,,14094022.2138687,1591645.64809359,,,,,19895570.6011699,,,0.85397696785628,,,0.14381655320274,,,0.00300614734812728,0.000200687092664644
non-dairy cattle,370.904,381.4981504648103,2.68324637927124,0.17,3.42464466080304,1.27021440327049,Non-Dairy Cattle,GRC,1994,48.7363887218795,381.49815046481,,,542295.645675,11568973.7744,5965252.102425,,,,,18076521.5225,,,0.24507441185859,,,0.090899079656,,,0.00300614734812728,0.000200687092664644
dairy cattle,191.548,565.3095340517582,5.42669118484538,0.24,15.26777701802801,2.92451215224923,Dairy Cattle,GRC,1995,118.087695610852,565.309534051758,,4786278.14203238,,16023626.8233258,1809556.95350941,,,,,22619461.9188676,,,0.85360534255847,,,0.16350639615639,,,0.00299774680894206,0.000210777980763611
non-dairy cattle,410.933,376.4905714556874,2.65263008614366,0.17,3.38556888840921,1.39124198002066,Non-Dairy Cattle,GRC,1995,48.0966705034641,376.490571455687,,,592935.273,12649285.824,6522288.003,,,,,19764509.1,,,0.24185754310313,,,0.09938724576,,,0.00299774680894206,0.000210777980763611
dairy cattle,183.813,567.6791810325365,5.40175247421246,0.24,15.19761296039306,2.79351883108873,Dairy Cattle,GRC,1996,118.135325138528,567.679181032537,,4594853.48276603,,15382770.3553471,1737184.68157506,,,,,21714808.5196882,,,0.85394963600137,,,0.15696704444232,,,0.00299655359138179,0.000208208548510912
non-dairy cattle,409.396,393.3387478138526,2.71831633796585,0.17,3.4694046752862,1.42036039644347,Non-Dairy Cattle,GRC,1996,50.2490250332197,393.338747813853,,,617152.495575,13165919.9056,6788677.451325,,,,,20571749.8525,,,0.25268081159562,,,0.103446513544,,,0.00299655359138179,0.000208208548510912
dairy cattle,184.128,567.3483182858255,5.40532925832983,0.24,15.20767609840584,2.80015898464727,Dairy Cattle,GRC,1997,118.125772650649,567.348318285826,,4602355.49561653,,15407885.7896727,1740020.9813295,,,,,21750262.2666188,,,0.85388058516043,,,0.15722332438442,,,0.00300425682506616,0.000207814422939694
non-dairy cattle,412.57,390.0898514191531,2.70556034115951,0.17,3.45312411428608,1.42465541583101,Non-Dairy Cattle,GRC,1997,49.8339785187968,390.089851419153,,,616800.135525,13158402.8912,6784801.490775,,,,,20560004.5175,,,0.25059372055166,,,0.103387451288,,,0.00300425682506616,0.000207814422939694
dairy cattle,172.026,571.7412322668769,5.35540275112704,0.24,15.0672098818299,2.59195184713167,Dairy Cattle,GRC,1998,118.177123210038,571.741232266877,,4301730.19791503,,14401444.5756286,1626363.0237864,,,,,20329537.79733,,,0.85425177634683,,,0.14695351607784,,,0.00300572148455555,0.000203341207187116
non-dairy cattle,406.73,406.6163548299855,2.78177456776535,0.17,3.55039682328488,1.44405289993466,Non-Dairy Cattle,GRC,1998,51.9452393295306,406.616354829986,,,633830.615775,13521719.8032,6972136.773525,,,,,21127687.1925,,,0.26121034634278,,,0.106242084168,,,0.00300572148455555,0.000203341207187116
dairy cattle,153.793,578.0276162828446,5.27517613247836,0.24,14.84149552243184,2.28251812088136,Dairy Cattle,GRC,1999,118.125992630414,578.027616282845,,3844126.78602331,,12869467.9358172,1453356.06276874,,,,,18166950.7846092,,,0.85388217529985,,,0.13132110138589,,,0.00302348003004869,0.000198153150769461
non-dairy cattle,447.186,418.58376603918725,2.81001177177971,0.17,3.58643614889838,1.60380403568127,Non-Dairy Cattle,GRC,1999,53.4740761115062,418.583766039187,,,717385.746,15304229.248,7891243.206,,,,,23912858.2,,,0.26889821130357,,,0.12024751552,,,0.00302348003004869,0.000198153150769461
dairy cattle,180.002,569.4856529260019,5.38169126872633,0.24,15.1411715669837,2.7254411644002,Dairy Cattle,GRC,2000,118.169515025493,569.485652926002,,4500890.49762974,,15068198.6224996,1701659.92348951,,,,,21270749.0436188,,,0.85419678004144,,,0.15375712880102,,,0.00299327403295603,0.000203961153862757
non-dairy cattle,385.517,391.72729088470805,2.72110938664737,0.17,3.47296946133359,1.33888876782494,Non-Dairy Cattle,GRC,2000,50.0431614105215,391.727290884708,,,578774.683725,12347193.2528,6366521.520975,,,,,19292489.4575,,,0.25164561166434,,,0.097013661272,,,0.00299327403295603,0.000203961153862757
dairy cattle,172.315,572.7701858785586,5.34296282346587,0.24,15.03221064653501,2.59027537755768,Dairy Cattle,GRC,2001,118.199239069791,572.770185878559,,4309763.39787383,,14428338.3320124,1629400.15042489,,,,,20367501.8803111,,,0.85441164241877,,,0.14722794216339,,,0.00296305416330475,0.000205372379497621
