Cattle Type,Population,kg,VS,B0,IEF,CH4.kt,Type.A,Country,Year,Nitrogen excretion rate,Typical animal mass,Anarobic.Lagoon,Liquid.System,Daily.Spread,Solid.Storage,Pasture,Composting,Digester,Burned,Other,Total.N,Total.N.Vol,Total.N.Leaching,Direct.IEF,Indirect.IEF.Atmos,Indirect.IEF.Leaching,Direct.N2O,Indirect.N2O.Atmos,Indirect.N2O.Leaching,N2O.Vol.IEF,N2O.Runoff.IEF
dairy cattle,904.617,676.0571024999998,4.70585372756173,0.24,11.32194517466531,10.24202407807021,Dairy Cattle,AUT,1990,91.047239107814,676.0571025,,26894765.8681325,,40704266.1707878,8771646.7519493,2575444.84840571,12259.1055631373,,3404497.55515504,82362880.2999934,,,0.60149101156754,,,0.54411899441119,,,0.00197735490006075,0
non-dairy cattle,1679.297,324.9614361651984,1.8862734860391,0.18,3.84321507056756,6.4538995383589,Non-Dairy Cattle,AUT,1990,44.2652770602596,324.961436165198,,20216443.0584302,,33221275.3836659,7536311.3302914,1949768.72186014,11064.1475260697,,11399684.3296891,74334546.9714627,,,0.33619298316231,,,0.56456786804551,,,0.00197735490006075,0
dairy cattle,876.0,676.1143589999998,4.71089592575933,0.24,11.32612860814174,9.92168866073216,Dairy Cattle,AUT,1991,91.126301203992,676.114359,,26061059.1005998,,39436966.5055234,8158282.59315004,2683430.57052511,16885.135428467,,3470015.94947028,79826639.854697,,,0.60240559200828,,,0.52770729859925,,,0.0020284516359466,0
non-dairy cattle,1658.266,330.959597938532,1.92291844121747,0.18,3.91004964088543,6.48390237779252,Non-Dairy Cattle,AUT,1991,44.7405369369891,330.959597938532,,20145456.9736519,,33103632.2201188,7326393.9631956,2089292.38566266,15693.2208843212,,11511242.46084,74191711.2243532,,,0.33950601651122,,,0.56299128397599,,,0.0020284516359466,0
dairy cattle,841.716,676.1716154999998,4.71619707786043,0.24,11.33119871224818,9.53765125527869,Dairy Cattle,AUT,1992,91.0272158948114,676.1716155,,25009548.5789275,,37839689.1433317,7501006.37089807,2755372.48054038,19353.3223855667,,3494094.15803388,76619064.0541171,,,0.60219945956639,,,0.50688092030838,,,0.00204626002510782,0
non-dairy cattle,1559.009,333.60260675361883,1.94377791122097,0.18,3.94600755224784,6.15186128802235,Non-Dairy Cattle,AUT,1992,45.0016113616727,333.602606753619,,18974726.9155216,,31271875.0495363,6748771.64613569,2113712.31589122,17721.2917545749,,11031109.9085105,70157917.1273499,,,0.34139874023342,,,0.53224370861257,,,0.00204626002510782,0
dairy cattle,828.147,676.2288719999999,4.73636830389109,0.24,11.37136212712552,9.41715943149262,Dairy Cattle,AUT,1993,91.1285677305262,676.228872,,24627508.3062319,,37257286.4357645,7063790.75815908,2891038.43119109,25578.3941183055,,3602647.65486719,75467849.9803321,,,0.60333403658899,,,0.49964927239906,,,0.00206107007271309,0
non-dairy cattle,1505.74,366.5345155298396,2.15892436302218,0.18,4.39169529985871,6.61275128080925,Non-Dairy Cattle,AUT,1993,47.4726761590518,366.53451552984,,19969539.2862719,,31519490.3078609,6788352.78807882,2253420.11379857,24227.2990275645,,10926477.6046928,71481507.3997306,,,0.35637986151832,,,0.5366154126826,,,0.00206107007271309,0
dairy cattle,809.977,678.4460169565212,4.75054245951265,0.24,11.38967926387325,9.22537824111426,Dairy Cattle,AUT,1994,91.5358221167672,678.446016956521,,24164197.7737294,,36571794.1304698,6620872.61574708,3014198.964597,73273.2983210826,,3697573.80780834,74141910.5906728,,,0.60619256137052,,,0.49100203228121,,,0.00206700039056329,0
non-dairy cattle,1518.541,366.65349916772806,2.17882791818522,0.18,4.42195686133698,6.71492279417152,Non-Dairy Cattle,AUT,1994,47.7590395579012,366.653499167728,,19990786.7262489,,31966050.5730236,6678341.94428276,2432244.71728492,71674.401411207,,11384961.3270434,72524059.6892949,,,0.35965968993034,,,0.54615798520651,,,0.00206700039056329,0
dairy cattle,706.494,680.6761019565214,4.81249180535034,0.24,11.52862658984514,8.14490551396605,Dairy Cattle,AUT,1995,92.4437540095034,680.676101956521,,21277306.7417123,,32201450.3962923,5551431.39134116,2808416.72572987,75814.5828536919,,3396537.70726081,65310957.5451901,,,0.61271056635264,,,0.43287633886474,,,0.0020848429405882,0
non-dairy cattle,1619.331,388.9184462146664,2.36835857098818,0.18,4.76400147548258,7.71449527329468,Non-Dairy Cattle,AUT,1995,50.277040039254,388.918446214666,,21290338.5853231,,35926236.1553779,7519010.20015706,2912775.44250578,94508.7523963959,,13672300.3880449,81415169.5238052,,,0.38249030895351,,,0.61937841448799,,,0.0020848429405882,0
dairy cattle,697.521,682.6858310869561,4.82657444986045,0.24,11.55271645588488,8.05826233502528,Dairy Cattle,AUT,1996,92.6160370263326,682.685831086956,,21037481.880415,,31837474.8575339,5213351.60254542,2929486.27067424,86323.7468851634,,3497512.40459081,64601630.7626446,,,0.61439903548587,,,0.42855622963114,,,0.00209268775920273,0
non-dairy cattle,1574.428,389.0797658666981,2.37908779845348,0.18,4.76682911054199,7.50502922285241,Non-Dairy Cattle,AUT,1996,50.3901691558629,389.079765866698,,20518487.1641602,,34982877.9198585,7191069.33394755,2999439.71579251,106012.096315231,,13537807.0136529,79335693.2437269,,,0.38341574921615,,,0.60366049120688,,,0.00209268775920273,0
dairy cattle,699.811,684.6972481521734,4.84352821093488,0.24,11.57965364728354,8.10356899855914,Dairy Cattle,AUT,1997,93.0537982941988,684.697248152174,,21186203.2604657,,32070632.2082327,4975173.4731479,3105783.45724621,117728.535734087,,3664550.70323492,65120071.6380615,,,0.61771280872617,,,0.43228221838747,,,0.0021230439991871,0
non-dairy cattle,1498.129,391.1534446611582,2.38893826418478,0.18,4.76114237568758,7.13280546614646,Non-Dairy Cattle,AUT,1997,50.4422876351323,391.153444661158,,19534695.2548321,,33238485.4492104,6768463.85614003,3005707.014462,136618.923205967,,12885083.4346825,75569053.932533,,,0.38196553152559,,,0.5722336397789,,,0.0021230439991871,0
dairy cattle,728.718,686.7103531521734,4.86423620627411,0.24,11.61597075758443,8.46476697852541,Dairy Cattle,AUT,1998,93.4362866070913,686.710353152173,,22132510.5645498,,33510345.9507287,4909195.55146012,3407119.58799657,152620.167165429,,3976912.0818457,68088703.9037464,,,0.62073018839294,,,0.45233726142533,,,0.0021371355581086,0
non-dairy cattle,1442.963,382.9964275588685,2.32688884681318,0.18,4.63715036736744,6.69123640554763,Non-Dairy Cattle,AUT,1998,49.4952390205074,382.996427558869,,18536671.2099299,,31424295.7358928,6095498.22051023,2985640.45542158,160086.783470416,,12217606.1775235,71419798.5827484,,,0.37452542604821,,,0.54042633234681,,,0.0021371355581086,0
dairy cattle,697.903,688.7251460869561,4.88432172712202,0.24,11.64327488077849,8.12587646911995,Dairy Cattle,AUT,1999,93.6538649277892,688.725146086956,,21206183.4459612,,32131765.2338589,4431497.04138058,3423996.02109799,210775.489950556,,3957096.0624496,65361313.2946989,,,0.62236475273057,,,0.43435022802492,,,0.00213774850602885,0
non-dairy cattle,1454.908,387.5016554046626,2.36785978467749,0.18,4.69783020546005,6.83491074856547,Non-Dairy Cattle,AUT,1999,50.0260159176243,387.501655404663,,18583015.7503109,,31971489.1059383,6080902.98144947,3191356.34106613,234709.563918526,,12721777.0239956,72783250.7666789,,,0.37910315595288,,,0.55156021442109,,,0.00213774850602885,0
dairy cattle,621.002,690.7416269565214,4.89340423059499,0.24,11.64820384766004,7.23355788580458,Dairy Cattle,AUT,2000,93.9230791261432,690.741626956521,,18898303.311405,,28648131.5856548,3703727.66895182,3192316.36480877,228278.562621872,,3655662.49005095,58326419.9834932,,,0.62456797601893,,,0.38785796224371,,,0.00212951878066246,0
non-dairy cattle,1534.445,393.6924277732687,2.43592476746667,0.18,4.80221588367555,7.36873615162653,Non-Dairy Cattle,AUT,2000,51.108720811479,393.692427773269,,19154159.3803825,,34434495.2571907,6515954.87235876,3611794.04093034,306934.810653423,,14400182.7440542,78423521.1055699,,,0.390521468798,,,0.59923371518975,,,0.00212951878066246,0
dairy cattle,597.981,692.7597957608692,4.92064199083233,0.24,11.69449463495964,6.9930855963078,Dairy Cattle,AUT,2001,94.236425278983,692.759795760869,,18229657.2911003,,27650776.7993618,3336014.23602529,3216444.7472837,266552.831364188,,3652145.91961626,56351591.8247515,,,0.62703448811457,,,0.37495471023724,,,0.00215556468133769,0
non-dairy cattle,1520.473,391.1715770558412,2.43471073291805,0.18,4.7942657664651,7.28955165273449,Non-Dairy Cattle,AUT,2001,51.0707809385157,391.171577055841,,18739902.8492295,,34053157.8640838,6223672.32936729,3733983.50163803,367306.253854205,,14533720.707755,77651743.5059278,,,0.3914529682017,,,0.59519366892055,,,0.00215556468133769,0
dairy cattle,588.971,694.7796524999997,4.9302628225912,0.24,11.69821910587623,6.88991180500703,Dairy Cattle,AUT,2002,94.5513930716594,694.7796525,,17985212.6988024,,27297173.5914123,3057272.76623158,3309227.39931208,311160.14827926,,3727981.92477068,55688028.5288083,,,0.62953403745814,,,0.37077729157576,,,0.00216435797919893,0
non-dairy cattle,1477.971,391.0166063884971,2.4352098973384,0.18,4.7940768065588,7.08550649186652,Non-Dairy Cattle,AUT,2002,51.066074612212,391.016606388497,,18243910.8190441,,33015103.8201775,5800274.96508302,3771669.58095858,421716.423425856,,14221501.7519965,75474177.3606856,,,0.39127819419645,,,0.57829782395472,,,0.00216435797919893,0
dairy cattle,557.877,696.8011971739128,4.95156718216416,0.24,11.7297285681383,6.54374578440729,Dairy Cattle,AUT,2003,95.8756987079325,696.801197173913,,17246124.9185151,,26191597.4323788,2706434.46670511,3303916.64258152,344003.685787277,,3694770.02211752,53486847.1680853,,,0.63881336779855,,,0.35637928518735,,,0.00218584653356892,0
non-dairy cattle,1494.156,394.7796718484612,2.44293073354209,0.18,4.7983566724397,7.16949341226581,Non-Dairy Cattle,AUT,2003,51.3114389126983,394.779671848461,,18510869.6098411,,33468297.5952605,5666038.35788432,3978910.69812073,493090.04403552,,14550088.0148994,76667294.3200416,,,0.39235520448993,,,0.58623988291985,,,0.00218584653356892,0
dairy cattle,537.953,698.5418854347826,4.97196479683237,0.24,11.75981242868184,6.32622637544668,Dairy Cattle,AUT,2004,97.1910682173409,698.541885434783,,16832772.5666578,,25578083.9017471,2420759.69716948,3352301.48551587,377036.168553159,,3723272.9010798,52284226.7207232,,,0.64812896077152,,,0.34866291883392,,,0.00219154286651904,0
non-dairy cattle,1513.038,396.97505829481236,2.46184173697648,0.18,4.81644373479714,7.28746239560999,Non-Dairy Cattle,AUT,2004,51.6026186324621,396.975058294812,,18571958.3518633,,34000285.7796371,5660200.11781082,4210753.77151325,563033.065575092,,15070491.8040237,78076722.8904232,,,0.39512947900962,,,0.59784591666175,,,0.00219154286651904,0
dairy cattle,534.417,700.2686265217391,4.96522697852098,0.24,11.72435604023693,6.2656951819553,Dairy Cattle,AUT,2005,97.0038390811813,700.268626521739,,16661651.4807283,,25334557.3279688,2177301.0281504,3445481.54124101,419204.400671778,,3802304.89148733,51840500.6702476,,,0.64741614842619,,,0.34599019579348,,,0.00221266291132811,0
non-dairy cattle,1476.263,396.03017623697195,2.47938917664805,0.18,4.84582875777743,7.15371769944278,Non-Dairy Cattle,AUT,2005,51.7625990769006,396.030176236972,,18020004.7221302,,33151971.3413926,5389979.77901699,4264740.40369609,617925.980897158,,14970587.5739294,76415209.8010624,,,0.39732129491703,,,0.5865507267981,,,0.00221266291132811,0
dairy cattle,527.421,701.7850099999999,4.97171988165672,0.24,12.16822753424018,6.41777873433649,Dairy Cattle,AUT,2006,98.0229164583418,701.78501,,17556024.3380918,,24434443.1923479,2149831.08050551,3233182.14769421,462051.448001764,,3863812.41473385,51699344.6213751,,,0.65623164839572,,,0.34611035222852,,,0.0022318439991074,0
non-dairy cattle,1475.498,393.88163331376376,2.46325026166328,0.18,4.99268576616464,7.3666978626044,Non-Dairy Cattle,AUT,2006,51.7326272775075,393.881633313764,,18614786.6318316,,31796206.2524449,5449400.81620195,4000349.6367767,682194.883704923,,15788449.8617477,76331388.0827078,,,0.40255388123246,,,0.59396744665073,,,0.0022318439991074,0
dairy cattle,524.5,703.7531837499998,4.98687721345037,0.24,12.62628136436845,6.62248457561125,Dairy Cattle,AUT,2007,98.6710112027071,703.75318375,,18495371.8283039,,23613953.3178465,2130496.25130458,3033406.13805578,539964.219122793,,3939753.62118627,51752945.3758199,,,0.66302817778797,,,0.34775827924979,,,0.00226275273486463,0
non-dairy cattle,1475.696,392.17080172942366,2.44791456650926,0.18,5.14090218960816,7.586408797596,Non-Dairy Cattle,AUT,2007,51.6704069512404,392.170801729424,,19246766.1836596,,30401755.9821726,5484230.55491092,3731208.36628834,795552.221390229,,16590299.5478959,76249812.8563176,,,0.40748427503429,,,0.601322914731,,,0.00226275273486463,0
dairy cattle,530.23,705.7180199999999,4.98790322637208,0.24,12.99011923003968,6.88775091934394,Dairy Cattle,AUT,2008,99.1482709785375,705.71802,,19589880.5857858,,23107862.6447721,2142284.04962871,2875037.21549571,781191.817210664,,4075131.40805687,52571387.7209499,,,0.66781305954882,,,0.35409451856457,,,0.00227126437513623,0
non-dairy cattle,1466.979,389.375457751637,2.42454029512269,0.18,5.24042204335101,7.68758908873302,Non-Dairy Cattle,AUT,2008,51.4815714300154,389.375457751637,,19464001.519375,,28755910.5204303,5494929.08049727,3441713.14896389,1122235.3278323,,17243594.5777337,75522384.1748325,,,0.410637005574,,,0.60239586379994,,,0.00227126437513623,0
dairy cattle,532.976,707.67951875,4.99346304553959,0.24,13.37672786753726,7.12947491192854,Dairy Cattle,AUT,2009,99.5344754260743,707.67951875,,20600975.9706873,,22453030.4658791,2139662.62517906,2692966.63397047,976921.640491654,,4185929.23847985,53049486.5746873,,,0.67332759935695,,,0.35886745059487,,,0.00229196009124509,0
non-dairy cattle,1493.284,389.17749826005456,2.41569267871236,0.18,5.37951734790189,8.03314718334432,Non-Dairy Cattle,AUT,2009,51.5579046171285,389.177498260055,,20439881.9333497,,27940953.5406098,5637194.35999098,3242839.42319319,1417804.05969463,,18311920.7214457,76990594.0382841,,,0.41581460879014,,,0.62092930227257,,,0.00229196009124509,0
dairy cattle,532.735,709.6376799999999,5.00291875934835,0.24,13.76846184732054,7.33494152223231,Dairy Cattle,AUT,2010,99.8756603206773,709.63768,,21483155.9047902,,21649058.4679082,2123856.45771236,2492139.5026411,1186714.2976987,,4272335.27018541,53207259.900936,,,0.67910506585471,,,0.36178303725811,,,0.00231307116296465,0
non-dairy cattle,1480.546,389.49065924240443,2.41400472119488,0.18,5.52029203405912,8.1730462898581,Non-Dairy Cattle,AUT,2010,51.6922471888288,389.490659242404,,20796277.6633947,,26418439.6469013,5688764.51986359,2965890.16622613,1706957.06951623,,18956420.7405298,76532749.8064317,,,0.42155707792083,,,0.62413464548737,,,0.00231307116296465,0
dairy cattle,527.393,711.1015003260869,5.00449940227311,0.24,14.44273840099379,7.61699913351532,Dairy Cattle,AUT,2011,100.572707374131,711.101500326087,,22916618.5208477,,20686747.3762113,2095133.00347652,2276183.1740466,733920.957850006,,4332738.82773299,53041341.8601652,,,0.69594206065957,,,0.36703497119743,,,0.00233451530824817,0
non-dairy cattle,1449.134,389.60862060922733,2.42018433681239,0.18,5.78088153114394,8.37727197675274,Non-Dairy Cattle,AUT,2011,51.8079245722414,389.608620609227,,21651209.2658378,,24583357.7604011,5713794.59796822,2668705.10412462,1038818.14779952,,19420740.0909393,75076624.9670705,,,0.43153986230911,,,0.62535908682745,,,0.00233451530824817,0
dairy cattle,523.369,712.538596521739,5.01975494444117,0.24,14.92517273953505,7.81137273151772,Dairy Cattle,AUT,2012,102.146016011989,712.538596521739,,24082209.1561813,,19992268.1272345,2089397.27676748,2084323.26142681,770610.17388174,,4441250.25868682,53460058.2541786,,,0.71455991425268,,,0.37397850776251,,,0.00235475196524989,0
non-dairy cattle,1432.249,386.2539296827708,2.40343253956674,0.18,5.92088120526751,8.48017618536319,Non-Dairy Cattle,AUT,2012,51.6340286855691,386.253929682771,,21841578.1666033,,22933216.2551907,5704235.94481028,2388726.57873511,1066006.4934776,,20019022.5120607,73952785.9508777,,,0.43759193243361,,,0.62674060763611,,,0.00235475196524989,0
dairy cattle,529.56,714.5531239130434,5.02243549062847,0.24,15.37391729537108,8.14141164293671,Dairy Cattle,AUT,2013,102.379060922155,714.553123913043,,25426161.9362789,,19411119.470914,2096346.41274154,1900995.68313487,801834.420350773,,4579397.57851636,54215855.5019364,,,0.72505280885377,,,0.3839589654566,,,0.00236932178713546,0
non-dairy cattle,1428.722,385.8372802729298,2.39673036941265,0.18,6.09951583719635,8.71451246595085,Non-Dairy Cattle,AUT,2013,51.5321046535689,385.83728027293,,22484567.0380993,,21543682.0119591,5691878.2746322,2131534.71235966,1088889.9574923,,20684499.6303135,73625051.6248562,,,0.44402180633614,,,0.63438372319218,,,0.00236932178713546,0
dairy cattle,537.744,716.2925609565215,5.02535114339986,0.24,15.82398084787252,8.50925075705836,Dairy Cattle,AUT,2014,103.076098303842,716.292560956522,,27021080.3232597,,18962511.0050217,2120142.16779102,1725962.36496268,839983.907900283,,4758873.63736575,55428553.4063011,,,0.73990033858124,,,0.39787696767003,,,0.00238566334553212,0
non-dairy cattle,1423.457,385.2930633496797,2.39035042605174,0.18,6.26703495088137,8.92085477007674,Non-Dairy Cattle,AUT,2014,51.465534316185,385.29306334968,,22961811.2609344,,20175376.4097481,5731457.03260576,1879865.32379792,1110192.42602871,,21400272.627999,73258975.0811138,,,0.45109407786724,,,0.64211302279867,,,0.00238566334553212,0
dairy cattle,534.098,718.0314636521739,5.03761771088653,0.24,16.31390963473494,8.71322650809266,Dairy Cattle,AUT,2015,103.648858326522,718.031463652174,,28033078.4014456,,18083456.870861,2094402.18018777,1506505.2818145,811386.241094062,,4829818.95907553,55358647.9344785,,,0.75567822722648,,,0.40360622980521,,,0.00240678209769592,0
non-dairy cattle,1423.512,386.8930866499676,2.3985535004935,0.18,6.4752702192767,9.21762486038302,Non-Dairy Cattle,AUT,2015,51.6267077744135,386.893086649968,,23747614.9280685,,19014108.5244479,5804879.07070629,1642320.82712856,1077153.82527167,,22205160.861748,73491238.037371,,,0.46036809906415,,,0.655339513435,,,0.00240678209769592,0
dairy cattle,539.867,719.7698320000001,5.04752057233893,0.24,16.7066239585143,9.01935495661124,Dairy Cattle,AUT,2016,104.883612945687,719.769832,,29525574.061893,,17348916.5155168,2118651.45500807,1318674.62166503,1292533.83350942,,5018850.98255668,56623201.470149,,,0.77026899404913,,,0.41584281101032,,,0.00242465175243275,0
non-dairy cattle,1414.524,384.08793748002813,2.38188764408059,0.18,6.59457575061108,9.32818566905738,Non-Dairy Cattle,AUT,2016,51.4458472361085,384.087937480028,,23766649.7605178,,17230713.3814254,5807279.04118023,1385214.83785735,1661147.29611996,,22920381.2987085,72771385.6158092,,,0.46464853867613,,,0.65725650952231,,,0.00242465175243275,0
dairy cattle,543.421,719.396726,5.04056080445788,0.24,17.14587254313655,9.31742720326381,Dairy Cattle,AUT,2017,105.133443083731,719.396726,,30896083.9395265,,16654480.570865,2113873.66863816,1106277.75371071,1217669.11740121,,5143335.72386286,57131720.7740044,,,0.78679604728912,,,0.4275614948139,,,0.00245258881663839,0
non-dairy cattle,1400.055,384.1069384926552,2.37990759308768,0.18,6.80420608837217,9.5262627550559,Non-Dairy Cattle,AUT,2017,51.4519802798735,384.106938492655,,24302224.2784352,,15826805.5416495,5761770.64132258,1128296.78427532,1535320.9570056,,23481184.0480502,72035602.2507383,,,0.47430714818099,,,0.66405609434654,,,0.00245258881663839,0
dairy cattle,532.873,719.0236200000002,5.04002927864961,0.24,17.11392607626941,9.11954913003991,Dairy Cattle,AUT,2018,106.044235163646,719.02362,,30487168.0906781,,16382882.3355331,2090800.05980122,1094202.37733754,1365862.29561107,,5087194.56539621,56508109.7243573,,,0.79115186597565,,,0.42158346827804,,,0.00247581621709895,0
non-dairy cattle,1379.935,383.4446677200424,2.37648215406474,0.18,6.7907965286429,9.37085780775284,Non-Dairy Cattle,AUT,2018,51.395976015538,383.444667720042,,23804038.0629955,,15486326.6696536,5650484.09873368,1110683.22054135,1714288.39273152,,23157285.7183457,70923106.1630013,,,0.47302689336084,,,0.65274636608989,,,0.00247581621709895,0
dairy cattle,524.068,718.0457799999999,5.03998903609766,0.24,17.11946541552253,8.97176400138206,Dairy Cattle,AUT,2019,106.265205542784,718.04578,,30059190.6667853,,16162420.5273828,2060537.16832064,1078364.55121546,1316119.89841423,,5013560.92627732,55690193.7383958,,,0.79326476265975,,,0.41572467763757,,,0.0025016827048434,0
non-dairy cattle,1355.452,384.1206206925066,2.38005408176117,0.18,6.81692157362363,9.2400099808113,Non-Dairy Cattle,AUT,2019,51.5121703593809,384.120620692507,,23522427.0391674,,15227445.5153269,5533318.57969389,1090814.33122514,1650101.72240385,,22798167.1501464,69822274.3379635,,,0.47456514702684,,,0.64325027766782,,,0.0025016827048434,0
dairy cattle,524.783,717.7630999999999,5.04495832827856,0.24,17.12983450173569,8.98944593932436,Dairy Cattle,AUT,2020,106.77937454756,717.7631,,30230504.119035,,16243561.7183414,2073332.0189881,1085060.62717566,1358849.53033123,,5044692.49932057,56036000.5131919,,,0.79656838474577,,,0.41802554665204,,,0.00252322117243169,0
non-dairy cattle,1330.649,383.5916579533862,2.37719206701063,0.18,6.8101741275403,9.06195139263737,Non-Dairy Cattle,AUT,2020,51.5211576646297,383.591657953386,,23032995.1431336,,14928897.1098769,5428207.60672533,1070825.1714686,1662468.261526,,22433183.6325514,68556576.9252819,,,0.47475464137045,,,0.63173178878495,,,0.00252322117243169,0
dairy cattle,526.461,717.5230899999998,5.04460226287471,0.24,17.14154393493809,9.02435436153144,Dairy Cattle,AUT,2021,106.60060200798,717.52309,,30306876.5646689,,16306415.5672607,2076479.20274776,1086707.67895165,1292230.50419608,,5052350.01589821,56121059.5337233,,,0.79629391998258,,,0.41921769340795,,,0.00254024645140245,0
non-dairy cattle,1343.639,380.902756322277,2.35756223963897,0.18,6.78901922713215,9.12199100532462,Non-Dairy Cattle,AUT,2021,51.2655695161859,380.902756322277,,23209335.3246206,,14991932.4316471,5391891.03998653,1071634.3802154,1586070.59817642,,22631554.7845125,68882418.5591585,,,0.47395987971731,,,0.63683097882348,,,0.00254024645140245,0
dairy cattle,838.6999999999999,623.0062000715393,3.16016001576017,0.24,11.10864116151067,9.316817342159,Dairy Cattle,BEL,1990,114.471793776082,623.006200071539,,25440506.0550151,,36318618.2207657,34248369.1642192,,,,,96007493.44,,,0.84474195177482,,,0.70848507495354,,,0.00245212674642154,0.000109025842083883
non-dairy cattle,2410.0950000000003,421.607145983872,1.458606075875,0.18,3.07305112651247,7.40634515475207,Non-Dairy Cattle,BEL,1990,53.5173617969416,421.607145983872,,21105709.6431993,,69472099.1982664,38404117.2485343,,,,,128981926.09,,,0.57096399482042,,,1.37607746909672,,,0.00245212674642154,0.000109025842083883
dairy cattle,796.197,622.9970095340726,3.16894866787636,0.24,11.13586160612607,8.86633960321276,Dairy Cattle,BEL,1991,114.46972774326,622.997009534073,,24152728.1601594,,34478223.4223337,32509502.2375069,,,,,91140453.82,,,0.84491532537964,,,0.67271904732129,,,0.00245497582148343,0.00011107734082031
non-dairy cattle,2467.949,423.60229992597095,1.46398802382048,0.18,3.0555755824639,7.5410047031662,Non-Dairy Cattle,BEL,1991,53.9147902732188,423.602299925971,,21335369.9129757,,71201316.9362435,40522265.8807808,,,,,133058952.73,,,0.56964679826902,,,1.40585924614124,,,0.00245497582148343,0.00011107734082031
dairy cattle,767.807,622.9913246427815,3.2041771840373,0.24,11.2634496759219,8.64815550532057,Dairy Cattle,BEL,1992,114.468449779697,622.991324642782,,23292395.0750151,,33248912.2807657,31348369.6642192,,,,,87889677.02,,,0.84502781840537,,,0.64881827416637,,,0.0024729764862236,0.00011014109171591
non-dairy cattle,2453.776,423.0668084617341,1.461535401691,0.18,3.04681499683954,7.47620151568494,Non-Dairy Cattle,BEL,1992,54.0384390628974,423.066808461734,,21045235.4322179,,70769229.9286725,40783759.4891096,,,,,132598224.85,,,0.56859952713777,,,1.395215873302,,,0.0024729764862236,0.00011014109171591
dairy cattle,696.258,622.1519896360256,3.25372346201984,0.24,11.50704845721402,8.01187454472292,Dairy Cattle,BEL,1993,114.279767270179,622.151989636026,,21239798.6795925,,30161153.7970377,28167249.7233699,,,,,79568202.2,,,0.86082524296666,,,0.59935646201748,,,0.00252213343225531,0.00011262009435483
non-dairy cattle,2535.292,436.0342852026513,1.50154400559005,0.18,3.00383669096021,7.6156031318979,Non-Dairy Cattle,BEL,1993,56.4605283060097,436.034285202651,,20900122.8584646,,75198163.5693574,47045639.2921781,,,,,143143925.72,,,0.57739999552647,,,1.46387758945829,,,0.00252213343225531,0.00011262009435483
dairy cattle,688.426,622.3194649824381,3.30809899606027,0.24,11.69976940066126,8.05442544941963,Dairy Cattle,BEL,1994,114.317415728052,622.319464982438,,20977611.6299739,,29819792.4775603,27901677.1324658,,,,,78699081.24,,,0.85767131434016,,,0.59044323224594,,,0.00247811443520102,0.000112353268138117
non-dairy cattle,2563.542,432.9289953119551,1.47896353213195,0.18,3.01382444186597,7.72606553734996,Non-Dairy Cattle,BEL,1994,55.679114756068,432.928995311955,,21247115.6821557,,75027944.5494196,46460688.9584247,,,,,142735749.19,,,0.56904825010085,,,1.45877908916004,,,0.00247811443520102,0.000112353268138117
dairy cattle,684.4609999999999,622.1971741267947,3.33187634550769,0.24,11.79014669836064,8.06989559930662,Dairy Cattle,BEL,1995,114.289924743703,622.197174126795,,20873682.4003606,,29649560.3985709,27703753.3810685,,,,,78226996.18,,,0.85996088922469,,,0.58860969019962,,,0.00247024246263564,0.000111043652231175
non-dairy cattle,2601.72,433.6903229402087,1.48119209943672,0.18,3.01881884331872,7.85412136103919,Non-Dairy Cattle,BEL,1995,55.803260735206,433.690322940209,,21625370.0042524,,76317506.6721449,47241582.8336027,,,,,145184459.51,,,0.57079066202821,,,1.48503748121204,,,0.00247024246263564,0.000111043652231175
dairy cattle,648.499,622.3835349013644,3.37761789545397,0.24,13.91119868441871,9.02139843564685,Dairy Cattle,BEL,1996,113.573924955937,622.383534901365,,23691468.0626608,,25343125.4849556,24617983.2123836,,,,,73652576.76,,,0.78765152293879,,,0.51079122497428,,,0.00240349527816151,0.000102368628055856
non-dairy cattle,2594.101,432.02543954533763,1.49803343337515,0.18,3.1830520241244,8.25715843883314,Non-Dairy Cattle,BEL,1996,56.8043898791913,432.025439545338,,24757619.3949939,,76009785.6691102,46588919.5258959,,,,,147356324.59,,,0.57539353000042,,,1.49262893156763,,,0.00240349527816151,0.000102368628055856
dairy cattle,626.8549999999999,622.234647566024,3.40750647473644,0.24,14.04925495061825,8.8068457120698,Dairy Cattle,BEL,1997,113.579759593526,622.234647566024,,22934539.7263627,,24510908.2918893,23752592.1917479,,,,,71198040.21,,,0.7907689254038,,,0.495697454734,,,0.00241630762418888,0.000103203845297938
non-dairy cattle,2530.2400000000002,438.9188007856962,1.51432370964572,0.18,3.16490251276395,8.00796293389585,Non-Dairy Cattle,BEL,1997,57.6773337786139,438.918800785696,,23832111.3182277,,74783291.1094819,47322094.5922904,,,,,145937497.02,,,0.5755464254198,,,1.45627058745419,,,0.00241630762418888,0.000103203845297938
dairy cattle,634.4950000000001,622.1326409191562,3.40443271825174,0.24,14.02627956980263,8.89960425564192,Dairy Cattle,BEL,1998,113.35082971497,622.132640919156,,23179853.8558496,,24764407.5533943,23976273.2907562,,,,,71920534.7,,,0.7903477462754,,,0.50147169327301,,,0.00244758530447982,0.000103020075648449
