Country,Year,Emission.Source,Description,Application,IEF,Emissions.kt,FracGASF,FracGASM,FracLEACH-(H),Emission
AUT,1990,Direct N2O emissions,,,,6.70292050087037,0.04876647344504,0.1606097616408,0.15154,N2O
AUT,1990,Inorganic N emissions,N input from application of inorganic fertilizers to cropland and grassland,139979000,0.01,2.19967,0.04876647344504,0.1606097616408,0.15154,N2O
AUT,1990,Organic N emissions,N input from organic N fertilizers to cropland and grassland,165383158.990611,0.01,2.59887821270959,0.04876647344504,0.1606097616408,0.15154,N2O
AUT,1990,N from grazing animals,"N excretion on pasture, range and paddock",18864331.0328407,0.01877715654248,0.55662906651442,0.04876647344504,0.1606097616408,0.15154,N2O
AUT,1990,Crop residues,N in crop residues returned to soils,74889641.9423156,0.01,1.1768372305221,0.04876647344504,0.1606097616408,0.15154,N2O
AUT,1990,Mineralization/immobilization,N in mineral soils that is mineralized in association with loss of soil C,253555.798816775,0.01,0.00398444826712,0.04876647344504,0.1606097616408,0.15154,N2O
AUT,1990,Organic Soils,Area of cultivated organic soils,12954,8.19999999999987,0.16692154285714,0.04876647344504,0.1606097616408,0.15154,N2O
AUT,1990,Other,,,,,0.04876647344504,0.1606097616408,0.15154,N2O
AUT,1990,Indirect N2O emissions,,,,1.28556354936158,0.04876647344504,0.1606097616408,0.15154,N2O
AUT,1990,Atmospheric deposition,Volatilized N from agricultural inputs of N,36418227.6419446,0.01,0.57228643437341,0.04876647344504,0.1606097616408,0.15154,N2O
AUT,1990,leaching and run-off,N from fertilizers and other agricultural inputs that is lost through leaching and run-off,60520482.4838451,0.0075,0.71327711498817,0.04876647344504,0.1606097616408,0.15154,N2O
AUT,1990,Urea,,13085.3571428571,0.2,9.59592857142857,,,,CO2
AUT,1990,Other carbon-containing fertlizers,,66898.2010582011,0.125,30.6616754850088,,,,CO2
AUT,1991,Direct N2O emissions,,,,6.6314908961254,0.0487691057527,0.16070424458929,0.15154,N2O
AUT,1991,Inorganic N emissions,N input from application of inorganic fertilizers to cropland and grassland,139536000,0.01,2.19270857142857,0.0487691057527,0.16070424458929,0.15154,N2O
AUT,1991,Organic N emissions,N input from organic N fertilizers to cropland and grassland,164314710.858694,0.01,2.58208831349377,0.0487691057527,0.16070424458929,0.15154,N2O
AUT,1991,N from grazing animals,"N excretion on pasture, range and paddock",18201039.9176436,0.01864426245227,0.53325637377394,0.0487691057527,0.16070424458929,0.15154,N2O
AUT,1991,Crop residues,N in crop residues returned to soils,73343276.5414633,0.01,1.15253720279442,0.0487691057527,0.16070424458929,0.15154,N2O
AUT,1991,Mineralization/immobilization,N in mineral soils that is mineralized in association with loss of soil C,253202.204026388,0.01000000000001,0.00397889177756,0.0487691057527,0.16070424458929,0.15154,N2O
AUT,1991,Organic Soils,Area of cultivated organic soils,12954,8.19999999999987,0.16692154285714,0.0487691057527,0.16070424458929,0.15154,N2O
AUT,1991,Other,,,,,0.0487691057527,0.16070424458929,0.15154,N2O
AUT,1991,Indirect N2O emissions,,,,1.27448359218356,0.0487691057527,0.16070424458929,0.15154,N2O
AUT,1991,Atmospheric deposition,Volatilized N from agricultural inputs of N,36136101.7944681,0.01,0.56785302819879,0.0487691057527,0.16070424458929,0.15154,N2O
AUT,1991,leaching and run-off,N from fertilizers and other agricultural inputs that is lost through leaching and run-off,59956532.7017378,0.0075,0.70663056398477,0.0487691057527,0.16070424458929,0.15154,N2O
AUT,1991,Urea,,15784.2857142857,0.2,11.5751428571429,,,,CO2
AUT,1991,Other carbon-containing fertlizers,,67245.291005291,0.125,30.820758377425,,,,CO2
AUT,1992,Direct N2O emissions,,,,6.34474826183503,0.04790272284514,0.16024763590018,0.15154,N2O
AUT,1992,Inorganic N emissions,N input from application of inorganic fertilizers to cropland and grassland,137420500,0.01,2.159465,0.04790272284514,0.16024763590018,0.15154,N2O
AUT,1992,Organic N emissions,N input from organic N fertilizers to cropland and grassland,157880734.746792,0.01,2.48098297459245,0.04790272284514,0.16024763590018,0.15154,N2O
AUT,1992,N from grazing animals,"N excretion on pasture, range and paddock",16922090.7021838,0.01855927296283,0.49352552926863,0.04790272284514,0.16024763590018,0.15154,N2O
AUT,1992,Crop residues,N in crop residues returned to soils,66174178.2261872,0.01,1.03987994355437,0.04790272284514,0.16024763590018,0.15154,N2O
AUT,1992,Mineralization/immobilization,N in mineral soils that is mineralized in association with loss of soil C,252844.553973753,0.00999999999999,0.00397327156244,0.04790272284514,0.16024763590018,0.15154,N2O
AUT,1992,Organic Soils,Area of cultivated organic soils,12954,8.19999999999987,0.16692154285714,0.04790272284514,0.16024763590018,0.15154,N2O
AUT,1992,Other,,,,,0.04790272284514,0.16024763590018,0.15154,N2O
AUT,1992,Indirect N2O emissions,,,,1.21990095825074,0.04790272284514,0.16024763590018,0.15154,N2O
AUT,1992,Atmospheric deposition,Volatilized N from agricultural inputs of N,34594555.6516099,0.01,0.54362873166816,0.04790272284514,0.16024763590018,0.15154,N2O
AUT,1992,leaching and run-off,N from fertilizers and other agricultural inputs that is lost through leaching and run-off,57380673.7706435,0.0075,0.67627222658258,0.04790272284514,0.16024763590018,0.15154,N2O
AUT,1992,Urea,,18572.1428571429,0.2,13.6195714285714,,,,CO2
AUT,1992,Other carbon-containing fertlizers,,67687.619047619,0.125,31.0234920634921,,,,CO2
AUT,1993,Direct N2O emissions,,,,6.22492280603554,0.04688937640881,0.16059006203121,0.15154,N2O
AUT,1993,Inorganic N emissions,N input from application of inorganic fertilizers to cropland and grassland,130196000,0.01,2.04593714285714,0.04688937640881,0.16059006203121,0.15154,N2O
AUT,1993,Organic N emissions,N input from organic N fertilizers to cropland and grassland,158734143.579125,0.01,2.49439368481483,0.04688937640881,0.16059006203121,0.15154,N2O
AUT,1993,N from grazing animals,"N excretion on pasture, range and paddock",16679094.7387959,0.01845376736316,0.4836733536453,0.04688937640881,0.16059006203121,0.15154,N2O
AUT,1993,Crop residues,N in crop residues returned to soils,65547331.4515951,0.01,1.03002949423935,0.04688937640881,0.16059006203121,0.15154,N2O
AUT,1993,Mineralization/immobilization,N in mineral soils that is mineralized in association with loss of soil C,252482.848658871,0.00999999999999,0.00396758762178,0.04688937640881,0.16059006203121,0.15154,N2O
AUT,1993,Organic Soils,Area of cultivated organic soils,12954,8.19999999999987,0.16692154285714,0.04688937640881,0.16059006203121,0.15154,N2O
AUT,1993,Other,,,,,0.04688937640881,0.16059006203121,0.15154,N2O
AUT,1993,Indirect N2O emissions,,,,1.20193743919559,0.04688937640881,0.16059006203121,0.15154,N2O
AUT,1993,Atmospheric deposition,Volatilized N from agricultural inputs of N,34274432.0734911,0.01,0.53859821829772,0.04688937640881,0.16059006203121,0.15154,N2O
AUT,1993,leaching and run-off,N from fertilizers and other agricultural inputs that is lost through leaching and run-off,56283327.8337583,0.0075,0.66333922089787,0.04688937640881,0.16059006203121,0.15154,N2O
AUT,1993,Urea,,21237.8571428571,0.2,15.5744285714286,,,,CO2
AUT,1993,Other carbon-containing fertlizers,,64934.1798941799,0.125,29.7614991181658,,,,CO2
AUT,1994,Direct N2O emissions,,,,6.18559720394818,0.04710584110445,0.15997698966588,0.15154,N2O
AUT,1994,Inorganic N emissions,N input from application of inorganic fertilizers to cropland and grassland,126158500,0.01,1.98249071428571,0.04710584110445,0.15997698966588,0.15154,N2O
AUT,1994,Organic N emissions,N input from organic N fertilizers to cropland and grassland,158283250.077664,0.01,2.48730821550615,0.04710584110445,0.15997698966588,0.15154,N2O
AUT,1994,N from grazing animals,"N excretion on pasture, range and paddock",16184304.2985918,0.01837007731532,0.46719659055117,0.04710584110445,0.15997698966588,0.15154,N2O
AUT,1994,Crop residues,N in crop residues returned to soils,68582081.6196255,0.01,1.07771842545126,0.04710584110445,0.15997698966588,0.15154,N2O
AUT,1994,Mineralization/immobilization,N in mineral soils that is mineralized in association with loss of soil C,252109.155247871,0.00999999999999,0.00396171529675,0.04710584110445,0.15997698966588,0.15154,N2O
AUT,1994,Organic Soils,Area of cultivated organic soils,12954,8.19999999999987,0.16692154285714,0.04710584110445,0.15997698966588,0.15154,N2O
AUT,1994,Other,,,,,0.04710584110445,0.15997698966588,0.15154,N2O
AUT,1994,Indirect N2O emissions,,,,1.19184372310314,0.04710584110445,0.15997698966588,0.15154,N2O
AUT,1994,Atmospheric deposition,Volatilized N from agricultural inputs of N,33853596.3984571,0.01,0.53198508626147,0.04710584110445,0.15997698966588,0.15154,N2O
AUT,1994,leaching and run-off,N from fertilizers and other agricultural inputs that is lost through leaching and run-off,55988005.5502022,0.0075,0.65985863684167,0.04710584110445,0.15997698966588,0.15154,N2O
AUT,1994,Urea,,24428.5714285714,0.2,17.9142857142857,,,,CO2
AUT,1994,Other carbon-containing fertlizers,,62238.7301587302,0.125,28.5260846560847,,,,CO2
AUT,1995,Direct N2O emissions,,,,6.20876412923898,0.04746460883564,0.15825310600512,0.15154,N2O
AUT,1995,Inorganic N emissions,N input from application of inorganic fertilizers to cropland and grassland,127368000,0.01,2.00149714285714,0.04746460883564,0.15825310600512,0.15154,N2O
AUT,1995,Organic N emissions,N input from organic N fertilizers to cropland and grassland,158643852.777019,0.01,2.49297482935315,0.04746460883564,0.15825310600512,0.15154,N2O
AUT,1995,N from grazing animals,"N excretion on pasture, range and paddock",16135308.8798362,0.01824665747804,0.46265285696571,0.04746460883564,0.15825310600512,0.15154,N2O
AUT,1995,Crop residues,N in crop residues returned to soils,68775770.1666312,0.01,1.08076210261849,0.04746460883564,0.15825310600512,0.15154,N2O
AUT,1995,Mineralization/immobilization,N in mineral soils that is mineralized in association with loss of soil C,251723.473740756,0.00999999999999,0.00395565458735,0.04746460883564,0.15825310600512,0.15154,N2O
AUT,1995,Organic Soils,Area of cultivated organic soils,12954,8.19999999999987,0.16692154285714,0.04746460883564,0.15825310600512,0.15154,N2O
AUT,1995,Other,,,,,0.04746460883564,0.15825310600512,0.15154,N2O
AUT,1995,Indirect N2O emissions,,,,1.19256771767811,0.04746460883564,0.15825310600512,0.15154,N2O
AUT,1995,Atmospheric deposition,Volatilized N from agricultural inputs of N,33704817.4953462,0.01,0.52964713206973,0.04746460883564,0.15825310600512,0.15154,N2O
AUT,1995,leaching and run-off,N from fertilizers and other agricultural inputs that is lost through leaching and run-off,56247807.2637418,0.0075,0.66292058560838,0.04746460883564,0.15825310600512,0.15154,N2O
AUT,1995,Urea,,26983.343877551,0.2,19.7877855102041,,,,CO2
AUT,1995,Other carbon-containing fertlizers,,62741.7588309398,0.125,28.7566394641807,,,,CO2
AUT,1996,Direct N2O emissions,,,,6.13824818702938,0.04731473982744,0.15759165078695,0.15154,N2O
AUT,1996,Inorganic N emissions,N input from application of inorganic fertilizers to cropland and grassland,126650000,0.01,1.99021428571429,0.04731473982744,0.15759165078695,0.15154,N2O
AUT,1996,Organic N emissions,N input from organic N fertilizers to cropland and grassland,155997899.754421,0.01,2.45139556756948,0.04731473982744,0.15759165078695,0.15154,N2O
AUT,1996,N from grazing animals,"N excretion on pasture, range and paddock",15545433.701043,0.01812128656816,0.44267654973592,0.04731473982744,0.15759165078695,0.15154,N2O
AUT,1996,Crop residues,N in crop residues returned to soils,68923997.4589296,0.01,1.08309138864032,0.04731473982744,0.15759165078695,0.15154,N2O
AUT,1996,Mineralization/immobilization,N in mineral soils that is mineralized in association with loss of soil C,251290.614414871,0.00999999999999,0.00394885251223,0.04731473982744,0.15759165078695,0.15154,N2O
AUT,1996,Organic Soils,Area of cultivated organic soils,12954,8.19999999999987,0.16692154285714,0.04731473982744,0.15759165078695,0.15154,N2O
AUT,1996,Other,,,,,0.04731473982744,0.15759165078695,0.15154,N2O
AUT,1996,Indirect N2O emissions,,,,1.17510626482454,0.04731473982744,0.15759165078695,0.15154,N2O
AUT,1996,Atmospheric deposition,Volatilized N from agricultural inputs of N,33026208.8998872,0.01,0.51898328271251,0.04731473982744,0.15759165078695,0.15154,N2O
AUT,1996,leaching and run-off,N from fertilizers and other agricultural inputs that is lost through leaching and run-off,55671040.9064757,0.0075,0.65612298211203,0.04731473982744,0.15759165078695,0.15154,N2O
AUT,1996,Urea,,26411.1030612245,0.2,19.368142244898,,,,CO2
AUT,1996,Other carbon-containing fertlizers,,62864.4299319728,0.125,28.8128637188209,,,,CO2
AUT,1997,Direct N2O emissions,,,,6.24543137823411,0.04734199278094,0.15746900990493,0.15154,N2O
AUT,1997,Inorganic N emissions,N input from application of inorganic fertilizers to cropland and grassland,128550000,0.01,2.02007142857143,0.04734199278094,0.15746900990493,0.15154,N2O
AUT,1997,Organic N emissions,N input from organic N fertilizers to cropland and grassland,154264461.616227,0.01,2.42415582539786,0.04734199278094,0.15746900990493,0.15154,N2O
AUT,1997,N from grazing animals,"N excretion on pasture, range and paddock",15079100.0636999,0.01794468603968,0.425212411492,0.04734199278094,0.15746900990493,0.15154,N2O
AUT,1997,Crop residues,N in crop residues returned to soils,76690018.417364,0.01,1.20512886084429,0.04734199278094,0.15746900990493,0.15154,N2O
AUT,1997,Mineralization/immobilization,N in mineral soils that is mineralized in association with loss of soil C,250810.577270217,0.01,0.00394130907139,0.04734199278094,0.15746900990493,0.15154,N2O
AUT,1997,Organic Soils,Area of cultivated organic soils,12954,8.19999999999987,0.16692154285714,0.04734199278094,0.15746900990493,0.15154,N2O
AUT,1997,Other,,,,,0.04734199278094,0.15746900990493,0.15154,N2O
AUT,1997,Indirect N2O emissions,,,,1.18413395313116,0.04734199278094,0.15746900990493,0.15154,N2O
AUT,1997,Atmospheric deposition,Volatilized N from agricultural inputs of N,32752176.1635019,0.01,0.51467705399789,0.04734199278094,0.15746900990493,0.15154,N2O
AUT,1997,leaching and run-off,N from fertilizers and other agricultural inputs that is lost through leaching and run-off,56802403.562823,0.0075,0.66945689913327,0.04734199278094,0.15746900990493,0.15154,N2O
AUT,1997,Urea,,27509.2193877551,0.2,20.1734275510204,,,,CO2
AUT,1997,Other carbon-containing fertlizers,,64543.5031494079,0.125,29.5824389434786,,,,CO2
AUT,1998,Direct N2O emissions,,,,6.24612598156644,0.04770650817179,0.15694229469633,0.15154,N2O
AUT,1998,Inorganic N emissions,N input from application of inorganic fertilizers to cropland and grassland,129650000,0.01,2.03735714285714,0.04770650817179,0.15694229469633,0.15154,N2O
AUT,1998,Organic N emissions,N input from organic N fertilizers to cropland and grassland,154681388.075538,0.01,2.43070752690132,0.04770650817179,0.15694229469633,0.15154,N2O
AUT,1998,N from grazing animals,"N excretion on pasture, range and paddock",14161916.0553983,0.01792306652878,0.39886779999938,0.04770650817179,0.15694229469633,0.15154,N2O
AUT,1998,Crop residues,N in crop residues returned to soils,76894270.3605667,0.01,1.20833853423748,0.04770650817179,0.15694229469633,0.15154,N2O
AUT,1998,Mineralization/immobilization,N in mineral soils that is mineralized in association with loss of soil C,250309.48179891,0.00999999999999,0.00393343471398,0.04770650817179,0.15694229469633,0.15154,N2O
AUT,1998,Organic Soils,Area of cultivated organic soils,12954,8.19999999999987,0.16692154285714,0.04770650817179,0.15694229469633,0.15154,N2O
AUT,1998,Other,,,,,0.04770650817179,0.15694229469633,0.15154,N2O
AUT,1998,Indirect N2O emissions,,,,1.1844945841438,0.04770650817179,0.15694229469633,0.15154,N2O
AUT,1998,Atmospheric deposition,Volatilized N from agricultural inputs of N,32683804.3788928,0.01,0.51360264023974,0.04770650817179,0.15694229469633,0.15154,N2O
AUT,1998,leaching and run-off,N from fertilizers and other agricultural inputs that is lost through leaching and run-off,56924164.9373142,0.0075,0.67089194390406,0.04770650817179,0.15694229469633,0.15154,N2O
AUT,1998,Urea,,29248.05,0.2,21.44857,,,,CO2
AUT,1998,Other carbon-containing fertlizers,,65292.2059964727,0.125,29.92559441505,,,,CO2
AUT,1999,Direct N2O emissions,,,,6.10131051568658,0.0486893157845,0.15671521304669,0.15154,N2O
AUT,1999,Inorganic N emissions,N input from application of inorganic fertilizers to cropland and grassland,123500000,0.01,1.94071428571429,0.0486893157845,0.15671521304669,0.15154,N2O
AUT,1999,Organic N emissions,N input from organic N fertilizers to cropland and grassland,150856450.317518,0.01,2.37060136213242,0.0486893157845,0.15671521304669,0.15154,N2O
AUT,1999,N from grazing animals,"N excretion on pasture, range and paddock",13562896.9918793,0.01790151087551,0.38153711829135,0.0486893157845,0.15671521304669,0.15154,N2O
AUT,1999,Crop residues,N in crop residues returned to soils,78757062.1887236,0.01,1.23761097725137,0.0486893157845,0.15671521304669,0.15154,N2O
AUT,1999,Mineralization/immobilization,N in mineral soils that is mineralized in association with loss of soil C,249787.328000949,0.00999999999999,0.00392522944001,0.0486893157845,0.15671521304669,0.15154,N2O
AUT,1999,Organic Soils,Area of cultivated organic soils,12954,8.19999999999987,0.16692154285714,0.0486893157845,0.15671521304669,0.15154,N2O
AUT,1999,Other,,,,,0.0486893157845,0.15671521304669,0.15154,N2O
AUT,1999,Indirect N2O emissions,,,,1.15473506409249,0.0486893157845,0.15671521304669,0.15154,N2O
AUT,1999,Atmospheric deposition,Volatilized N from agricultural inputs of N,31780143.5419767,0.01,0.49940225565963,0.0486893157845,0.15671521304669,0.15154,N2O
AUT,1999,leaching and run-off,N from fertilizers and other agricultural inputs that is lost through leaching and run-off,55603995.8670305,0.0075,0.65533280843286,0.0486893157845,0.15671521304669,0.15154,N2O
AUT,1999,Urea,,29409.7377551021,0.2,21.5671410204082,,,,CO2
AUT,1999,Other carbon-containing fertlizers,,60526.4114890401,0.125,27.7412719324767,,,,CO2
AUT,2000,Direct N2O emissions,,,,5.92533695669201,0.04803465110877,0.15487064327384,0.15154,N2O
AUT,2000,Inorganic N emissions,N input from application of inorganic fertilizers to cropland and grassland,120550000,0.01,1.89435714285714,0.04803465110877,0.15487064327384,0.15154,N2O
AUT,2000,Organic N emissions,N input from organic N fertilizers to cropland and grassland,148647727.343089,0.01,2.33589285824854,0.04803465110877,0.15487064327384,0.15154,N2O
AUT,2000,N from grazing animals,"N excretion on pasture, range and paddock",13219330.8249226,0.01787903464923,0.37140537320614,0.04803465110877,0.15487064327384,0.15154,N2O
AUT,2000,Crop residues,N in crop residues returned to soils,73362756.6970978,0.01,1.15284331952582,0.04803465110877,0.15487064327384,0.15154,N2O
AUT,2000,Mineralization/immobilization,N in mineral soils that is mineralized in association with loss of soil C,249245.818005616,0.01,0.00391671999723,0.04803465110877,0.15487064327384,0.15154,N2O
AUT,2000,Organic Soils,Area of cultivated organic soils,12954,8.19999999999987,0.16692154285714,0.04803465110877,0.15487064327384,0.15154,N2O
AUT,2000,Other,,,,,0.04803465110877,0.15487064327384,0.15154,N2O
AUT,2000,Indirect N2O emissions,,,,1.12079810081525,0.04803465110877,0.15487064327384,0.15154,N2O
AUT,2000,Atmospheric deposition,Volatilized N from agricultural inputs of N,30859032.614486,0.01,0.48492765537049,0.04803465110877,0.15487064327384,0.15154,N2O
AUT,2000,leaching and run-off,N from fertilizers and other agricultural inputs that is lost through leaching and run-off,53952643.8559192,0.0075,0.63587044544476,0.04803465110877,0.15487064327384,0.15154,N2O
AUT,2000,Urea,,26399.9969387755,0.2,19.359997755102,,,,CO2
AUT,2000,Other carbon-containing fertlizers,,59722.5217435122,0.125,27.3728224657764,,,,CO2
AUT,2001,Direct N2O emissions,,,,5.93781904044081,0.04671060981298,0.15409147925961,0.15154,N2O
AUT,2001,Inorganic N emissions,N input from application of inorganic fertilizers to cropland and grassland,119350000,0.01,1.8755,0.04671060981298,0.15409147925961,0.15154,N2O
AUT,2001,Organic N emissions,N input from organic N fertilizers to cropland and grassland,147970322.748615,0.01,2.3252479289068,0.04671060981298,0.15409147925961,0.15154,N2O
AUT,2001,N from grazing animals,"N excretion on pasture, range and paddock",12506692.2990446,0.017810201189,0.35003053808626,0.04671060981298,0.15409147925961,0.15154,N2O
AUT,2001,Crop residues,N in crop residues returned to soils,77395208.7011382,0.01,1.21621042244646,0.04671060981298,0.15409147925961,0.15154,N2O
AUT,2001,Mineralization/immobilization,N in mineral soils that is mineralized in association with loss of soil C,248729.609173107,0.01,0.00390860814415,0.04671060981298,0.15409147925961,0.15154,N2O
AUT,2001,Organic Soils,Area of cultivated organic soils,12954,8.19999999999987,0.16692154285714,0.04671060981298,0.15409147925961,0.15154,N2O
AUT,2001,Other,,,,,0.04671060981298,0.15409147925961,0.15154,N2O
AUT,2001,Indirect N2O emissions,,,,1.1146364919005,0.04671060981298,0.15409147925961,0.15154,N2O
AUT,2001,Atmospheric deposition,Volatilized N from agricultural inputs of N,30303051.9170406,0.01,0.47619081583921,0.04671060981298,0.15409147925961,0.15154,N2O
AUT,2001,leaching and run-off,N from fertilizers and other agricultural inputs that is lost through leaching and run-off,54171148.2718668,0.0075,0.63844567606129,0.04671060981298,0.15409147925961,0.15154,N2O
AUT,2001,Urea,,22439.8989795918,0.2,16.4559259183674,,,,CO2
AUT,2001,Other carbon-containing fertlizers,,60775.5632149156,0.125,27.855466473503,,,,CO2
AUT,2002,Direct N2O emissions,,,,5.91247636646258,0.04634007664387,0.15387632939797,0.15154,N2O
AUT,2002,Inorganic N emissions,N input from application of inorganic fertilizers to cropland and grassland,122350000,0.01,1.92264285714286,0.04634007664387,0.15387632939797,0.15154,N2O
AUT,2002,Organic N emissions,N input from organic N fertilizers to cropland and grassland,144838840.36242,0.01,2.27603891998089,0.04634007664387,0.15387632939797,0.15154,N2O
AUT,2002,N from grazing animals,"N excretion on pasture, range and paddock",11748311.5919666,0.01771671690983,0.32707951672524,0.04634007664387,0.15387632939797,0.15154,N2O
AUT,2002,Crop residues,N in crop residues returned to soils,77374985.9193612,0.01,1.21589263587568,0.04634007664387,0.15387632939797,0.15154,N2O
AUT,2002,Mineralization/immobilization,N in mineral soils that is mineralized in association with loss of soil C,248238.701503424,0.01,0.00390089388077,0.04634007664387,0.15387632939797,0.15154,N2O
AUT,2002,Organic Soils,Area of cultivated organic soils,12954,8.19999999999987,0.16692154285714,0.04634007664387,0.15387632939797,0.15154,N2O
AUT,2002,Other,,,,,0.04634007664387,0.15387632939797,0.15154,N2O
AUT,2002,Indirect N2O emissions,,,,1.10455139379609,0.04634007664387,0.15387632939797,0.15154,N2O
AUT,2002,Atmospheric deposition,Volatilized N from agricultural inputs of N,29764764.5510003,0.01,0.46773201437286,0.04634007664387,0.15387632939797,0.15154,N2O
AUT,2002,leaching and run-off,N from fertilizers and other agricultural inputs that is lost through leaching and run-off,54033159.4662136,0.0075,0.63681937942323,0.04634007664387,0.15387632939797,0.15154,N2O
AUT,2002,Urea,,22874.0295918367,0.2,16.7742883673469,,,,CO2
AUT,2002,Other carbon-containing fertlizers,,63648.168707483,0.125,29.172077324263,,,,CO2
AUT,2003,Direct N2O emissions,,,,5.6233256915062,0.04941795102084,0.15331914328657,0.15154,N2O
AUT,2003,Inorganic N emissions,N input from application of inorganic fertilizers to cropland and grassland,1.11e+08,0.01,1.74428571428571,0.04941795102084,0.15331914328657,0.15154,N2O
AUT,2003,Organic N emissions,N input from organic N fertilizers to cropland and grassland,144500283.661181,0.01,2.27071874324714,0.04941795102084,0.15331914328657,0.15154,N2O
AUT,2003,N from grazing animals,"N excretion on pasture, range and paddock",11364133.5459714,0.01753977826353,0.31322402972682,0.04941795102084,0.15331914328657,0.15154,N2O
AUT,2003,Crop residues,N in crop residues returned to soils,71540980.1936173,0.01,1.12421540304256,0.04941795102084,0.15331914328657,0.15154,N2O
AUT,2003,Mineralization/immobilization,N in mineral soils that is mineralized in association with loss of soil C,252016.440252706,0.01,0.00396025834683,0.04941795102084,0.15331914328657,0.15154,N2O
AUT,2003,Organic Soils,Area of cultivated organic soils,12954,8.19999999999987,0.16692154285714,0.04941795102084,0.15331914328657,0.15154,N2O
AUT,2003,Other,,,,,0.04941795102084,0.15331914328657,0.15154,N2O
AUT,2003,Indirect N2O emissions,,,,1.06656785476176,0.04941795102084,0.15331914328657,0.15154,N2O
AUT,2003,Atmospheric deposition,Volatilized N from agricultural inputs of N,29382391.4783742,0.01,0.46172329466017,0.04941795102084,0.15331914328657,0.15154,N2O
AUT,2003,leaching and run-off,N from fertilizers and other agricultural inputs that is lost through leaching and run-off,51320144.4934686,0.0075,0.60484456010159,0.04941795102084,0.15331914328657,0.15154,N2O
AUT,2003,Urea,,26045.1244897959,0.2,19.0997579591837,,,,CO2
AUT,2003,Other carbon-containing fertlizers,,53291.3562106324,0.125,24.4252049298732,,,,CO2
AUT,2004,Direct N2O emissions,,,,5.575753400456,0.05355836036375,0.1528660803568,0.15154,N2O
AUT,2004,Inorganic N emissions,N input from application of inorganic fertilizers to cropland and grassland,97600000,0.01,1.53371428571429,0.05355836036375,0.1528660803568,0.15154,N2O
AUT,2004,Organic N emissions,N input from organic N fertilizers to cropland and grassland,143503184.498499,0.01,2.25505004211926,0.05355836036375,0.1528660803568,0.15154,N2O
AUT,2004,N from grazing animals,"N excretion on pasture, range and paddock",11119101.0965749,0.01744587776487,0.30482960920668,0.05355836036375,0.1528660803568,0.15154,N2O
AUT,2004,Crop residues,N in crop residues returned to soils,83445641.4578362,0.01,1.31128865148028,0.05355836036375,0.1528660803568,0.15154,N2O
AUT,2004,Mineralization/immobilization,N in mineral soils that is mineralized in association with loss of soil C,251317.123168041,0.00999999999999,0.00394926907835,0.05355836036375,0.1528660803568,0.15154,N2O
AUT,2004,Organic Soils,Area of cultivated organic soils,12954,8.19999999999987,0.16692154285714,0.05355836036375,0.1528660803568,0.15154,N2O
AUT,2004,Other,,,,,0.05355836036375,0.1528660803568,0.15154,N2O
AUT,2004,Indirect N2O emissions,,,,1.05352814919099,0.05355836036375,0.1528660803568,0.15154,N2O
AUT,2004,Atmospheric deposition,Volatilized N from agricultural inputs of N,28863798.7062309,0.01,0.45357397966934,0.05355836036375,0.1528660803568,0.15154,N2O
AUT,2004,leaching and run-off,N from fertilizers and other agricultural inputs that is lost through leaching and run-off,50905202.2624428,0.0075,0.59995416952165,0.05355836036375,0.1528660803568,0.15154,N2O
AUT,2004,Urea,,28837.1908163265,0.2,21.1472732653061,,,,CO2
AUT,2004,Other carbon-containing fertlizers,,41348.8336608718,0.125,18.9515487612329,,,,CO2
AUT,2005,Direct N2O emissions,,,,5.5407291695811,0.05324734738961,0.15227430696398,0.15154,N2O
AUT,2005,Inorganic N emissions,N input from application of inorganic fertilizers to cropland and grassland,100250000,0.01,1.57535714285714,0.05324734738961,0.15227430696398,0.15154,N2O
AUT,2005,Organic N emissions,N input from organic N fertilizers to cropland and grassland,143033840.725122,0.01,2.2476746399662,0.05324734738961,0.15227430696398,0.15154,N2O
AUT,2005,N from grazing animals,"N excretion on pasture, range and paddock",10636753.0907745,0.01730281388521,0.289214764257,0.05324734738961,0.15227430696398,0.15154,N2O
AUT,2005,Crop residues,N in crop residues returned to soils,80034229.3616319,0.01,1.25768074711136,0.05324734738961,0.15227430696398,0.15154,N2O
AUT,2005,Mineralization/immobilization,N in mineral soils that is mineralized in association with loss of soil C,246930.252052965,0.01,0.00388033253226,0.05324734738961,0.15227430696398,0.15154,N2O
AUT,2005,Organic Soils,Area of cultivated organic soils,12954,8.19999999999987,0.16692154285714,0.05324734738961,0.15227430696398,0.15154,N2O
AUT,2005,Other,,,,,0.05324734738961,0.15227430696398,0.15154,N2O
AUT,2005,Indirect N2O emissions,,,,1.04848590056423,0.05324734738961,0.15227430696398,0.15154,N2O
AUT,2005,Atmospheric deposition,Volatilized N from agricultural inputs of N,28738129.7498667,0.01,0.45159918178362,0.05324734738961,0.15227430696398,0.15154,N2O
AUT,2005,leaching and run-off,N from fertilizers and other agricultural inputs that is lost through leaching and run-off,50644933.7147188,0.0075,0.59688671878061,0.05324734738961,0.15227430696398,0.15154,N2O
AUT,2005,Urea,,29854.9714285714,0.2,21.8936457142857,,,,CO2
AUT,2005,Other carbon-containing fertlizers,,43694.5650793651,0.125,20.0266756613757,,,,CO2
