Country,Year,Cattle Type,Population,GE,Ym,IEF,CH4.kt,Type.A,Total.Pop,Share.Pop,Weight,Milk Yield,DE
AUT,1990,dairy cattle,904.617,253.79869642220234,6.5,108.20079196076823,97.88027582117427,Dairy Cattle,904.617,1,676.0571024999998,10.38630136986301,66.47928166666668
AUT,1990,non-dairy cattle,1679.297,121.59718526173874,5.22303849814225,44.94196677859218,75.47090998538953,Non-Dairy Cattle,1679.297,1,324.9614361651984,NA,76.93179148921314
AUT,1991,dairy cattle,876,254.63906852564833,6.49310344827586,108.44388177484606,94.99684043476515,Dairy Cattle,876,1,676.1143589999998,10.54142602823305,66.56303956390367
AUT,1991,non-dairy cattle,1658.266,123.18407966939473,5.24757415640424,45.71258840779159,75.80363112863493,Non-Dairy Cattle,1658.266,1,330.959597938532,NA,76.69923244507532
AUT,1992,dairy cattle,841.716,255.53028616128805,6.48620689655172,108.70784206606844,91.50112999248286,Dairy Cattle,841.716,1,676.1716154999998,10.70549788032543,66.65162840252825
AUT,1992,non-dairy cattle,1559.009,123.97998079244417,5.26442124257498,46.13212296295561,71.92039488835447,Non-Dairy Cattle,1559.009,1,333.60260675361883,NA,76.54073874657637
AUT,1993,dairy cattle,828.147,257.5399891883894,6.47931034482758,109.44631687270746,90.63763897918206,Dairy Cattle,828.147,1,676.2288719999999,10.9517360415902,66.78458205943716
AUT,1993,non-dairy cattle,1505.74,133.52901472493662,5.60661868291706,51.51533792481941,77.56870492691758,Non-Dairy Cattle,1505.74,1,366.5345155298396,NA,74.516499583304
AUT,1994,dairy cattle,809.977,259.1204452431021,6.47241379310344,110.00075139466202,89.09807861239416,Dairy Cattle,809.977,1,678.4460169565212,11.16712328767123,66.90087809523811
AUT,1994,non-dairy cattle,1518.541,134.39991327728924,5.58357165668639,51.80441066418247,78.66712157439831,Non-Dairy Cattle,1518.541,1,366.65349916772806,NA,74.50137765501064
AUT,1995,dairy cattle,706.494,268.3033464611718,6.46551724137931,113.77767619937686,80.38324556880255,Dairy Cattle,706.494,1,680.6761019565214,12.6534303594043,67.70339367390176
AUT,1995,non-dairy cattle,1619.331,142.83799297777722,5.63400003148134,55.6487384614714,90.11372730155293,Non-Dairy Cattle,1619.331,1,388.9184462146664,NA,73.57229861352597
AUT,1996,dairy cattle,697.521,269.6515064932208,6.45862068965517,114.2274090879312,79.67601661442286,Dairy Cattle,697.521,1,682.6858310869561,12.79379301396454,67.77918098534597
AUT,1996,non-dairy cattle,1574.428,143.01829547026358,5.61764893664531,55.66257481971866,87.63671634826001,Non-Dairy Cattle,1574.428,1,389.0797658666981,NA,73.5155846788831
AUT,1997,dairy cattle,699.811,271.89728283544815,6.45172413793103,115.05575667352599,80.5172841334569,Dairy Cattle,699.811,1,684.6972481521734,13.11418714846118,67.95217436547313
AUT,1997,non-dairy cattle,1498.129,143.02619560244185,5.64636673092632,55.79139969444894,83.58271383284509,Non-Dairy Cattle,1498.129,1,391.1534446611582,NA,73.31422006177746
AUT,1998,dairy cattle,728.718,274.60893795240906,6.44482758620689,116.07900259445678,84.58885861262735,Dairy Cattle,728.718,1,686.7103531521734,13.49082441544969,68.15553562238429
AUT,1998,non-dairy cattle,1442.963,140.07063056383603,5.6407201864501,54.48859388717987,78.62502490122672,Non-Dairy Cattle,1442.963,1,382.9964275588685,NA,73.51635457845943
AUT,1999,dairy cattle,697.903,277.316991874031,6.43793103448275,117.09827474518556,81.72323723948924,Dairy Cattle,697.903,1,688.7251460869561,13.86765128614946,68.35899925378787
AUT,1999,non-dairy cattle,1454.908,141.8511601032297,5.65146543564196,55.30089909409713,80.45772049919466,Non-Dairy Cattle,1454.908,1,387.5016554046626,NA,73.3193942719996
AUT,2000,dairy cattle,621.002,279.55222758275596,6.43103448275862,117.91566138195712,73.22586154951813,Dairy Cattle,621.002,1,690.7416269565214,14.27368211001904,68.578231246806
AUT,2000,non-dairy cattle,1534.445,145.1238676772587,5.59643662422977,56.47535718012241,86.65832944825293,Non-Dairy Cattle,1534.445,1,393.6924277732687,NA,73.26839047767642
AUT,2001,dairy cattle,597.981,283.2840230338875,6.42413793103448,119.3616006710216,71.37596933085817,Dairy Cattle,597.981,1,692.7597957608692,14.77754401795537,68.85028608547577
AUT,2001,non-dairy cattle,1520.473,145.15010401819396,5.57478398089782,56.37146903295901,85.71129663495029,Non-Dairy Cattle,1520.473,1,391.1715770558412,NA,73.30468343001208
AUT,2002,dairy cattle,588.971,284.9597961745894,6.41724137931034,119.93878981846665,70.64046897817212,Dairy Cattle,588.971,1,694.7796524999997,15.03384255432068,68.98867173413048
AUT,2002,non-dairy cattle,1477.971,145.2021029290614,5.58511472032427,56.42052596060128,83.38790117451583,Non-Dairy Cattle,1477.971,1,391.0166063884971,NA,73.2448509820673
AUT,2003,dairy cattle,557.877,288.02054386698086,6.4103448275862,121.09676843125555,67.55710188212355,Dairy Cattle,557.877,1,696.8011971739128,15.4470551269071,69.21178143542095
AUT,2003,non-dairy cattle,1494.156,145.45580112121684,5.58080268088583,56.48423471288762,84.39625820166931,Non-Dairy Cattle,1494.156,1,394.7796718484612,NA,73.18244730774508
AUT,2004,dairy cattle,537.953,291.22841654541577,6.40344827586207,122.31376948078541,65.79905923349695,Dairy Cattle,537.953,1,698.5418854347826,15.89571776986969,69.45403202238886
AUT,2004,non-dairy cattle,1513.038,146.4722684183557,5.56503735471092,56.85615227704005,86.02551892894813,Non-Dairy Cattle,1513.038,1,396.97505829481236,NA,73.16977382771533
AUT,2005,dairy cattle,534.417,290.59684020351784,6.39655172413793,121.91706514285512,65.15455220244921,Dairy Cattle,534.417,1,700.2686265217391,15.84338543474224,69.42577573874038
AUT,2005,non-dairy cattle,1476.263,147.35920061909562,5.56684354245513,57.25756664436832,84.5272271071151,Non-Dairy Cattle,1476.263,1,396.03017623697195,NA,73.1213373097509
AUT,2006,dairy cattle,527.421,292.479942591597,6.38965517241379,122.57480358900371,64.64852548371593,Dairy Cattle,527.421,1,701.7850099999999,16.17353260077628,69.6040351637494
AUT,2006,non-dairy cattle,1475.498,146.85466254381046,5.52175929580763,56.85306995316404,83.88659100975364,Non-Dairy Cattle,1475.498,1,393.88163331376376,NA,73.37176151906073
AUT,2007,dairy cattle,524.5,294.55946072834365,6.38275862068965,123.31306506799255,64.6777026281621,Dairy Cattle,524.5,1,703.7531837499998,16.43125260003995,69.74318831606611
AUT,2007,non-dairy cattle,1475.696,146.49446793456687,5.48039408748991,56.52870549489481,83.41918458399428,Non-Dairy Cattle,1475.696,1,392.17080172942366,NA,73.6279814586321
AUT,2008,dairy cattle,530.23,295.4088187655208,6.37586206896551,123.53501295198959,65.50196991753344,Dairy Cattle,530.23,1,705.7180199999999,16.60120227177332,69.8349508204292
AUT,2008,non-dairy cattle,1466.979,145.5416189267106,5.4380317974349,55.95946504398977,82.09136007076707,Non-Dairy Cattle,1466.979,1,389.375457751637,NA,73.88457945817679
AUT,2009,dairy cattle,532.976,295.8474122866011,6.36896551724138,123.58460342043782,65.86762759261126,Dairy Cattle,532.976,1,707.67951875,16.62465753424658,69.84761523809524
AUT,2009,non-dairy cattle,1493.284,145.28264143311893,5.39242306025515,55.65084337602636,83.10251399992615,Non-Dairy Cattle,1493.284,1,389.17749826005456,NA,74.06354184735058
AUT,2010,dairy cattle,532.735,296.81771899607276,6.36206896551724,123.85566961919027,65.98225015457933,Dairy Cattle,532.735,1,709.6376799999999,16.71232876712329,69.89495238095239
AUT,2010,non-dairy cattle,1480.546,145.3530700051195,5.35174955898059,55.50861724986356,82.18306123481649,Non-Dairy Cattle,1480.546,1,389.49065924240443,NA,74.21067615869049
AUT,2011,dairy cattle,527.393,298.5508243477882,6.3551724137931,124.44381248854312,65.63079559977022,Dairy Cattle,527.393,1,711.1015003260869,17.06027397260274,70.08282166666667
AUT,2011,non-dairy cattle,1449.134,145.6532112203664,5.34127795327386,55.55290215921261,80.5035993175884,Non-Dairy Cattle,1449.134,1,389.60862060922733,NA,74.18985534216199
AUT,2012,dairy cattle,523.369,301.9684643322869,6.34827586206896,125.73178370669211,65.80411790678775,Dairy Cattle,523.369,1,712.538596521739,17.58356164383562,70.36536523809525
AUT,2012,non-dairy cattle,1432.249,145.00960248233474,5.31564417558388,55.13074703778255,78.96095731411702,Non-Dairy Cattle,1432.249,1,386.2539296827708,NA,74.31936534436058
AUT,2013,dairy cattle,529.56,302.6870717866162,6.34137931034483,125.89407728765951,66.66846756845297,Dairy Cattle,529.56,1,714.5531239130434,17.6986301369863,70.42749523809525
AUT,2013,non-dairy cattle,1428.722,144.7511052223669,5.31416985512267,54.98847687149816,78.56324665280059,Non-Dairy Cattle,1428.722,1,385.8372802729298,NA,74.33981443597402
AUT,2014,dairy cattle,537.744,303.9575638490571,6.33448275862069,126.28501183419274,67.90900740376615,Dairy Cattle,537.744,1,716.2925609565215,17.92328767123288,70.54879666666668
AUT,2014,non-dairy cattle,1423.457,144.47637601282725,5.30319330152976,54.79148825060306,77.9933274907387,Non-Dairy Cattle,1423.457,1,385.2930633496797,NA,74.37822503416307
AUT,2015,dairy cattle,534.098,305.1973048065194,6.32758620689655,126.66203477819283,67.64993945096323,Dairy Cattle,534.098,1,718.0314636521739,18.02465753424658,70.60353023809525
AUT,2015,non-dairy cattle,1423.512,144.8547829250323,5.30063378555386,54.90880160628634,78.16333799216787,Non-Dairy Cattle,1423.512,1,386.8930866499676,NA,74.33027374066211
AUT,2016,dairy cattle,539.867,308.24725558265163,6.32068965517241,127.78838498701563,68.98873203778516,Dairy Cattle,539.867,1,719.7698320000001,18.51780821917808,70.86980166666667
AUT,2016,non-dairy cattle,1414.524,144.13044751911875,5.27276616614879,54.43013287361848,76.9927292729223,Non-Dairy Cattle,1414.524,1,384.08793748002813,NA,74.43894859111433
AUT,2017,dairy cattle,543.421,309.2860713847005,6.31379310344828,128.07914043899132,69.60089457649711,Dairy Cattle,543.421,1,719.396726,18.80821917808219,71.02660595238096
AUT,2017,non-dairy cattle,1400.055,144.18364006368276,5.26962607925293,54.39683186327747,76.15855643434095,Non-Dairy Cattle,1400.055,1,384.1069384926552,NA,74.44431174856733
AUT,2018,dairy cattle,532.873,312.60529229744515,6.30689655172414,129.3122682147597,68.90701630040365,Dairy Cattle,532.873,1,719.0236200000002,19.46301369863014,71.38015523809526
AUT,2018,non-dairy cattle,1379.935,143.94483341319147,5.25531453780907,54.20298012039718,74.79658937244028,Non-Dairy Cattle,1379.935,1,383.4446677200424,NA,74.45311069315134
AUT,2019,dairy cattle,524.068,313.6696476766516,6.3,129.6106657380881,67.92480237202835,Dairy Cattle,524.068,1,718.0457799999999,19.66849315068493,71.49110166666668
AUT,2019,non-dairy cattle,1355.452,144.31105204487667,5.24443380243378,54.27268084346992,73.56401379464299,Non-Dairy Cattle,1355.452,1,384.1206206925066,NA,74.47552583697671
AUT,2020,dairy cattle,524.783,315.5151387513447,6.3,130.3732365783858,68.41765821131504,Dairy Cattle,524.783,1,717.7630999999999,19.96164383561644,71.64938523809525
AUT,2020,non-dairy cattle,1330.649,144.19774859057506,5.22407144623153,54.09926414948387,71.98713174124656,Non-Dairy Cattle,1330.649,1,383.5916579533862,NA,74.52710961494668
AUT,2021,dairy cattle,526.461,314.9599935870053,6.3,130.14384640670596,68.51565952312082,Dairy Cattle,526.461,1,717.5230899999998,19.86027397260274,71.59465166666668
AUT,2021,non-dairy cattle,1343.639,143.36749033261688,5.21434499432071,53.69319792790184,72.1442747706481,Non-Dairy Cattle,1343.639,1,380.902756322277,NA,74.62822637858272
BEL,1990,dairy cattle,838.7,220.16078291761323,6.1,88.08409401007474,73.87612964624968,Dairy Cattle,838.7,1,623.0062000715393,11.15347898528842,75.0
BEL,1990,non-dairy cattle,2410.095,112.12985151550939,6.1,43.30226434297367,104.36257078167914,Non-Dairy Cattle,2410.095,1,421.607145983872,4.65999959280864,75.769333621088
BEL,1991,dairy cattle,796.197,220.76955778469735,6.1,88.32765865366193,70.32621683706967,Dairy Cattle,796.197,1,622.9970095340726,11.23323755263829,75.0
BEL,1991,non-dairy cattle,2467.949,112.91349017380176,6.1,43.6066798458513,107.61906191888887,Non-Dairy Cattle,2467.949,1,423.60229992597095,4.65999962733183,75.77399688017731
BEL,1992,dairy cattle,767.807,223.22742885378503,6.1,89.31102791427715,68.5736324097774,Dairy Cattle,767.807,1,622.9913246427815,11.55698263584798,75.0
BEL,1992,non-dairy cattle,2453.776,113.13599584284619,6.1,43.65838913411839,107.12790745596048,Non-Dairy Cattle,2453.776,1,423.0668084617341,4.65999961412561,75.79321673977563
BEL,1993,dairy cattle,696.258,226.7455313692851,6.1,90.7185850123474,63.16354056352698,Dairy Cattle,696.258,1,622.1519896360256,12.0492496461792,74.99999999999999
BEL,1993,non-dairy cattle,2535.292,116.69413491527179,6.1,45.29524599812185,114.83667481707033,Non-Dairy Cattle,2535.292,1,436.0342852026513,4.65999959443757,75.77061988322231
BEL,1994,dairy cattle,688.426,230.53525338125985,6.1,92.23481431327494,63.49684427843062,Dairy Cattle,688.426,1,622.3194649824381,12.54355984206645,75.0
BEL,1994,non-dairy cattle,2563.542,116.23977650359342,6.1,44.66411748749463,114.49834107212695,Non-Dairy Cattle,2563.542,1,432.9289953119551,4.65999947675136,75.88537404974194
BEL,1995,dairy cattle,684.461,232.1982557310677,6.1,92.90016466940202,63.58653960978357,Dairy Cattle,684.461,1,622.1971741267947,12.71187002669126,75.0
BEL,1995,non-dairy cattle,2601.72,116.32795479452373,6.1,44.73713958355636,116.39351079733024,Non-Dairy Cattle,2601.72,1,433.6903229402087,4.65999956309198,75.88238175685856
BEL,1996,dairy cattle,648.499,235.38082531538606,6.1,94.17347844828518,61.07140660023449,Dairy Cattle,648.499,1,622.3835349013644,13.15506053845745,75.0
BEL,1996,non-dairy cattle,2594.101,116.00597034053179,6.1,44.54084594838351,115.54345301554761,Non-Dairy Cattle,2594.101,1,432.02543954533763,4.65999954755091,75.91429843507669
BEL,1997,dairy cattle,626.855,237.47445097505582,6.1,95.01111681868134,59.55819363337449,Dairy Cattle,626.855,1,622.234647566024,13.60331183927265,75.26050246439024
BEL,1997,non-dairy cattle,2530.24,117.44091802757785,6.1,45.13853086835015,114.21131634433428,Non-Dairy Cattle,2530.24,1,438.9188007856962,4.65999957316302,75.90155806523427
BEL,1998,dairy cattle,634.495,237.25283931297076,6.1,94.92245224264676,60.22782133569817,Dairy Cattle,634.495,1,622.1326409191562,13.56685647675814,75.0
BEL,1998,non-dairy cattle,2455.415,118.00066020594177,6.1,45.30306350472173,111.23782167544631,Non-Dairy Cattle,2455.415,1,437.41159233775153,4.65999964149687,75.93150118189516
BEL,1999,dairy cattle,623.296,240.2271291841822,6.1,96.11243542292571,59.90649654936791,Dairy Cattle,623.296,1,622.000542278468,13.98909940705127,75.2588448548301
BEL,1999,non-dairy cattle,2461.807,118.59146597628445,6.1,45.545218984126,112.1235389116543,Non-Dairy Cattle,2461.807,1,439.31492923693867,4.65999965244374,75.92538757473373
BEL,2000,dairy cattle,581.461467344205,247.3126605473726,6.1,98.9472845837781,57.53403328380829,Dairy Cattle,581.461467344205,1,622.9353976986845,14.86867447570986,75.2020181588519
BEL,2000,non-dairy cattle,2412.3505326558,118.82064036678663,6.1,45.55730074713759,109.90017872371762,Non-Dairy Cattle,2412.3505326558,1,441.3943887833311,4.65999962589775,75.96232326606452
BEL,2001,dairy cattle,570.797227612279,249.47037677977553,6.1,99.81056494162989,56.97159375509764,Dairy Cattle,570.797227612279,1,623.3439290792262,15.16254888922778,75.20410477530699
BEL,2001,non-dairy cattle,2406.44677238772,119.97926890775675,6.1,46.05347723092443,110.82524163958949,Non-Dairy Cattle,2406.44677238772,1,449.3781429999167,4.6599996577686,75.9396748761761
BEL,2002,dairy cattle,551.007545002098,255.4390816128921,6.1,102.19858314664947,56.31219040232808,Dairy Cattle,551.007545002098,1,623.3785364952688,15.93842500236542,75.20300238995095
BEL,2002,non-dairy cattle,2298.7634549979,120.07092311608722,6.1,46.02348684754714,105.79710963671796,Non-Dairy Cattle,2298.7634549979,1,452.9655687224786,4.65999968464284,75.97019902447748
BEL,2003,dairy cattle,532.289013453677,258.0668429107876,6.1,103.24992376295934,54.95880005895297,Dairy Cattle,532.289013453677,1,623.2471452298289,16.27475842084292,75.20442433633899
BEL,2003,non-dairy cattle,2206.71398654632,119.84426499707617,6.1,45.86350154128482,101.20763032314204,Non-Dairy Cattle,2206.71398654632,1,452.92599204710103,4.65999970389246,76.00391000704428
BEL,2004,dairy cattle,515.063682878941,263.466642711657,6.1,105.41032884052188,54.29303218607949,Dairy Cattle,515.063682878941,1,623.2164495333105,16.91014954770229,75.14007113814954
BEL,2004,non-dairy cattle,2186.34211712106,120.46465039816071,6.1,46.15675615450388,100.91445997027849,Non-Dairy Cattle,2186.34211712106,1,456.1967703574644,4.65999963933003,75.97931475530295
BEL,2005,dairy cattle,494.743446973753,267.9903328724691,6.1,107.22021134601123,53.04649694657991,Dairy Cattle,494.743446973753,1,623.2887369615049,17.53879704182704,75.1398274005053
BEL,2005,non-dairy cattle,2169.41895302625,120.53982753033054,6.1,46.10874673975818,100.02918907751858,Non-Dairy Cattle,2169.41895302625,1,456.32814129429545,4.65999967220564,76.01517084836357
BEL,2006,dairy cattle,478.863811044944,270.0539429826076,6.1,108.04584079978002,51.73924309293798,Dairy Cattle,478.863811044944,1,623.3470346727678,17.90174753368702,75.14263698069473
BEL,2006,non-dairy cattle,2150.62126895506,120.73581125646831,6.1,46.10896056022931,99.16291127023898,Non-Dairy Cattle,2150.62126895506,1,457.58737090012454,4.65999962843231,76.05046331232093
BEL,2007,dairy cattle,473.213,275.2675719388581,6.1,110.13176081255482,52.1157809293915,Dairy Cattle,473.213,1,623.1697988009628,18.58208152515785,75.14256596751933
BEL,2007,non-dairy cattle,2169.57968,121.42391656998646,6.1,46.76784811377062,101.46657294496308,Non-Dairy Cattle,2169.57968,1,465.1982913759591,4.65999974237545,75.81315632190568
BEL,2008,dairy cattle,469.423,276.10406634866,6.1,110.46643373320597,51.85548472234275,Dairy Cattle,469.423,1,623.2215933177539,18.66936931123299,75.14333558733738
BEL,2008,non-dairy cattle,2149.96968,121.13725648698376,6.1,46.53842092810956,100.05619395051299,Non-Dairy Cattle,2149.96968,1,465.3073023290263,4.65999978590077,75.86590287223258
BEL,2009,dairy cattle,467.611,282.7915013488307,6.1,113.14200858098319,52.90644777456213,Dairy Cattle,467.611,1,623.3834319551936,19.52976417645225,75.14504101703845
BEL,2009,non-dairy cattle,2147.779,120.62426811372886,6.1,46.33969269492812,99.52741883662001,Non-Dairy Cattle,2147.779,1,463.5848994472895,4.6599998277928,75.85837724637598
BEL,2010,dairy cattle,463.406,287.05270101398327,6.1,114.84687130415702,53.22072924357418,Dairy Cattle,463.406,1,623.1727685873728,20.11949811612021,75.14547755684649
BEL,2010,non-dairy cattle,2148.832088,120.37793551708153,6.1,46.16339277576522,99.1973796875117,Non-Dairy Cattle,2148.832088,1,461.0921056917873,4.65999980941645,75.89347465413458
BEL,2011,dairy cattle,456.1346,291.58069527093704,6.1,116.65847583481425,53.21196721152267,Dairy Cattle,456.1346,1,622.901858354968,20.76674533668322,75.14424345727599
BEL,2011,non-dairy cattle,2116.0457056,120.36767398849666,6.1,46.12592135427466,97.60455779855621,Non-Dairy Cattle,2116.0457056,1,460.4304576467273,4.6599997544722,75.90825405844564
BEL,2012,dairy cattle,456.392624113855,289.87203054788915,6.1,115.97459229732054,52.92994850910863,Dairy Cattle,456.392624113855,1,622.5487456675581,20.51429870839131,75.14478403582181
BEL,2012,non-dairy cattle,2048.00381125956,125.66471321938535,6.1,48.27541405393531,98.86823197259287,Non-Dairy Cattle,2048.00381125956,1,475.47214707742137,4.65999975822748,75.85618700691043
BEL,2013,dairy cattle,463.912955685574,289.1276544719132,6.1,115.67703911621108,53.66407712135719,Dairy Cattle,463.912955685574,1,621.7869487377047,20.5158401365301,75.1455255634663
BEL,2013,non-dairy cattle,2011.7992391176,125.00393923574885,6.1,48.00508514364595,96.57659376576235,Non-Dairy Cattle,2011.7992391176,1,472.30129323370795,4.65999975948034,75.86024028165018
BEL,2014,dairy cattle,478.062150221007,290.70729785152565,6.1,116.30903839468496,55.60294898510071,Dairy Cattle,478.062150221007,1,621.6678051300685,20.76494360821944,75.14321810114714
BEL,2014,non-dairy cattle,2013.79153633168,122.68108887464258,6.1,47.0522767466901,94.75347667762063,Non-Dairy Cattle,2013.79153633168,1,465.2266941558461,4.65999975445664,75.8873467987694
BEL,2015,dairy cattle,483.456441072734,293.2950710717718,6.1,117.34438018711592,56.73089642514891,Dairy Cattle,483.456441072734,1,620.9838388565609,20.92031472456825,75.14556925794726
BEL,2015,non-dairy cattle,2027.06386852143,123.19548468760416,6.1,47.28403861419978,95.84776623261638,Non-Dairy Cattle,2027.06386852143,1,466.7513912318225,4.65999975566027,75.87476843717542
BEL,2016,dairy cattle,486.24273867467,299.9416052863223,6.1,120.00359104582152,58.35087476091537,Dairy Cattle,486.24273867467,1,620.0828437260573,21.7720619240072,75.14882721168738
BEL,2016,non-dairy cattle,2029.34775010367,123.11397735791722,6.1,47.16895577004038,95.72221426667078,Non-Dairy Cattle,2029.34775010367,1,464.8171806499474,4.65999974514371,75.90974532529232
BEL,2017,dairy cattle,482.30015967926,304.26355685466433,6.1,121.73275998866309,58.7117295807292,Dairy Cattle,482.30015967926,1,619.383381482146,22.35987480698951,75.14922340137808
BEL,2017,non-dairy cattle,1951.13152794592,122.50221316095187,6.1,46.85829788650741,91.42670235224631,Non-Dairy Cattle,1951.13152794592,1,463.49399259160884,4.65999974910919,75.94153146584749
BEL,2018,dairy cattle,492.969503550491,307.5424076787756,6.1,123.04459491406898,60.6572328693598,Dairy Cattle,492.969503550491,1,619.1670582246409,22.85887856900134,75.14934743783155
BEL,2018,non-dairy cattle,1928.36079580058,122.21738999417074,6.1,46.69584990993577,90.04644629290813,Non-Dairy Cattle,1928.36079580058,1,462.9728545055799,4.65999974580409,75.95997812897315
BEL,2019,dairy cattle,497.077664251327,311.13870203360284,6.1,124.48343577319261,61.87793549211863,Dairy Cattle,497.077664251327,1,619.0389427914054,23.04228429102961,75.15203126948349
BEL,2019,non-dairy cattle,1889.9983727736,122.02636401001257,6.1,46.53746037695281,87.95572438545676,Non-Dairy Cattle,1889.9983727736,1,459.58087162947055,4.65999974641495,75.99408694267208
BEL,2020,dairy cattle,502.074661720245,317.3709901730076,6.1,126.9769109829652,63.7518896280539,Dairy Cattle,502.074661720245,1,618.6195078118104,23.92518501363424,75.14989350732696
BEL,2020,non-dairy cattle,1845.58149386968,121.38106343882231,6.1,46.21882458905874,85.30060732997562,Non-Dairy Cattle,1845.58149386968,1,455.8638121805236,4.65999974282229,76.01903902414666
BEL,2021,dairy cattle,502.927569135936,314.60081891608706,6.1,125.86859358790079,63.30278580372204,Dairy Cattle,502.927569135936,1,618.3735770792457,23.51155765767052,75.15053806139387
BEL,2021,non-dairy cattle,1817.98647272662,121.21452832469754,6.1,46.09100939311448,83.79283159099755,Non-Dairy Cattle,1817.98647272662,1,452.692222325569,4.65999974437254,76.04517252853921
BGR,1990,mature dairy cattle,619.1445,245.50652109856102,6.5,104.66562826708646,64.80314808061111,Dairy Cattle,619.1445,1,588.0,11.12480734091722,71.0
BGR,1990,other mature cattle,144.465432581793,185.17552025490252,6.5,78.94499942583224,11.40482349222222,Non-Dairy Cattle,974.967,0.148174689586204,646.0325342489168,NA,60.0
BGR,1990,growing cattle,830.501567418208,118.89746973102115,6.5,50.68899316026014,42.09728827044685,Non-Dairy Cattle,974.967,0.851825310413796,237.17788389734216,NA,60.0
BGR,1991,mature dairy cattle,601.248,233.64611488250392,6.5,99.60923765655716,59.88985492252968,Dairy Cattle,601.248,1,588.0,9.59708053151085,71.0
BGR,1991,other mature cattle,135.543612259773,185.17552025490255,6.5,78.94499942583221,10.70049039202299,Non-Dairy Cattle,914.7555,0.148174689586204,646.0325342489168,NA,60.00000000000001
BGR,1991,growing cattle,779.211887740227,118.89746973102116,6.5,50.68899316026014,39.49746604805777,Non-Dairy Cattle,914.7555,0.851825310413796,237.17788389734218,NA,60.0
BGR,1992,mature dairy cattle,585.295,228.24028733186796,6.5,97.30459689036061,56.95189403694361,Dairy Cattle,585.295,1,588.0,8.90076140671112,71.0
BGR,1992,other mature cattle,118.300005021213,185.17552025490252,6.5,78.94499942583224,9.33919382847559,Non-Dairy Cattle,798.382,0.148174689586204,646.0325342489169,NA,60.0
BGR,1992,growing cattle,680.081994978787,118.89746973102116,6.5,50.68899316026014,34.47267159189582,Non-Dairy Cattle,798.382,0.851825310413796,237.1778838973422,NA,60.0
BGR,1993,mature dairy cattle,530.334,223.44662592341768,6.5,95.26093800598537,50.52011429646624,Dairy Cattle,530.334,1,588.0,8.28329477736486,71.0
BGR,1993,other mature cattle,90.6468294898426,185.17552025490252,6.5,78.94499942583226,7.15611390202914,Non-Dairy Cattle,611.7565,0.148174689586204,646.0325342489167,NA,60.0
BGR,1993,growing cattle,521.109670510158,118.89746973102115,6.5,50.68899316026013,26.41452452423478,Non-Dairy Cattle,611.7565,0.851825310413796,237.17788389734216,NA,60.0
BGR,1994,mature dairy cattle,452.792,226.4268109339517,6.5,96.5314661169453,43.70867560602389,Dairy Cattle,452.792,1,588.0,8.66716936434317,71.0
BGR,1994,other mature cattle,60.6433070322562,185.17552025490252,6.5,78.94499942583225,4.78748583884203,Non-Dairy Cattle,409.269,0.148174689586204,646.0325342489168,NA,60.0
BGR,1994,growing cattle,348.625692967744,118.89746973102113,6.5,50.68899316026012,17.67148536633292,Non-Dairy Cattle,409.269,0.851825310413796,237.17788389734216,NA,60.0
BGR,1995,mature dairy cattle,384.1105,236.26943531549205,6.5,100.72762538832073,38.69053855172057,Dairy Cattle,384.1105,1,588.0,9.93498775678899,71.0
BGR,1995,other mature cattle,45.964677757778,185.1755202549025,6.5,78.94499942583226,3.62868145919635,Non-Dairy Cattle,310.206,0.148174689586204,646.0325342489168,NA,59.99999999999999
BGR,1995,growing cattle,264.241322242222,118.89746973102115,6.5,50.68899316026014,13.39412657579409,Non-Dairy Cattle,310.206,0.851825310413796,237.17788389734213,NA,60.0
BGR,1996,mature dairy cattle,359.5245,241.40639447138184,6.5,102.91764076969517,37.00141333890427,Dairy Cattle,359.5245,1,588.0,10.59667421830779,71.0
BGR,1996,other mature cattle,40.8167926921741,185.17552025490252,6.5,78.94499942583226,3.222281675648,Non-Dairy Cattle,275.464,0.148174689586204,646.0325342489168,NA,60.0
BGR,1996,growing cattle,234.647207307826,118.89746973102116,6.5,50.68899316026014,11.89403068630053,Non-Dairy Cattle,275.464,0.851825310413796,237.17788389734218,NA,60.0
BGR,1997,mature dairy cattle,363.206,242.92318774246078,6.5,103.56428803575709,37.61517080031519,Dairy Cattle,363.206,1,588.0,10.79205081016662,71.0
BGR,1997,other mature cattle,36.1088382799517,185.17552025490252,6.5,78.94499942583218,2.85061221727825,Non-Dairy Cattle,243.691,0.148174689586204,646.0325342489167,NA,60.0
BGR,1997,growing cattle,207.582161720048,118.89746973102115,6.5,50.68899316026016,10.52213077561955,Non-Dairy Cattle,243.691,0.851825310413796,237.17788389734216,NA,60.0
BGR,1998,mature dairy cattle,371.8495,249.90980117013748,6.5,106.54285773156354,39.61790837605304,Dairy Cattle,371.8495,1,588.0,11.69198934903132,71.0
BGR,1998,other mature cattle,33.3449357951002,185.1755202549025,6.5,78.94499942583234,2.6324159371986,Non-Dairy Cattle,225.038,0.148174689586204,646.0325342489167,NA,59.99999999999999
BGR,1998,growing cattle,191.6930642049,118.89746973102116,6.5,50.68899316026016,9.71672842035148,Non-Dairy Cattle,225.038,0.851825310413796,237.17788389734218,NA,60.0
