Country,Year,CO2eq,CO2eq.2005,d.2005,GDP,t.CO2,EM.IN
TUR,2019,446.01,265.8,67.7990970654628,9.96389e+11,446010000,447.626378854042
TUR,2020,467.04,265.8,75.7110609480813,1.01572e+12,467040000,459.811759146221
TUR,2021,517.24,265.8,94.5974416854778,1.13104e+12,517240000,457.313622860376
USA,2005,6696.26,6696.26,0,1.56002e+13,6696260000,429.241932795733
USA,2006,6589.49,6696.26,-1.59447213817863,1.60344e+13,6589490000,410.959561941825
USA,2007,6737.35,6696.26,0.613626113681371,1.63567e+13,6737350000,411.901544932658
USA,2008,6531.13,6696.26,-2.4660034108592,1.63767e+13,6531130000,398.80623080352
USA,2009,6120.28,6696.26,-8.60151786220966,1.59509e+13,6120280000,383.694963920531
USA,2010,6307.18,6696.26,-5.81040760066067,1.6383e+13,6307180000,384.983214307514
USA,2011,6115.98,6696.26,-8.66573281204733,1.6637e+13,6115980000,367.613151409509
USA,2012,5884.94,6696.26,-12.1160170005346,1.70164e+13,5884940000,345.839307961731
USA,2013,6092.44,6696.26,-9.01727232813542,1.73298e+13,6092440000,351.558586942723
USA,2014,6129.69,6696.26,-8.46099165803001,1.77263e+13,6129690000,345.796359082268
USA,2015,6065.5,6696.26,-9.41958645572305,1.8206e+13,6065500000,333.159398000659
USA,2016,5763.09,6696.26,-13.935689474423,1.85096e+13,5763090000,311.356809439426
USA,2017,5787.63,6696.26,-13.5692162490704,1.89246e+13,5787630000,305.825750610317
USA,2018,5989.7,6696.26,-10.5515616179778,1.9482e+13,5989700000,307.447900626219
USA,2019,5913.87,6696.26,-11.6839847915105,1.9929e+13,5913870000,296.746951678459
USA,2020,5249.81,6696.26,-21.6008637657439,1.93774e+13,5249810000,270.924375819253
USA,2021,5586,6696.26,-16.5803000480865,2.05295e+13,5.586e+09,272.096251735308
DEU,2005,992.82,992.82,0,2.91203e+12,992820000,340.937421661178
DEU,2006,992.78,992.82,-0.00402892770090019,3.02317e+12,992780000,328.390398158225
DEU,2007,968.83,992.82,-2.41634938861022,3.11315e+12,968830000,311.205691984003
DEU,2008,963.54,992.82,-2.94917507705325,3.14304e+12,963540000,306.563072693952
DEU,2009,888.19,992.82,-10.5386676336093,2.96408e+12,888190000,299.651156513994
DEU,2010,929.72,992.82,-6.35563344815777,3.08797e+12,929720000,301.078054514778
DEU,2011,898.69,992.82,-9.48107411212506,3.20918e+12,898690000,280.037268087175
DEU,2012,895.88,992.82,-9.76410628311275,3.22261e+12,895880000,277.998268484241
DEU,2013,917.29,992.82,-7.6076227312101,3.23671e+12,917290000,283.401972991093
DEU,2014,884.4,992.82,-10.9204085332689,3.30823e+12,884400000,267.333286984279
DEU,2015,885.49,992.82,-10.8106202534196,3.35759e+12,885490000,263.727852417955
DEU,2016,884.83,992.82,-10.8770975604843,3.43246e+12,884830000,257.783047726703
DEU,2017,870.88,992.82,-12.2821860961705,3.52446e+12,870880000,247.096009034008
DEU,2018,838.51,992.82,-15.5425958381177,3.55904e+12,838510000,235.600049451538
DEU,2019,787.81,992.82,-20.6492616989988,3.59665e+12,787810000,219.039939944115
DEU,2020,735.12,992.82,-25.9563667129993,3.46369e+12,735120000,212.236083483222
DEU,2021,764.36,992.82,-23.011220563647,3.55468e+12,764360000,215.029200940732
FRA,2005,503.21,503.21,0,2.22479e+12,503210000,226.183145375519
FRA,2006,492.62,503.21,-2.10448917946781,2.27928e+12,492620000,216.129654978765
FRA,2007,484.34,503.21,-3.74992547842849,2.33455e+12,484340000,207.466106958515
FRA,2008,479.37,503.21,-4.73758470618628,2.3405e+12,479370000,204.815210425123
FRA,2009,468.92,503.21,-6.81425249895669,2.27325e+12,468920000,206.277356208072
FRA,2010,470.21,503.21,-6.5578982929592,2.31757e+12,470210000,202.889233119172
FRA,2011,443.9,503.21,-11.786331750164,2.36838e+12,443900000,187.427693191126
FRA,2012,440.65,503.21,-12.4321853699251,2.3758e+12,440650000,185.474366529169
FRA,2013,442.44,503.21,-12.0764690685797,2.38949e+12,442440000,185.160850223269
FRA,2014,415.98,503.21,-17.3347111543888,2.41234e+12,415980000,172.43837933293
FRA,2015,423.58,503.21,-15.8244073051013,2.43919e+12,423580000,173.656008757005
FRA,2016,432.84,503.21,-13.9842212992588,2.46591e+12,432840000,175.529520542112
FRA,2017,446.79,503.21,-11.2120188390533,2.52241e+12,446790000,177.128222612502
FRA,2018,427.21,503.21,-15.1030384928757,2.56946e+12,427210000,166.264506939201
FRA,2019,421.62,503.21,-16.2139067188649,2.61681e+12,421620000,161.119836747796
FRA,2020,376.06,503.21,-25.2677808469625,2.4131e+12,376060000,155.84103435415
FRA,2021,403.27,503.21,-19.8604956181316,2.5776e+12,403270000,156.4517380509
CZE,2005,140.68,140.68,0,1.52948e+11,140680000,919.78973245809
CZE,2006,143.09,140.68,1.71310776229741,1.63298e+11,143090000,876.250780781149
CZE,2007,145.32,140.68,3.2982655672448,1.72394e+11,145320000,842.952770978108
CZE,2008,138.93,140.68,-1.24395791868069,1.77025e+11,138930000,784.804406157323
CZE,2009,129.49,140.68,-7.95422234859255,1.6878e+11,129490000,767.211754947269
CZE,2010,133.01,140.68,-5.4520898493034,1.7289e+11,133010000,769.333101972352
CZE,2011,131.05,140.68,-6.84532271822576,1.75934e+11,131050000,744.881603328521
CZE,2012,126.92,140.68,-9.7810634063122,1.74553e+11,126920000,727.114400783716
CZE,2013,122.17,140.68,-13.1575206141598,1.74472e+11,122170000,700.226970516759
CZE,2014,120.05,140.68,-14.6644867785044,1.78419e+11,120050000,672.854348471856
CZE,2015,121.54,140.68,-13.6053454648848,1.88033e+11,121540000,646.375902102291
CZE,2016,124,140.68,-11.856696047768,1.92804e+11,1.24e+08,643.140183813614
CZE,2017,126.45,140.68,-10.115154961615,2.02769e+11,126450000,623.616035981832
CZE,2018,130.18,140.68,-7.46374751208416,2.09299e+11,130180000,621.980993698011
CZE,2019,131.23,140.68,-6.71737276087576,2.1564e+11,131230000,608.560563902801
CZE,2020,124.34,140.68,-11.6150127949957,2.03774e+11,124340000,610.185794065975
CZE,2021,126.74,140.68,-9.90901336366222,2.10996e+11,126740000,600.674894310793
AUS,2005,616.29,616.29,0,1.02725e+12,616290000,599.941591628133
AUS,2006,626.79,616.29,1.70374336757046,1.05541e+12,626790000,593.882945964128
AUS,2007,641.52,616.29,4.09385192036217,1.09528e+12,641520000,585.713242275948
AUS,2008,630.25,616.29,2.26516737250321,1.13436e+12,630250000,555.599633273388
AUS,2009,630.91,616.29,2.37225981275049,1.15558e+12,630910000,545.968258363765
AUS,2010,613.33,616.29,-0.480293368381756,1.18108e+12,613330000,519.295898669015
AUS,2011,594.03,616.29,-3.61193593924938,1.20932e+12,594030000,491.209936162472
AUS,2012,579.08,616.29,-6.0377419721235,1.25651e+12,579080000,460.863821219091
AUS,2013,561.1,616.29,-8.95519966249654,1.28891e+12,561100000,435.329076506506
AUS,2014,555.82,616.29,-9.81193918447483,1.32215e+12,555820000,420.39102976213
AUS,2015,540.91,616.29,-12.2312547664249,1.35062e+12,540910000,400.490145266618
AUS,2016,512.48,616.29,-16.8443427607133,1.38749e+12,512480000,369.357616991834
AUS,2017,509.81,616.29,-17.2775803598955,1.41916e+12,509810000,359.233631162096
AUS,2018,514.23,616.29,-16.5603855327849,1.46008e+12,514230000,352.193030518876
AUS,2019,505.86,616.29,-17.9185123886482,1.49178e+12,505860000,339.098258456341
AUS,2020,491.51,616.29,-20.2469616576612,1.49102e+12,491510000,329.646818956151
AUS,2021,462.6,616.29,-24.9379350630385,1.52436e+12,462600000,303.471620876958
